v2	V(ds)	I(R1)
2.940999999999981e+000	2.314177e-002	5.505393e-004
2.950999999999981e+000	2.323163e-002	5.524092e-004
2.960999999999981e+000	2.332160e-002	5.542790e-004
2.970999999999981e+000	2.341167e-002	5.561488e-004
2.980999999999980e+000	2.350184e-002	5.580185e-004
2.990999999999980e+000	2.359211e-002	5.598883e-004
3.000999999999980e+000	2.368247e-002	5.617580e-004
3.010999999999980e+000	2.377294e-002	5.636277e-004
3.020999999999980e+000	2.386351e-002	5.654974e-004
3.030999999999979e+000	2.395418e-002	5.673671e-004
3.040999999999979e+000	2.404496e-002	5.692368e-004
3.050999999999979e+000	2.413583e-002	5.711064e-004
3.060999999999979e+000	2.422681e-002	5.729761e-004
3.070999999999978e+000	2.431789e-002	5.748457e-004
3.080999999999978e+000	2.440908e-002	5.767153e-004
3.090999999999978e+000	2.450036e-002	5.785848e-004
3.100999999999978e+000	2.459176e-002	5.804544e-004
3.110999999999978e+000	2.468325e-002	5.823239e-004
3.120999999999977e+000	2.477486e-002	5.841934e-004
3.130999999999977e+000	2.486656e-002	5.860629e-004
3.140999999999977e+000	2.495837e-002	5.879324e-004
3.150999999999977e+000	2.505029e-002	5.898018e-004
3.160999999999977e+000	2.514231e-002	5.916713e-004
3.170999999999976e+000	2.523444e-002	5.935407e-004
3.180999999999976e+000	2.532668e-002	5.954101e-004
3.190999999999976e+000	2.541902e-002	5.972794e-004
3.200999999999976e+000	2.551148e-002	5.991488e-004
3.210999999999975e+000	2.560404e-002	6.010181e-004
3.220999999999975e+000	2.569670e-002	6.028874e-004
3.230999999999975e+000	2.578948e-002	6.047567e-004
3.240999999999975e+000	2.588237e-002	6.066260e-004
3.250999999999975e+000	2.597536e-002	6.084952e-004
3.260999999999974e+000	2.606847e-002	6.103644e-004
3.270999999999974e+000	2.616169e-002	6.122336e-004
3.280999999999974e+000	2.625501e-002	6.141028e-004
3.290999999999974e+000	2.634845e-002	6.159720e-004
3.300999999999974e+000	2.644200e-002	6.178411e-004
3.310999999999973e+000	2.653566e-002	6.197102e-004
3.320999999999973e+000	2.662943e-002	6.215794e-004
3.330999999999973e+000	2.672332e-002	6.234484e-004
3.340999999999973e+000	2.681732e-002	6.253175e-004
3.350999999999972e+000	2.691144e-002	6.271865e-004
3.360999999999972e+000	2.700566e-002	6.290555e-004
3.370999999999972e+000	2.710000e-002	6.309245e-004
3.380999999999972e+000	2.719446e-002	6.327935e-004
3.390999999999972e+000	2.728903e-002	6.346625e-004
3.400999999999971e+000	2.738372e-002	6.365314e-004
3.410999999999971e+000	2.747853e-002	6.384003e-004
3.420999999999971e+000	2.757345e-002	6.402691e-004
3.430999999999971e+000	2.766848e-002	6.421380e-004
3.440999999999971e+000	2.776364e-002	6.440069e-004
3.450999999999970e+000	2.785891e-002	6.458757e-004
3.460999999999970e+000	2.795430e-002	6.477445e-004
3.470999999999970e+000	2.804981e-002	6.496133e-004
3.480999999999970e+000	2.814544e-002	6.514820e-004
3.490999999999970e+000	2.824119e-002	6.533507e-004
3.500999999999969e+000	2.833706e-002	6.552194e-004
3.510999999999969e+000	2.843305e-002	6.570881e-004
3.520999999999969e+000	2.852916e-002	6.589568e-004
3.530999999999969e+000	2.862539e-002	6.608254e-004
3.540999999999968e+000	2.872174e-002	6.626940e-004
3.550999999999968e+000	2.881822e-002	6.645626e-004
3.560999999999968e+000	2.891482e-002	6.664312e-004
3.570999999999968e+000	2.901154e-002	6.682997e-004
3.580999999999968e+000	2.910839e-002	6.701683e-004
3.590999999999967e+000	2.920536e-002	6.720367e-004
3.600999999999967e+000	2.930245e-002	6.739052e-004
3.610999999999967e+000	2.939967e-002	6.757737e-004
3.620999999999967e+000	2.949702e-002	6.776421e-004
3.630999999999967e+000	2.959449e-002	6.795105e-004
3.640999999999966e+000	2.969209e-002	6.813789e-004
3.650999999999966e+000	2.978982e-002	6.832472e-004
3.660999999999966e+000	2.988767e-002	6.851155e-004
3.670999999999966e+000	2.998566e-002	6.869838e-004
3.680999999999965e+000	3.008377e-002	6.888521e-004
