v1	I(R1)
1.734999999999919e+000	1.870570e-003
1.735999999999919e+000	1.870805e-003
1.736999999999919e+000	1.871028e-003
1.737999999999919e+000	1.871240e-003
1.738999999999919e+000	1.871442e-003
1.739999999999919e+000	1.871635e-003
1.740999999999918e+000	1.871819e-003
1.741999999999918e+000	1.871996e-003
1.742999999999918e+000	1.872167e-003
1.743999999999918e+000	1.872331e-003
1.744999999999918e+000	1.872490e-003
1.745999999999918e+000	1.872643e-003
1.746999999999918e+000	1.872791e-003
1.747999999999918e+000	1.872934e-003
1.748999999999918e+000	1.873073e-003
1.749999999999917e+000	1.873208e-003
1.750999999999917e+000	1.873339e-003
1.751999999999917e+000	1.873467e-003
1.752999999999917e+000	1.873591e-003
1.753999999999917e+000	1.873712e-003
1.754999999999917e+000	1.873829e-003
1.755999999999917e+000	1.873944e-003
1.756999999999917e+000	1.874056e-003
1.757999999999917e+000	1.874166e-003
1.758999999999916e+000	1.874273e-003
1.759999999999916e+000	1.874377e-003
1.760999999999916e+000	1.874479e-003
1.761999999999916e+000	1.874579e-003
1.762999999999916e+000	1.874677e-003
1.763999999999916e+000	1.874773e-003
1.764999999999916e+000	1.874867e-003
1.765999999999916e+000	1.874959e-003
1.766999999999916e+000	1.875049e-003
1.767999999999915e+000	1.875137e-003
1.768999999999915e+000	1.875224e-003
1.769999999999915e+000	1.875309e-003
1.770999999999915e+000	1.875393e-003
1.771999999999915e+000	1.875475e-003
1.772999999999915e+000	1.875555e-003
1.773999999999915e+000	1.875635e-003
1.774999999999915e+000	1.875713e-003
1.775999999999915e+000	1.875789e-003
1.776999999999914e+000	1.875864e-003
1.777999999999914e+000	1.875938e-003
1.778999999999914e+000	1.876011e-003
1.779999999999914e+000	1.876083e-003
1.780999999999914e+000	1.876154e-003
1.781999999999914e+000	1.876223e-003
1.782999999999914e+000	1.876291e-003
1.783999999999914e+000	1.876359e-003
1.784999999999914e+000	1.876425e-003
1.785999999999913e+000	1.876490e-003
1.786999999999913e+000	1.876555e-003
1.787999999999913e+000	1.876618e-003
1.788999999999913e+000	1.876681e-003
1.789999999999913e+000	1.876742e-003
1.790999999999913e+000	1.876803e-003
1.791999999999913e+000	1.876863e-003
1.792999999999913e+000	1.876922e-003
1.793999999999913e+000	1.876980e-003
1.794999999999912e+000	1.877038e-003
1.795999999999912e+000	1.877095e-003
1.796999999999912e+000	1.877151e-003
1.797999999999912e+000	1.877206e-003
1.798999999999912e+000	1.877261e-003
1.799999999999912e+000	1.877314e-003
1.800999999999912e+000	1.877368e-003
1.801999999999912e+000	1.877420e-003
1.802999999999912e+000	1.877472e-003
1.803999999999912e+000	1.877523e-003
1.804999999999911e+000	1.877574e-003
1.805999999999911e+000	1.877624e-003
1.806999999999911e+000	1.877673e-003
1.807999999999911e+000	1.877722e-003
1.808999999999911e+000	1.877770e-003
1.809999999999911e+000	1.877818e-003
1.810999999999911e+000	1.877865e-003
1.811999999999911e+000	1.877912e-003
1.812999999999911e+000	1.877957e-003
1.813999999999910e+000	1.878003e-003
1.814999999999910e+000	1.878048e-003
1.815999999999910e+000	1.878093e-003
1.816999999999910e+000	1.878136e-003
1.817999999999910e+000	1.878180e-003
1.818999999999910e+000	1.878223e-003
1.819999999999910e+000	1.878266e-003
1.820999999999910e+000	1.878308e-003
1.821999999999910e+000	1.878349e-003
1.822999999999909e+000	1.878391e-003
1.823999999999909e+000	1.878431e-003
1.824999999999909e+000	1.878472e-003
1.825999999999909e+000	1.878512e-003
1.826999999999909e+000	1.878551e-003
1.827999999999909e+000	1.878590e-003
1.828999999999909e+000	1.878629e-003
1.829999999999909e+000	1.878667e-003
1.830999999999909e+000	1.878705e-003
1.831999999999908e+000	1.878743e-003
1.832999999999908e+000	1.878780e-003
1.833999999999908e+000	1.878817e-003
1.834999999999908e+000	1.878853e-003
1.835999999999908e+000	1.878889e-003
1.836999999999908e+000	1.878925e-003
1.837999999999908e+000	1.878960e-003
1.838999999999908e+000	1.878995e-003
1.839999999999908e+000	1.879030e-003
1.840999999999907e+000	1.879065e-003
1.841999999999907e+000	1.879099e-003
1.842999999999907e+000	1.879132e-003
1.843999999999907e+000	1.879166e-003
1.844999999999907e+000	1.879199e-003
1.845999999999907e+000	1.879232e-003
1.846999999999907e+000	1.879264e-003
1.847999999999907e+000	1.879296e-003
1.848999999999907e+000	1.879328e-003
1.849999999999906e+000	1.879360e-003
1.850999999999906e+000	1.879391e-003
1.851999999999906e+000	1.879423e-003
1.852999999999906e+000	1.879453e-003
1.853999999999906e+000	1.879484e-003
1.854999999999906e+000	1.879514e-003
1.855999999999906e+000	1.879544e-003
1.856999999999906e+000	1.879574e-003
1.857999999999906e+000	1.879603e-003
1.858999999999905e+000	1.879633e-003
1.859999999999905e+000	1.879661e-003
1.860999999999905e+000	1.879690e-003
1.861999999999905e+000	1.879719e-003
1.862999999999905e+000	1.879747e-003
1.863999999999905e+000	1.879775e-003
1.864999999999905e+000	1.879803e-003
1.865999999999905e+000	1.879830e-003
1.866999999999905e+000	1.879858e-003
1.867999999999904e+000	1.879885e-003
1.868999999999904e+000	1.879912e-003
1.869999999999904e+000	1.879938e-003
1.870999999999904e+000	1.879965e-003
1.871999999999904e+000	1.879991e-003
1.872999999999904e+000	1.880017e-003
1.873999999999904e+000	1.880043e-003
1.874999999999904e+000	1.880068e-003
1.875999999999904e+000	1.880094e-003
1.876999999999903e+000	1.880119e-003
1.877999999999903e+000	1.880144e-003
1.878999999999903e+000	1.880168e-003
1.879999999999903e+000	1.880193e-003
1.880999999999903e+000	1.880217e-003
1.881999999999903e+000	1.880242e-003
1.882999999999903e+000	1.880266e-003
1.883999999999903e+000	1.880290e-003
1.884999999999903e+000	1.880313e-003
1.885999999999902e+000	1.880337e-003
1.886999999999902e+000	1.880360e-003
1.887999999999902e+000	1.880383e-003
1.888999999999902e+000	1.880406e-003
1.889999999999902e+000	1.880429e-003
1.890999999999902e+000	1.880451e-003
1.891999999999902e+000	1.880474e-003
1.892999999999902e+000	1.880496e-003
1.893999999999902e+000	1.880518e-003
1.894999999999901e+000	1.880540e-003
1.895999999999901e+000	1.880562e-003
1.896999999999901e+000	1.880584e-003
1.897999999999901e+000	1.880605e-003
1.898999999999901e+000	1.880626e-003
1.899999999999901e+000	1.880647e-003
1.900999999999901e+000	1.880668e-003
1.901999999999901e+000	1.880689e-003
1.902999999999901e+000	1.880710e-003
1.903999999999900e+000	1.880731e-003
1.904999999999900e+000	1.880751e-003
1.905999999999900e+000	1.880771e-003
1.906999999999900e+000	1.880791e-003
1.907999999999900e+000	1.880811e-003
1.908999999999900e+000	1.880831e-003
1.909999999999900e+000	1.880851e-003
1.910999999999900e+000	1.880871e-003
1.911999999999900e+000	1.880890e-003
1.912999999999899e+000	1.880909e-003
1.913999999999899e+000	1.880928e-003
1.914999999999899e+000	1.880948e-003
1.915999999999899e+000	1.880966e-003
1.916999999999899e+000	1.880985e-003
1.917999999999899e+000	1.881004e-003
1.918999999999899e+000	1.881022e-003
1.919999999999899e+000	1.881041e-003
1.920999999999899e+000	1.881059e-003
1.921999999999899e+000	1.881077e-003
1.922999999999898e+000	1.881095e-003
1.923999999999898e+000	1.881113e-003
1.924999999999898e+000	1.881131e-003
1.925999999999898e+000	1.881149e-003
1.926999999999898e+000	1.881166e-003
1.927999999999898e+000	1.881184e-003
1.928999999999898e+000	1.881201e-003
1.929999999999898e+000	1.881218e-003
1.930999999999898e+000	1.881235e-003
1.931999999999897e+000	1.881252e-003
1.932999999999897e+000	1.881269e-003
1.933999999999897e+000	1.881286e-003
1.934999999999897e+000	1.881303e-003
1.935999999999897e+000	1.881319e-003
1.936999999999897e+000	1.881336e-003
1.937999999999897e+000	1.881352e-003
1.938999999999897e+000	1.881368e-003
1.939999999999897e+000	1.881384e-003
1.940999999999896e+000	1.881400e-003
1.941999999999896e+000	1.881416e-003
1.942999999999896e+000	1.881432e-003
1.943999999999896e+000	1.881448e-003
1.944999999999896e+000	1.881464e-003
1.945999999999896e+000	1.881479e-003
1.946999999999896e+000	1.881495e-003
1.947999999999896e+000	1.881510e-003
1.948999999999896e+000	1.881525e-003
1.949999999999895e+000	1.881541e-003
1.950999999999895e+000	1.881556e-003
1.951999999999895e+000	1.881571e-003
1.952999999999895e+000	1.881586e-003
1.953999999999895e+000	1.881600e-003
1.954999999999895e+000	1.881615e-003
1.955999999999895e+000	1.881630e-003
1.956999999999895e+000	1.881644e-003
1.957999999999895e+000	1.881659e-003
1.958999999999894e+000	1.881673e-003
1.959999999999894e+000	1.881688e-003
1.960999999999894e+000	1.881702e-003
1.961999999999894e+000	1.881716e-003
1.962999999999894e+000	1.881730e-003
1.963999999999894e+000	1.881744e-003
1.964999999999894e+000	1.881758e-003
1.965999999999894e+000	1.881772e-003
1.966999999999894e+000	1.881785e-003
1.967999999999893e+000	1.881799e-003
1.968999999999893e+000	1.881813e-003
1.969999999999893e+000	1.881826e-003
1.970999999999893e+000	1.881839e-003
1.971999999999893e+000	1.881853e-003
1.972999999999893e+000	1.881866e-003
1.973999999999893e+000	1.881879e-003
1.974999999999893e+000	1.881892e-003
1.975999999999893e+000	1.881905e-003
1.976999999999892e+000	1.881918e-003
1.977999999999892e+000	1.881931e-003
1.978999999999892e+000	1.881944e-003
1.979999999999892e+000	1.881957e-003
1.980999999999892e+000	1.881970e-003
1.981999999999892e+000	1.881982e-003
1.982999999999892e+000	1.881995e-003
1.983999999999892e+000	1.882007e-003
1.984999999999892e+000	1.882019e-003
1.985999999999891e+000	1.882032e-003
1.986999999999891e+000	1.882044e-003
1.987999999999891e+000	1.882056e-003
1.988999999999891e+000	1.882068e-003
1.989999999999891e+000	1.882080e-003
1.990999999999891e+000	1.882092e-003
1.991999999999891e+000	1.882104e-003
1.992999999999891e+000	1.882116e-003
1.993999999999891e+000	1.882128e-003
1.994999999999890e+000	1.882140e-003
1.995999999999890e+000	1.882151e-003
1.996999999999890e+000	1.882163e-003
1.997999999999890e+000	1.882175e-003
1.998999999999890e+000	1.882186e-003
2.000000000000000e+000	1.882198e-003
