vdd	V(ds)	Id(M1)
1.419999999999997e+001	1.420000e+001	1.269758e-003
1.429999999999997e+001	1.430000e+001	1.269796e-003
1.439999999999997e+001	1.440000e+001	1.269833e-003
1.449999999999996e+001	1.450000e+001	1.269870e-003
1.459999999999996e+001	1.460000e+001	1.269908e-003
1.469999999999996e+001	1.470000e+001	1.269945e-003
1.479999999999996e+001	1.480000e+001	1.269982e-003
1.489999999999996e+001	1.490000e+001	1.270020e-003
1.499999999999996e+001	1.500000e+001	1.270057e-003
1.509999999999996e+001	1.510000e+001	1.270094e-003
1.519999999999996e+001	1.520000e+001	1.270132e-003
1.529999999999996e+001	1.530000e+001	1.270169e-003
1.539999999999996e+001	1.540000e+001	1.270206e-003
1.549999999999996e+001	1.550000e+001	1.270244e-003
1.559999999999996e+001	1.560000e+001	1.270281e-003
1.569999999999996e+001	1.570000e+001	1.270318e-003
1.579999999999996e+001	1.580000e+001	1.270356e-003
1.589999999999996e+001	1.590000e+001	1.270393e-003
1.599999999999996e+001	1.600000e+001	1.270430e-003
1.609999999999996e+001	1.610000e+001	1.270468e-003
1.619999999999996e+001	1.620000e+001	1.270505e-003
1.629999999999996e+001	1.630000e+001	1.270542e-003
1.639999999999996e+001	1.640000e+001	1.270579e-003
1.649999999999996e+001	1.650000e+001	1.270617e-003
1.659999999999997e+001	1.660000e+001	1.270654e-003
1.669999999999997e+001	1.670000e+001	1.270691e-003
1.679999999999997e+001	1.680000e+001	1.270729e-003
1.689999999999997e+001	1.690000e+001	1.270766e-003
1.699999999999997e+001	1.700000e+001	1.270803e-003
1.709999999999997e+001	1.710000e+001	1.270841e-003
1.719999999999997e+001	1.720000e+001	1.270878e-003
1.729999999999998e+001	1.730000e+001	1.270915e-003
1.739999999999998e+001	1.740000e+001	1.270953e-003
1.749999999999998e+001	1.750000e+001	1.270990e-003
1.759999999999998e+001	1.760000e+001	1.271027e-003
1.769999999999998e+001	1.770000e+001	1.271065e-003
1.779999999999998e+001	1.780000e+001	1.271102e-003
1.789999999999998e+001	1.790000e+001	1.271139e-003
1.799999999999999e+001	1.800000e+001	1.271177e-003
1.809999999999999e+001	1.810000e+001	1.271214e-003
1.819999999999999e+001	1.820000e+001	1.271251e-003
1.829999999999999e+001	1.830000e+001	1.271289e-003
1.839999999999999e+001	1.840000e+001	1.271326e-003
1.849999999999999e+001	1.850000e+001	1.271363e-003
1.859999999999999e+001	1.860000e+001	1.271401e-003
1.870000000000000e+001	1.870000e+001	1.271438e-003
1.880000000000000e+001	1.880000e+001	1.271475e-003
1.890000000000000e+001	1.890000e+001	1.271513e-003
1.900000000000000e+001	1.900000e+001	1.271550e-003
1.910000000000000e+001	1.910000e+001	1.271587e-003
1.920000000000000e+001	1.920000e+001	1.271625e-003
1.930000000000000e+001	1.930000e+001	1.271662e-003
1.940000000000001e+001	1.940000e+001	1.271699e-003
1.950000000000001e+001	1.950000e+001	1.271737e-003
1.960000000000001e+001	1.960000e+001	1.271774e-003
1.970000000000001e+001	1.970000e+001	1.271811e-003
1.980000000000001e+001	1.980000e+001	1.271849e-003
1.990000000000001e+001	1.990000e+001	1.271886e-003
2.000000000000000e+001	2.000000e+001	1.271923e-003
