vdd	V(ds)	Id(M1)
1.029999999999998e+001	1.030000e+001	8.299877e-004
1.039999999999998e+001	1.040000e+001	8.300193e-004
1.049999999999998e+001	1.050000e+001	8.300509e-004
1.059999999999998e+001	1.060000e+001	8.300825e-004
1.069999999999998e+001	1.070000e+001	8.301141e-004
1.079999999999998e+001	1.080000e+001	8.301457e-004
1.089999999999998e+001	1.090000e+001	8.301773e-004
1.099999999999998e+001	1.100000e+001	8.302090e-004
1.109999999999998e+001	1.110000e+001	8.302406e-004
1.119999999999998e+001	1.120000e+001	8.302722e-004
1.129999999999998e+001	1.130000e+001	8.303038e-004
1.139999999999998e+001	1.140000e+001	8.303354e-004
1.149999999999998e+001	1.150000e+001	8.303670e-004
1.159999999999998e+001	1.160000e+001	8.303987e-004
1.169999999999997e+001	1.170000e+001	8.304303e-004
1.179999999999997e+001	1.180000e+001	8.304619e-004
1.189999999999997e+001	1.190000e+001	8.304935e-004
1.199999999999997e+001	1.200000e+001	8.305251e-004
1.209999999999997e+001	1.210000e+001	8.305568e-004
1.219999999999997e+001	1.220000e+001	8.305884e-004
1.229999999999997e+001	1.230000e+001	8.306200e-004
1.239999999999997e+001	1.240000e+001	8.306516e-004
1.249999999999997e+001	1.250000e+001	8.306833e-004
1.259999999999997e+001	1.260000e+001	8.307149e-004
1.269999999999997e+001	1.270000e+001	8.307465e-004
1.279999999999997e+001	1.280000e+001	8.307781e-004
1.289999999999997e+001	1.290000e+001	8.308098e-004
1.299999999999997e+001	1.300000e+001	8.308414e-004
1.309999999999997e+001	1.310000e+001	8.308730e-004
1.319999999999997e+001	1.320000e+001	8.309046e-004
1.329999999999997e+001	1.330000e+001	8.309362e-004
1.339999999999997e+001	1.340000e+001	8.309679e-004
1.349999999999997e+001	1.350000e+001	8.309995e-004
1.359999999999997e+001	1.360000e+001	8.310311e-004
1.369999999999997e+001	1.370000e+001	8.310627e-004
1.379999999999997e+001	1.380000e+001	8.310944e-004
1.389999999999997e+001	1.390000e+001	8.311260e-004
1.399999999999997e+001	1.400000e+001	8.311576e-004
1.409999999999997e+001	1.410000e+001	8.311893e-004
1.419999999999997e+001	1.420000e+001	8.312209e-004
1.429999999999997e+001	1.430000e+001	8.312525e-004
1.439999999999997e+001	1.440000e+001	8.312842e-004
1.449999999999996e+001	1.450000e+001	8.313158e-004
1.459999999999996e+001	1.460000e+001	8.313474e-004
1.469999999999996e+001	1.470000e+001	8.313790e-004
1.479999999999996e+001	1.480000e+001	8.314107e-004
1.489999999999996e+001	1.490000e+001	8.314423e-004
1.499999999999996e+001	1.500000e+001	8.314740e-004
1.509999999999996e+001	1.510000e+001	8.315056e-004
1.519999999999996e+001	1.520000e+001	8.315372e-004
1.529999999999996e+001	1.530000e+001	8.315688e-004
1.539999999999996e+001	1.540000e+001	8.316005e-004
1.549999999999996e+001	1.550000e+001	8.316321e-004
1.559999999999996e+001	1.560000e+001	8.316637e-004
1.569999999999996e+001	1.570000e+001	8.316954e-004
1.579999999999996e+001	1.580000e+001	8.317270e-004
1.589999999999996e+001	1.590000e+001	8.317587e-004
1.599999999999996e+001	1.600000e+001	8.317903e-004
1.609999999999996e+001	1.610000e+001	8.318219e-004
1.619999999999996e+001	1.620000e+001	8.318536e-004
1.629999999999996e+001	1.630000e+001	8.318852e-004
1.639999999999996e+001	1.640000e+001	8.319169e-004
1.649999999999996e+001	1.650000e+001	8.319485e-004
1.659999999999997e+001	1.660000e+001	8.319801e-004
1.669999999999997e+001	1.670000e+001	8.320118e-004
1.679999999999997e+001	1.680000e+001	8.320434e-004
1.689999999999997e+001	1.690000e+001	8.320751e-004
1.699999999999997e+001	1.700000e+001	8.321067e-004
1.709999999999997e+001	1.710000e+001	8.321384e-004
1.719999999999997e+001	1.720000e+001	8.321700e-004
1.729999999999998e+001	1.730000e+001	8.322016e-004
1.739999999999998e+001	1.740000e+001	8.322333e-004
1.749999999999998e+001	1.750000e+001	8.322650e-004
1.759999999999998e+001	1.760000e+001	8.322966e-004
1.769999999999998e+001	1.770000e+001	8.323282e-004
1.779999999999998e+001	1.780000e+001	8.323599e-004
1.789999999999998e+001	1.790000e+001	8.323915e-004
1.799999999999999e+001	1.800000e+001	8.324232e-004
1.809999999999999e+001	1.810000e+001	8.324548e-004
1.819999999999999e+001	1.820000e+001	8.324865e-004
1.829999999999999e+001	1.830000e+001	8.325181e-004
1.839999999999999e+001	1.840000e+001	8.325498e-004
1.849999999999999e+001	1.850000e+001	8.325814e-004
1.859999999999999e+001	1.860000e+001	8.326130e-004
1.870000000000000e+001	1.870000e+001	8.326447e-004
1.880000000000000e+001	1.880000e+001	8.326764e-004
1.890000000000000e+001	1.890000e+001	8.327080e-004
1.900000000000000e+001	1.900000e+001	8.327397e-004
1.910000000000000e+001	1.910000e+001	8.327713e-004
1.920000000000000e+001	1.920000e+001	8.328030e-004
1.930000000000000e+001	1.930000e+001	8.328346e-004
1.940000000000001e+001	1.940000e+001	8.328663e-004
1.950000000000001e+001	1.950000e+001	8.328980e-004
1.960000000000001e+001	1.960000e+001	8.329296e-004
1.970000000000001e+001	1.970000e+001	8.329612e-004
1.980000000000001e+001	1.980000e+001	8.329929e-004
1.990000000000001e+001	1.990000e+001	8.330246e-004
2.000000000000000e+001	2.000000e+001	8.330562e-004
