vcc	V(ce)	Ic(Q1)
5.100000000000003e-001	9.276889e-003	2.186564e-005
5.150000000000004e-001	9.307067e-003	2.208266e-005
5.200000000000004e-001	9.337266e-003	2.229968e-005
5.250000000000004e-001	9.367487e-003	2.251670e-005
5.300000000000004e-001	9.397731e-003	2.273372e-005
5.350000000000004e-001	9.427997e-003	2.295074e-005
5.400000000000004e-001	9.458286e-003	2.316776e-005
5.450000000000004e-001	9.488597e-003	2.338478e-005
5.500000000000004e-001	9.518929e-003	2.360179e-005
5.550000000000004e-001	9.549284e-003	2.381881e-005
5.600000000000004e-001	9.579661e-003	2.403582e-005
5.650000000000004e-001	9.610062e-003	2.425283e-005
5.700000000000004e-001	9.640484e-003	2.446985e-005
5.750000000000004e-001	9.670929e-003	2.468686e-005
5.800000000000004e-001	9.701396e-003	2.490387e-005
5.850000000000004e-001	9.731887e-003	2.512088e-005
5.900000000000004e-001	9.762400e-003	2.533789e-005
5.950000000000004e-001	9.792935e-003	2.555489e-005
6.000000000000004e-001	9.823494e-003	2.577190e-005
6.050000000000004e-001	9.854075e-003	2.598891e-005
6.100000000000004e-001	9.884679e-003	2.620591e-005
6.150000000000004e-001	9.915305e-003	2.642291e-005
6.200000000000004e-001	9.945955e-003	2.663991e-005
6.250000000000004e-001	9.976627e-003	2.685692e-005
6.300000000000005e-001	1.000732e-002	2.707392e-005
6.350000000000005e-001	1.003804e-002	2.729091e-005
6.400000000000005e-001	1.006878e-002	2.750791e-005
6.450000000000005e-001	1.009955e-002	2.772491e-005
6.500000000000005e-001	1.013034e-002	2.794191e-005
6.550000000000005e-001	1.016115e-002	2.815890e-005
6.600000000000005e-001	1.019198e-002	2.837590e-005
6.650000000000005e-001	1.022284e-002	2.859289e-005
6.700000000000005e-001	1.025372e-002	2.880988e-005
6.750000000000005e-001	1.028462e-002	2.902687e-005
6.800000000000005e-001	1.031555e-002	2.924386e-005
6.850000000000005e-001	1.034650e-002	2.946085e-005
6.900000000000005e-001	1.037748e-002	2.967784e-005
6.950000000000005e-001	1.040848e-002	2.989483e-005
7.000000000000005e-001	1.043950e-002	3.011181e-005
7.050000000000005e-001	1.047055e-002	3.032880e-005
7.100000000000005e-001	1.050162e-002	3.054578e-005
7.150000000000005e-001	1.053271e-002	3.076276e-005
7.200000000000005e-001	1.056383e-002	3.097975e-005
7.250000000000005e-001	1.059497e-002	3.119673e-005
7.300000000000005e-001	1.062613e-002	3.141371e-005
7.350000000000005e-001	1.065732e-002	3.163068e-005
7.400000000000006e-001	1.068853e-002	3.184766e-005
7.450000000000006e-001	1.071977e-002	3.206464e-005
7.500000000000006e-001	1.075103e-002	3.228162e-005
7.550000000000006e-001	1.078231e-002	3.249859e-005
7.600000000000006e-001	1.081362e-002	3.271556e-005
7.650000000000006e-001	1.084496e-002	3.293253e-005
7.700000000000006e-001	1.087631e-002	3.314951e-005
7.750000000000006e-001	1.090769e-002	3.336648e-005
7.800000000000006e-001	1.093910e-002	3.358344e-005
7.850000000000006e-001	1.097053e-002	3.380041e-005
7.900000000000006e-001	1.100199e-002	3.401738e-005
7.950000000000006e-001	1.103347e-002	3.423435e-005
8.000000000000006e-001	1.106497e-002	3.445131e-005
8.050000000000006e-001	1.109650e-002	3.466828e-005
8.100000000000006e-001	1.112805e-002	3.488524e-005
8.150000000000006e-001	1.115963e-002	3.510220e-005
8.200000000000006e-001	1.119123e-002	3.531916e-005
8.250000000000006e-001	1.122286e-002	3.553612e-005
