vin	V(be)	Ib(Q1)	Ic(Q1)	Ic(Q1)/Ib(Q1)
1.559999999999989e+000	7.334190e-001	3.757186e-003	2.179131e-004	5.799901e-002
1.564999999999989e+000	7.336085e-001	3.779052e-003	2.179125e-004	5.766326e-002
1.569999999999989e+000	7.337971e-001	3.800922e-003	2.179118e-004	5.733130e-002
1.574999999999988e+000	7.339849e-001	3.822796e-003	2.179112e-004	5.700309e-002
1.579999999999988e+000	7.341719e-001	3.844673e-003	2.179106e-004	5.667857e-002
1.584999999999988e+000	7.343580e-001	3.866554e-003	2.179099e-004	5.635765e-002
1.589999999999988e+000	7.345433e-001	3.888440e-003	2.179093e-004	5.604029e-002
1.594999999999988e+000	7.347278e-001	3.910328e-003	2.179087e-004	5.572644e-002
1.599999999999988e+000	7.349115e-001	3.932220e-003	2.179080e-004	5.541603e-002
1.604999999999988e+000	7.350944e-001	3.954116e-003	2.179074e-004	5.510900e-002
1.609999999999988e+000	7.352766e-001	3.976015e-003	2.179068e-004	5.480532e-002
1.614999999999988e+000	7.354580e-001	3.997918e-003	2.179062e-004	5.450491e-002
1.619999999999988e+000	7.356386e-001	4.019825e-003	2.179055e-004	5.420771e-002
1.624999999999987e+000	7.358184e-001	4.041735e-003	2.179049e-004	5.391371e-002
1.629999999999987e+000	7.359975e-001	4.063648e-003	2.179042e-004	5.362282e-002
1.634999999999987e+000	7.361758e-001	4.085565e-003	2.179036e-004	5.333501e-002
1.639999999999987e+000	7.363535e-001	4.107485e-003	2.179030e-004	5.305023e-002
1.644999999999987e+000	7.365303e-001	4.129407e-003	2.179024e-004	5.276843e-002
1.649999999999987e+000	7.367065e-001	4.151334e-003	2.179017e-004	5.248957e-002
1.654999999999987e+000	7.368819e-001	4.173264e-003	2.179011e-004	5.221359e-002
1.659999999999987e+000	7.370567e-001	4.195197e-003	2.179005e-004	5.194046e-002
1.664999999999987e+000	7.372307e-001	4.217133e-003	2.178998e-004	5.167014e-002
1.669999999999986e+000	7.374040e-001	4.239073e-003	2.178992e-004	5.140256e-002
1.674999999999986e+000	7.375767e-001	4.261015e-003	2.178986e-004	5.113772e-002
1.679999999999986e+000	7.377487e-001	4.282960e-003	2.178979e-004	5.087554e-002
1.684999999999986e+000	7.379200e-001	4.304909e-003	2.178973e-004	5.061601e-002
1.689999999999986e+000	7.380907e-001	4.326860e-003	2.178967e-004	5.035907e-002
1.694999999999986e+000	7.382606e-001	4.348815e-003	2.178960e-004	5.010469e-002
1.699999999999986e+000	7.384300e-001	4.370773e-003	2.178954e-004	4.985284e-002
1.704999999999986e+000	7.385987e-001	4.392733e-003	2.178948e-004	4.960346e-002
1.709999999999986e+000	7.387667e-001	4.414697e-003	2.178942e-004	4.935654e-002
1.714999999999985e+000	7.389342e-001	4.436663e-003	2.178935e-004	4.911203e-002
1.719999999999985e+000	7.391009e-001	4.458632e-003	2.178929e-004	4.886989e-002
1.724999999999985e+000	7.392671e-001	4.480604e-003	2.178922e-004	4.863010e-002
1.729999999999985e+000	7.394326e-001	4.502579e-003	2.178916e-004	4.839262e-002
1.734999999999985e+000	7.395976e-001	4.524556e-003	2.178910e-004	4.815742e-002
1.739999999999985e+000	7.397619e-001	4.546537e-003	2.178904e-004	4.792446e-002
1.744999999999985e+000	7.399256e-001	4.568520e-003	2.178897e-004	4.769372e-002
1.749999999999985e+000	7.400887e-001	4.590506e-003	2.178891e-004	4.746516e-002
1.754999999999985e+000	7.402512e-001	4.612494e-003	2.178885e-004	4.723875e-002
1.759999999999985e+000	7.404132e-001	4.634486e-003	2.178878e-004	4.701446e-002
1.764999999999984e+000	7.405746e-001	4.656479e-003	2.178872e-004	4.679226e-002
1.769999999999984e+000	7.407354e-001	4.678476e-003	2.178866e-004	4.657213e-002
1.774999999999984e+000	7.408956e-001	4.700474e-003	2.178859e-004	4.635403e-002
1.779999999999984e+000	7.410553e-001	4.722476e-003	2.178853e-004	4.613793e-002
1.784999999999984e+000	7.412144e-001	4.744480e-003	2.178847e-004	4.592382e-002
1.789999999999984e+000	7.413730e-001	4.766487e-003	2.178840e-004	4.571166e-002
1.794999999999984e+000	7.415310e-001	4.788496e-003	2.178834e-004	4.550143e-002
1.799999999999984e+000	7.416884e-001	4.810507e-003	2.178828e-004	4.529310e-002
1.804999999999984e+000	7.418454e-001	4.832521e-003	2.178821e-004	4.508664e-002
1.809999999999983e+000	7.420018e-001	4.854538e-003	2.178815e-004	4.488203e-002
1.814999999999983e+000	7.421576e-001	4.876556e-003	2.178809e-004	4.467925e-002
1.819999999999983e+000	7.423130e-001	4.898577e-003	2.178802e-004	4.447827e-002
1.824999999999983e+000	7.424678e-001	4.920601e-003	2.178796e-004	4.427906e-002
1.829999999999983e+000	7.426221e-001	4.942627e-003	2.178790e-004	4.408162e-002
1.834999999999983e+000	7.427759e-001	4.964655e-003	2.178783e-004	4.388589e-002
1.839999999999983e+000	7.429292e-001	4.986686e-003	2.178777e-004	4.369189e-002
1.844999999999983e+000	7.430819e-001	5.008718e-003	2.178771e-004	4.349957e-002
1.849999999999983e+000	7.432342e-001	5.030754e-003	2.178764e-004	4.330891e-002
1.854999999999982e+000	7.433860e-001	5.052791e-003	2.178758e-004	4.311989e-002
1.859999999999982e+000	7.435373e-001	5.074831e-003	2.178752e-004	4.293250e-002
1.864999999999982e+000	7.436881e-001	5.096872e-003	2.178745e-004	4.274671e-002
1.869999999999982e+000	7.438384e-001	5.118916e-003	2.178739e-004	4.256251e-002
1.874999999999982e+000	7.439882e-001	5.140963e-003	2.178733e-004	4.237986e-002
1.879999999999982e+000	7.441376e-001	5.163011e-003	2.178727e-004	4.219876e-002
1.884999999999982e+000	7.442865e-001	5.185061e-003	2.178720e-004	4.201918e-002
1.889999999999982e+000	7.444350e-001	5.207114e-003	2.178714e-004	4.184110e-002
1.894999999999982e+000	7.445829e-001	5.229169e-003	2.178708e-004	4.166451e-002
1.899999999999982e+000	7.447304e-001	5.251226e-003	2.178701e-004	4.148939e-002
1.904999999999981e+000	7.448775e-001	5.273284e-003	2.178695e-004	4.131571e-002
1.909999999999981e+000	7.450240e-001	5.295345e-003	2.178689e-004	4.114347e-002
1.914999999999981e+000	7.451702e-001	5.317408e-003	2.178682e-004	4.097264e-002
1.919999999999981e+000	7.453159e-001	5.339473e-003	2.178676e-004	4.080320e-002
1.924999999999981e+000	7.454612e-001	5.361540e-003	2.178670e-004	4.063515e-002
1.929999999999981e+000	7.456060e-001	5.383609e-003	2.178663e-004	4.046845e-002
1.934999999999981e+000	7.457504e-001	5.405680e-003	2.178657e-004	4.030311e-002
1.939999999999981e+000	7.458943e-001	5.427753e-003	2.178651e-004	4.013909e-002
1.944999999999981e+000	7.460378e-001	5.449828e-003	2.178644e-004	3.997639e-002
1.949999999999980e+000	7.461810e-001	5.471905e-003	2.178638e-004	3.981499e-002
1.954999999999980e+000	7.463236e-001	5.493984e-003	2.178632e-004	3.965487e-002
1.959999999999980e+000	7.464659e-001	5.516064e-003	2.178626e-004	3.949602e-002
1.964999999999980e+000	7.466077e-001	5.538146e-003	2.178619e-004	3.933842e-002
1.969999999999980e+000	7.467492e-001	5.560231e-003	2.178613e-004	3.918206e-002
1.974999999999980e+000	7.468902e-001	5.582317e-003	2.178607e-004	3.902692e-002
1.979999999999980e+000	7.470309e-001	5.604405e-003	2.178600e-004	3.887300e-002
1.984999999999980e+000	7.471710e-001	5.626495e-003	2.178594e-004	3.872027e-002
1.989999999999980e+000	7.473109e-001	5.648587e-003	2.178588e-004	3.856872e-002
1.994999999999980e+000	7.474503e-001	5.670681e-003	2.178581e-004	3.841834e-002
1.999999999999979e+000	7.475893e-001	5.692776e-003	2.178575e-004	3.826912e-002
2.004999999999980e+000	7.477279e-001	5.714873e-003	2.178569e-004	3.812104e-002
2.009999999999979e+000	7.478662e-001	5.736972e-003	2.178563e-004	3.797409e-002
2.014999999999979e+000	7.480041e-001	5.759072e-003	2.178556e-004	3.782825e-002
2.019999999999979e+000	7.481415e-001	5.781175e-003	2.178550e-004	3.768352e-002
2.024999999999979e+000	7.482787e-001	5.803279e-003	2.178544e-004	3.753988e-002
2.029999999999979e+000	7.484154e-001	5.825385e-003	2.178537e-004	3.739731e-002
2.034999999999979e+000	7.485517e-001	5.847492e-003	2.178531e-004	3.725582e-002
2.039999999999979e+000	7.486877e-001	5.869601e-003	2.178525e-004	3.711538e-002
2.044999999999979e+000	7.488233e-001	5.891712e-003	2.178518e-004	3.697598e-002
2.049999999999979e+000	7.489586e-001	5.913825e-003	2.178512e-004	3.683762e-002
2.054999999999978e+000	7.490935e-001	5.935939e-003	2.178506e-004	3.670028e-002
2.059999999999978e+000	7.492279e-001	5.958055e-003	2.178500e-004	3.656394e-002
2.064999999999978e+000	7.493621e-001	5.980172e-003	2.178493e-004	3.642861e-002
2.069999999999978e+000	7.494959e-001	6.002291e-003	2.178487e-004	3.629426e-002
2.074999999999978e+000	7.496294e-001	6.024412e-003	2.178481e-004	3.616089e-002
2.079999999999978e+000	7.497625e-001	6.046534e-003	2.178475e-004	3.602848e-002
2.084999999999978e+000	7.498953e-001	6.068658e-003	2.178468e-004	3.589703e-002
2.089999999999978e+000	7.500277e-001	6.090784e-003	2.178462e-004	3.576653e-002
2.094999999999978e+000	7.501597e-001	6.112910e-003	2.178456e-004	3.563697e-002
2.099999999999977e+000	7.502915e-001	6.135039e-003	2.178449e-004	3.550832e-002
2.104999999999977e+000	7.504228e-001	6.157169e-003	2.178443e-004	3.538060e-002
2.109999999999977e+000	7.505539e-001	6.179301e-003	2.178437e-004	3.525378e-002
2.114999999999977e+000	7.506846e-001	6.201433e-003	2.178431e-004	3.512786e-002
2.119999999999977e+000	7.508150e-001	6.223568e-003	2.178424e-004	3.500282e-002
2.124999999999977e+000	7.509450e-001	6.245704e-003	2.178418e-004	3.487866e-002
2.129999999999977e+000	7.510748e-001	6.267842e-003	2.178412e-004	3.475537e-002
2.134999999999977e+000	7.512042e-001	6.289981e-003	2.178406e-004	3.463294e-002
2.139999999999977e+000	7.513333e-001	6.312122e-003	2.178399e-004	3.451136e-002
2.144999999999977e+000	7.514620e-001	6.334263e-003	2.178393e-004	3.439063e-002
2.149999999999976e+000	7.515905e-001	6.356407e-003	2.178387e-004	3.427072e-002
2.154999999999976e+000	7.517186e-001	6.378552e-003	2.178380e-004	3.415164e-002
2.159999999999976e+000	7.518464e-001	6.400698e-003	2.178374e-004	3.403338e-002
2.164999999999976e+000	7.519739e-001	6.422846e-003	2.178368e-004	3.391593e-002
2.169999999999976e+000	7.521011e-001	6.444995e-003	2.178362e-004	3.379928e-002
2.174999999999976e+000	7.522280e-001	6.467145e-003	2.178355e-004	3.368341e-002
2.179999999999976e+000	7.523546e-001	6.489297e-003	2.178349e-004	3.356834e-002
2.184999999999976e+000	7.524809e-001	6.511451e-003	2.178343e-004	3.345403e-002
2.189999999999976e+000	7.526068e-001	6.533606e-003	2.178337e-004	3.334050e-002
2.194999999999975e+000	7.527325e-001	6.555761e-003	2.178330e-004	3.322773e-002
2.199999999999975e+000	7.528579e-001	6.577919e-003	2.178324e-004	3.311570e-002
2.204999999999975e+000	7.529829e-001	6.600078e-003	2.178318e-004	3.300443e-002
2.209999999999975e+000	7.531077e-001	6.622238e-003	2.178312e-004	3.289389e-002
2.214999999999975e+000	7.532322e-001	6.644399e-003	2.178305e-004	3.278408e-002
2.219999999999975e+000	7.533564e-001	6.666562e-003	2.178299e-004	3.267500e-002
2.224999999999975e+000	7.534803e-001	6.688726e-003	2.178293e-004	3.256664e-002
2.229999999999975e+000	7.536039e-001	6.710891e-003	2.178287e-004	3.245898e-002
2.234999999999975e+000	7.537273e-001	6.733058e-003	2.178280e-004	3.235202e-002
2.239999999999975e+000	7.538503e-001	6.755226e-003	2.178274e-004	3.224576e-002
2.244999999999974e+000	7.539731e-001	6.777395e-003	2.178268e-004	3.214019e-002
2.249999999999974e+000	7.540956e-001	6.799565e-003	2.178262e-004	3.203531e-002
2.254999999999974e+000	7.542178e-001	6.821737e-003	2.178255e-004	3.193110e-002
2.259999999999974e+000	7.543398e-001	6.843910e-003	2.178249e-004	3.182755e-002
2.264999999999974e+000	7.544615e-001	6.866084e-003	2.178243e-004	3.172467e-002
2.269999999999974e+000	7.545828e-001	6.888260e-003	2.178237e-004	3.162245e-002
2.274999999999974e+000	7.547039e-001	6.910436e-003	2.178230e-004	3.152088e-002
2.279999999999974e+000	7.548248e-001	6.932614e-003	2.178224e-004	3.141995e-002
2.284999999999974e+000	7.549454e-001	6.954794e-003	2.178218e-004	3.131966e-002
2.289999999999973e+000	7.550657e-001	6.976974e-003	2.178212e-004	3.122001e-002
2.294999999999973e+000	7.551858e-001	6.999156e-003	2.178205e-004	3.112098e-002
2.299999999999973e+000	7.553056e-001	7.021338e-003	2.178199e-004	3.102257e-002
2.304999999999973e+000	7.554251e-001	7.043522e-003	2.178193e-004	3.092477e-002
2.309999999999973e+000	7.555444e-001	7.065707e-003	2.178187e-004	3.082758e-002
2.314999999999973e+000	7.556634e-001	7.087894e-003	2.178181e-004	3.073100e-002
2.319999999999973e+000	7.557822e-001	7.110081e-003	2.178174e-004	3.063501e-002
2.324999999999973e+000	7.559007e-001	7.132270e-003	2.178168e-004	3.053962e-002
2.329999999999973e+000	7.560189e-001	7.154460e-003	2.178162e-004	3.044481e-002
2.334999999999972e+000	7.561369e-001	7.176650e-003	2.178156e-004	3.035059e-002
2.339999999999972e+000	7.562547e-001	7.198842e-003	2.178149e-004	3.025694e-002
2.344999999999972e+000	7.563722e-001	7.221036e-003	2.178143e-004	3.016386e-002
2.349999999999972e+000	7.564894e-001	7.243230e-003	2.178137e-004	3.007135e-002
2.354999999999972e+000	7.566064e-001	7.265425e-003	2.178131e-004	2.997940e-002
2.359999999999972e+000	7.567232e-001	7.287622e-003	2.178125e-004	2.988800e-002
2.364999999999972e+000	7.568397e-001	7.309820e-003	2.178118e-004	2.979716e-002
2.369999999999972e+000	7.569560e-001	7.332018e-003	2.178112e-004	2.970686e-002
2.374999999999972e+000	7.570720e-001	7.354218e-003	2.178106e-004	2.961710e-002
2.379999999999972e+000	7.571878e-001	7.376419e-003	2.178100e-004	2.952788e-002
2.384999999999971e+000	7.573034e-001	7.398621e-003	2.178094e-004	2.943918e-002
2.389999999999971e+000	7.574187e-001	7.420824e-003	2.178087e-004	2.935102e-002
2.394999999999971e+000	7.575338e-001	7.443028e-003	2.178081e-004	2.926337e-002
2.399999999999971e+000	7.576486e-001	7.465234e-003	2.178075e-004	2.917625e-002
2.404999999999971e+000	7.577633e-001	7.487440e-003	2.178069e-004	2.908963e-002
2.409999999999971e+000	7.578776e-001	7.509647e-003	2.178063e-004	2.900353e-002
2.414999999999971e+000	7.579919e-001	7.531855e-003	2.178056e-004	2.891793e-002
2.419999999999971e+000	7.581058e-001	7.554065e-003	2.178050e-004	2.883283e-002
2.424999999999971e+000	7.582195e-001	7.576275e-003	2.178044e-004	2.874822e-002
2.429999999999970e+000	7.583330e-001	7.598487e-003	2.178038e-004	2.866410e-002
2.434999999999970e+000	7.584462e-001	7.620699e-003	2.178032e-004	2.858047e-002
2.439999999999970e+000	7.585593e-001	7.642912e-003	2.178025e-004	2.849732e-002
2.444999999999970e+000	7.586721e-001	7.665127e-003	2.178019e-004	2.841465e-002
2.449999999999970e+000	7.587847e-001	7.687342e-003	2.178013e-004	2.833246e-002
2.454999999999970e+000	7.588971e-001	7.709559e-003	2.178007e-004	2.825073e-002
2.459999999999970e+000	7.590092e-001	7.731776e-003	2.178001e-004	2.816947e-002
2.464999999999970e+000	7.591212e-001	7.753995e-003	2.177994e-004	2.808868e-002
2.469999999999970e+000	7.592329e-001	7.776214e-003	2.177988e-004	2.800834e-002
2.474999999999969e+000	7.593444e-001	7.798435e-003	2.177982e-004	2.792845e-002
2.479999999999969e+000	7.594557e-001	7.820656e-003	2.177976e-004	2.784902e-002
2.484999999999969e+000	7.595668e-001	7.842878e-003	2.177970e-004	2.777003e-002
2.489999999999969e+000	7.596776e-001	7.865101e-003	2.177963e-004	2.769149e-002
2.494999999999969e+000	7.597883e-001	7.887326e-003	2.177957e-004	2.761338e-002
2.499999999999969e+000	7.598988e-001	7.909551e-003	2.177951e-004	2.753571e-002
2.504999999999969e+000	7.600091e-001	7.931777e-003	2.177945e-004	2.745847e-002
2.509999999999969e+000	7.601191e-001	7.954004e-003	2.177939e-004	2.738166e-002
2.514999999999969e+000	7.602289e-001	7.976232e-003	2.177933e-004	2.730528e-002
2.519999999999969e+000	7.603385e-001	7.998461e-003	2.177926e-004	2.722932e-002
2.524999999999968e+000	7.604480e-001	8.020691e-003	2.177920e-004	2.715377e-002
2.529999999999968e+000	7.605572e-001	8.042922e-003	2.177914e-004	2.707864e-002
2.534999999999968e+000	7.606663e-001	8.065154e-003	2.177908e-004	2.700392e-002
2.539999999999968e+000	7.607751e-001	8.087386e-003	2.177902e-004	2.692961e-002
2.544999999999968e+000	7.608837e-001	8.109620e-003	2.177896e-004	2.685570e-002
2.549999999999968e+000	7.609921e-001	8.131854e-003	2.177889e-004	2.678220e-002
2.554999999999968e+000	7.611004e-001	8.154090e-003	2.177883e-004	2.670909e-002
2.559999999999968e+000	7.612084e-001	8.176326e-003	2.177877e-004	2.663638e-002
2.564999999999968e+000	7.613162e-001	8.198562e-003	2.177871e-004	2.656406e-002
2.569999999999967e+000	7.614239e-001	8.220800e-003	2.177865e-004	2.649212e-002
2.574999999999967e+000	7.615314e-001	8.243039e-003	2.177859e-004	2.642058e-002
2.579999999999967e+000	7.616386e-001	8.265279e-003	2.177852e-004	2.634941e-002
2.584999999999967e+000	7.617457e-001	8.287519e-003	2.177846e-004	2.627863e-002
2.589999999999967e+000	7.618526e-001	8.309761e-003	2.177840e-004	2.620822e-002
2.594999999999967e+000	7.619593e-001	8.332003e-003	2.177834e-004	2.613818e-002
2.599999999999967e+000	7.620658e-001	8.354247e-003	2.177828e-004	2.606851e-002
2.604999999999967e+000	7.621721e-001	8.376490e-003	2.177822e-004	2.599921e-002
2.609999999999967e+000	7.622783e-001	8.398735e-003	2.177815e-004	2.593028e-002
2.614999999999967e+000	7.623842e-001	8.420981e-003	2.177809e-004	2.586171e-002
2.619999999999966e+000	7.624900e-001	8.443227e-003	2.177803e-004	2.579349e-002
2.624999999999966e+000	7.625956e-001	8.465474e-003	2.177797e-004	2.572563e-002
2.629999999999966e+000	7.627010e-001	8.487723e-003	2.177791e-004	2.565813e-002
2.634999999999966e+000	7.628062e-001	8.509972e-003	2.177785e-004	2.559097e-002
2.639999999999966e+000	7.629113e-001	8.532221e-003	2.177779e-004	2.552417e-002
2.644999999999966e+000	7.630161e-001	8.554473e-003	2.177772e-004	2.545771e-002
2.649999999999966e+000	7.631208e-001	8.576724e-003	2.177766e-004	2.539159e-002
2.654999999999966e+000	7.632253e-001	8.598976e-003	2.177760e-004	2.532581e-002
2.659999999999966e+000	7.633296e-001	8.621229e-003	2.177754e-004	2.526037e-002
2.664999999999965e+000	7.634338e-001	8.643483e-003	2.177748e-004	2.519526e-002
2.669999999999965e+000	7.635378e-001	8.665738e-003	2.177742e-004	2.513048e-002
2.674999999999965e+000	7.636416e-001	8.687993e-003	2.177736e-004	2.506604e-002
2.679999999999965e+000	7.637452e-001	8.710249e-003	2.177729e-004	2.500192e-002
2.684999999999965e+000	7.638487e-001	8.732506e-003	2.177723e-004	2.493813e-002
2.689999999999965e+000	7.639520e-001	8.754764e-003	2.177717e-004	2.487465e-002
2.694999999999965e+000	7.640551e-001	8.777022e-003	2.177711e-004	2.481150e-002
2.699999999999965e+000	7.641581e-001	8.799282e-003	2.177705e-004	2.474867e-002
2.704999999999965e+000	7.642608e-001	8.821541e-003	2.177699e-004	2.468615e-002
2.709999999999964e+000	7.643635e-001	8.843803e-003	2.177693e-004	2.462394e-002
2.714999999999964e+000	7.644659e-001	8.866064e-003	2.177687e-004	2.456204e-002
2.719999999999964e+000	7.645682e-001	8.888327e-003	2.177680e-004	2.450045e-002
2.724999999999964e+000	7.646703e-001	8.910590e-003	2.177674e-004	2.443917e-002
2.729999999999964e+000	7.647723e-001	8.932853e-003	2.177668e-004	2.437819e-002
2.734999999999964e+000	7.648740e-001	8.955118e-003	2.177662e-004	2.431751e-002
2.739999999999964e+000	7.649757e-001	8.977383e-003	2.177656e-004	2.425713e-002
2.744999999999964e+000	7.650772e-001	8.999649e-003	2.177650e-004	2.419705e-002
2.749999999999964e+000	7.651784e-001	9.021916e-003	2.177644e-004	2.413726e-002
2.754999999999964e+000	7.652796e-001	9.044183e-003	2.177638e-004	2.407777e-002
2.759999999999963e+000	7.653806e-001	9.066452e-003	2.177632e-004	2.401856e-002
2.764999999999963e+000	7.654814e-001	9.088721e-003	2.177625e-004	2.395964e-002
2.769999999999963e+000	7.655821e-001	9.110991e-003	2.177619e-004	2.390101e-002
2.774999999999963e+000	7.656826e-001	9.133261e-003	2.177613e-004	2.384267e-002
2.779999999999963e+000	7.657829e-001	9.155532e-003	2.177607e-004	2.378460e-002
2.784999999999963e+000	7.658831e-001	9.177804e-003	2.177601e-004	2.372682e-002
2.789999999999963e+000	7.659832e-001	9.200077e-003	2.177595e-004	2.366931e-002
2.794999999999963e+000	7.660830e-001	9.222350e-003	2.177589e-004	2.361208e-002
2.799999999999963e+000	7.661827e-001	9.244624e-003	2.177583e-004	2.355513e-002
2.804999999999962e+000	7.662823e-001	9.266899e-003	2.177577e-004	2.349844e-002
2.809999999999962e+000	7.663817e-001	9.289174e-003	2.177570e-004	2.344202e-002
2.814999999999962e+000	7.664810e-001	9.311450e-003	2.177564e-004	2.338588e-002
2.819999999999962e+000	7.665801e-001	9.333727e-003	2.177558e-004	2.333000e-002
2.824999999999962e+000	7.666791e-001	9.356004e-003	2.177552e-004	2.327438e-002
2.829999999999962e+000	7.667779e-001	9.378282e-003	2.177546e-004	2.321903e-002
2.834999999999962e+000	7.668766e-001	9.400561e-003	2.177540e-004	2.316393e-002
2.839999999999962e+000	7.669751e-001	9.422841e-003	2.177534e-004	2.310910e-002
2.844999999999962e+000	7.670735e-001	9.445121e-003	2.177528e-004	2.305452e-002
2.849999999999962e+000	7.671717e-001	9.467402e-003	2.177522e-004	2.300020e-002
2.854999999999961e+000	7.672698e-001	9.489683e-003	2.177516e-004	2.294614e-002
2.859999999999961e+000	7.673677e-001	9.511965e-003	2.177509e-004	2.289232e-002
2.864999999999961e+000	7.674655e-001	9.534248e-003	2.177503e-004	2.283875e-002
2.869999999999961e+000	7.675632e-001	9.556531e-003	2.177497e-004	2.278544e-002
2.874999999999961e+000	7.676606e-001	9.578816e-003	2.177491e-004	2.273236e-002
2.879999999999961e+000	7.677580e-001	9.601100e-003	2.177485e-004	2.267954e-002
2.884999999999961e+000	7.678552e-001	9.623385e-003	2.177479e-004	2.262695e-002
2.889999999999961e+000	7.679523e-001	9.645672e-003	2.177473e-004	2.257461e-002
2.894999999999961e+000	7.680492e-001	9.667958e-003	2.177467e-004	2.252251e-002
2.899999999999960e+000	7.681460e-001	9.690246e-003	2.177461e-004	2.247065e-002
2.904999999999960e+000	7.682427e-001	9.712533e-003	2.177455e-004	2.241902e-002
2.909999999999960e+000	7.683392e-001	9.734822e-003	2.177448e-004	2.236762e-002
2.914999999999960e+000	7.684355e-001	9.757111e-003	2.177443e-004	2.231647e-002
2.919999999999960e+000	7.685317e-001	9.779401e-003	2.177436e-004	2.226554e-002
2.924999999999960e+000	7.686279e-001	9.801691e-003	2.177430e-004	2.221484e-002
2.929999999999960e+000	7.687238e-001	9.823983e-003	2.177424e-004	2.216437e-002
2.934999999999960e+000	7.688196e-001	9.846275e-003	2.177418e-004	2.211413e-002
2.939999999999960e+000	7.689154e-001	9.868567e-003	2.177412e-004	2.206412e-002
2.944999999999959e+000	7.690109e-001	9.890860e-003	2.177406e-004	2.201432e-002
2.949999999999959e+000	7.691063e-001	9.913153e-003	2.177400e-004	2.196476e-002
2.954999999999959e+000	7.692016e-001	9.935447e-003	2.177394e-004	2.191541e-002
2.959999999999959e+000	7.692968e-001	9.957742e-003	2.177388e-004	2.186628e-002
2.964999999999959e+000	7.693918e-001	9.980038e-003	2.177382e-004	2.181737e-002
2.969999999999959e+000	7.694867e-001	1.000233e-002	2.177376e-004	2.176868e-002
2.974999999999959e+000	7.695814e-001	1.002463e-002	2.177370e-004	2.172020e-002
2.979999999999959e+000	7.696760e-001	1.004693e-002	2.177363e-004	2.167193e-002
2.984999999999959e+000	7.697705e-001	1.006922e-002	2.177358e-004	2.162388e-002
2.989999999999959e+000	7.698649e-001	1.009152e-002	2.177351e-004	2.157604e-002
2.994999999999958e+000	7.699591e-001	1.011382e-002	2.177345e-004	2.152841e-002
3.000000000000000e+000	7.700532e-001	1.013612e-002	2.177339e-004	2.148099e-002
