vin	V(be)	Ic(Q1)
2.514999999999969e+000	7.602289e-001	2.177933e-004
2.519999999999969e+000	7.603385e-001	2.177926e-004
2.524999999999968e+000	7.604480e-001	2.177920e-004
2.529999999999968e+000	7.605572e-001	2.177914e-004
2.534999999999968e+000	7.606663e-001	2.177908e-004
2.539999999999968e+000	7.607751e-001	2.177902e-004
2.544999999999968e+000	7.608837e-001	2.177896e-004
2.549999999999968e+000	7.609921e-001	2.177889e-004
2.554999999999968e+000	7.611004e-001	2.177883e-004
2.559999999999968e+000	7.612084e-001	2.177877e-004
2.564999999999968e+000	7.613162e-001	2.177871e-004
2.569999999999967e+000	7.614239e-001	2.177865e-004
2.574999999999967e+000	7.615314e-001	2.177859e-004
2.579999999999967e+000	7.616386e-001	2.177852e-004
2.584999999999967e+000	7.617457e-001	2.177846e-004
2.589999999999967e+000	7.618526e-001	2.177840e-004
2.594999999999967e+000	7.619593e-001	2.177834e-004
2.599999999999967e+000	7.620658e-001	2.177828e-004
2.604999999999967e+000	7.621721e-001	2.177822e-004
2.609999999999967e+000	7.622783e-001	2.177815e-004
2.614999999999967e+000	7.623842e-001	2.177809e-004
2.619999999999966e+000	7.624900e-001	2.177803e-004
2.624999999999966e+000	7.625956e-001	2.177797e-004
2.629999999999966e+000	7.627010e-001	2.177791e-004
2.634999999999966e+000	7.628062e-001	2.177785e-004
2.639999999999966e+000	7.629113e-001	2.177779e-004
2.644999999999966e+000	7.630161e-001	2.177772e-004
2.649999999999966e+000	7.631208e-001	2.177766e-004
2.654999999999966e+000	7.632253e-001	2.177760e-004
2.659999999999966e+000	7.633296e-001	2.177754e-004
2.664999999999965e+000	7.634338e-001	2.177748e-004
2.669999999999965e+000	7.635378e-001	2.177742e-004
2.674999999999965e+000	7.636416e-001	2.177736e-004
2.679999999999965e+000	7.637452e-001	2.177729e-004
2.684999999999965e+000	7.638487e-001	2.177723e-004
2.689999999999965e+000	7.639520e-001	2.177717e-004
2.694999999999965e+000	7.640551e-001	2.177711e-004
2.699999999999965e+000	7.641581e-001	2.177705e-004
2.704999999999965e+000	7.642608e-001	2.177699e-004
2.709999999999964e+000	7.643635e-001	2.177693e-004
2.714999999999964e+000	7.644659e-001	2.177687e-004
2.719999999999964e+000	7.645682e-001	2.177680e-004
2.724999999999964e+000	7.646703e-001	2.177674e-004
2.729999999999964e+000	7.647723e-001	2.177668e-004
2.734999999999964e+000	7.648740e-001	2.177662e-004
2.739999999999964e+000	7.649757e-001	2.177656e-004
2.744999999999964e+000	7.650772e-001	2.177650e-004
2.749999999999964e+000	7.651784e-001	2.177644e-004
2.754999999999964e+000	7.652796e-001	2.177638e-004
2.759999999999963e+000	7.653806e-001	2.177632e-004
2.764999999999963e+000	7.654814e-001	2.177625e-004
2.769999999999963e+000	7.655821e-001	2.177619e-004
2.774999999999963e+000	7.656826e-001	2.177613e-004
2.779999999999963e+000	7.657829e-001	2.177607e-004
2.784999999999963e+000	7.658831e-001	2.177601e-004
2.789999999999963e+000	7.659832e-001	2.177595e-004
2.794999999999963e+000	7.660830e-001	2.177589e-004
2.799999999999963e+000	7.661827e-001	2.177583e-004
2.804999999999962e+000	7.662823e-001	2.177577e-004
2.809999999999962e+000	7.663817e-001	2.177570e-004
2.814999999999962e+000	7.664810e-001	2.177564e-004
2.819999999999962e+000	7.665801e-001	2.177558e-004
2.824999999999962e+000	7.666791e-001	2.177552e-004
2.829999999999962e+000	7.667779e-001	2.177546e-004
2.834999999999962e+000	7.668766e-001	2.177540e-004
2.839999999999962e+000	7.669751e-001	2.177534e-004
2.844999999999962e+000	7.670735e-001	2.177528e-004
2.849999999999962e+000	7.671717e-001	2.177522e-004
2.854999999999961e+000	7.672698e-001	2.177516e-004
2.859999999999961e+000	7.673677e-001	2.177509e-004
2.864999999999961e+000	7.674655e-001	2.177503e-004
2.869999999999961e+000	7.675632e-001	2.177497e-004
2.874999999999961e+000	7.676606e-001	2.177491e-004
2.879999999999961e+000	7.677580e-001	2.177485e-004
2.884999999999961e+000	7.678552e-001	2.177479e-004
2.889999999999961e+000	7.679523e-001	2.177473e-004
2.894999999999961e+000	7.680492e-001	2.177467e-004
2.899999999999960e+000	7.681460e-001	2.177461e-004
2.904999999999960e+000	7.682427e-001	2.177455e-004
2.909999999999960e+000	7.683392e-001	2.177448e-004
2.914999999999960e+000	7.684355e-001	2.177443e-004
2.919999999999960e+000	7.685317e-001	2.177436e-004
2.924999999999960e+000	7.686279e-001	2.177430e-004
2.929999999999960e+000	7.687238e-001	2.177424e-004
2.934999999999960e+000	7.688196e-001	2.177418e-004
2.939999999999960e+000	7.689154e-001	2.177412e-004
2.944999999999959e+000	7.690109e-001	2.177406e-004
2.949999999999959e+000	7.691063e-001	2.177400e-004
2.954999999999959e+000	7.692016e-001	2.177394e-004
2.959999999999959e+000	7.692968e-001	2.177388e-004
2.964999999999959e+000	7.693918e-001	2.177382e-004
2.969999999999959e+000	7.694867e-001	2.177376e-004
2.974999999999959e+000	7.695814e-001	2.177370e-004
2.979999999999959e+000	7.696760e-001	2.177363e-004
2.984999999999959e+000	7.697705e-001	2.177358e-004
2.989999999999959e+000	7.698649e-001	2.177351e-004
2.994999999999958e+000	7.699591e-001	2.177345e-004
3.000000000000000e+000	7.700532e-001	2.177339e-004
