v2	V(ds)	I(R1)
2.659999999999987e+000	4.082546e-001	2.124288e-003
2.669999999999987e+000	4.099001e-001	2.132170e-003
2.679999999999987e+000	4.115466e-001	2.140050e-003
2.689999999999987e+000	4.131941e-001	2.147930e-003
2.699999999999986e+000	4.148425e-001	2.155809e-003
2.709999999999986e+000	4.164918e-001	2.163687e-003
2.719999999999986e+000	4.181421e-001	2.171564e-003
2.729999999999986e+000	4.197934e-001	2.179440e-003
2.739999999999986e+000	4.214456e-001	2.187315e-003
2.749999999999985e+000	4.230989e-001	2.195190e-003
2.759999999999985e+000	4.247530e-001	2.203063e-003
2.769999999999985e+000	4.264082e-001	2.210936e-003
2.779999999999985e+000	4.280643e-001	2.218807e-003
2.789999999999985e+000	4.297214e-001	2.226678e-003
2.799999999999984e+000	4.313795e-001	2.234548e-003
2.809999999999984e+000	4.330386e-001	2.242416e-003
2.819999999999984e+000	4.346986e-001	2.250284e-003
2.829999999999984e+000	4.363596e-001	2.258151e-003
2.839999999999983e+000	4.380216e-001	2.266017e-003
2.849999999999983e+000	4.396846e-001	2.273883e-003
2.859999999999983e+000	4.413486e-001	2.281747e-003
2.869999999999983e+000	4.430135e-001	2.289610e-003
2.879999999999983e+000	4.446795e-001	2.297472e-003
2.889999999999982e+000	4.463465e-001	2.305334e-003
2.899999999999982e+000	4.480144e-001	2.313194e-003
2.909999999999982e+000	4.496833e-001	2.321054e-003
2.919999999999982e+000	4.513533e-001	2.328912e-003
2.929999999999982e+000	4.530242e-001	2.336770e-003
2.939999999999981e+000	4.546961e-001	2.344626e-003
2.949999999999981e+000	4.563691e-001	2.352482e-003
2.959999999999981e+000	4.580430e-001	2.360337e-003
2.969999999999981e+000	4.597180e-001	2.368191e-003
2.979999999999980e+000	4.613939e-001	2.376043e-003
2.989999999999980e+000	4.630709e-001	2.383895e-003
2.999999999999980e+000	4.647489e-001	2.391746e-003
3.009999999999980e+000	4.664278e-001	2.399596e-003
3.019999999999980e+000	4.681078e-001	2.407445e-003
3.029999999999979e+000	4.697889e-001	2.415294e-003
3.039999999999979e+000	4.714709e-001	2.423141e-003
3.049999999999979e+000	4.731540e-001	2.430987e-003
3.059999999999979e+000	4.748381e-001	2.438832e-003
3.069999999999979e+000	4.765232e-001	2.446676e-003
3.079999999999978e+000	4.782093e-001	2.454520e-003
3.089999999999978e+000	4.798965e-001	2.462362e-003
3.099999999999978e+000	4.815847e-001	2.470203e-003
3.109999999999978e+000	4.832739e-001	2.478044e-003
3.119999999999978e+000	4.849642e-001	2.485883e-003
3.129999999999977e+000	4.866555e-001	2.493721e-003
3.139999999999977e+000	4.883479e-001	2.501559e-003
3.149999999999977e+000	4.900412e-001	2.509395e-003
3.159999999999977e+000	4.917357e-001	2.517231e-003
3.169999999999976e+000	4.934311e-001	2.525065e-003
3.179999999999976e+000	4.951276e-001	2.532898e-003
3.189999999999976e+000	4.968252e-001	2.540731e-003
3.199999999999976e+000	4.985238e-001	2.548562e-003
3.209999999999976e+000	5.002235e-001	2.556393e-003
3.219999999999975e+000	5.019242e-001	2.564222e-003
3.229999999999975e+000	5.036260e-001	2.572051e-003
3.239999999999975e+000	5.053288e-001	2.579879e-003
3.249999999999975e+000	5.070328e-001	2.587705e-003
3.259999999999975e+000	5.087377e-001	2.595530e-003
3.269999999999974e+000	5.104437e-001	2.603355e-003
3.279999999999974e+000	5.121508e-001	2.611178e-003
3.289999999999974e+000	5.138590e-001	2.619001e-003
3.299999999999974e+000	5.155682e-001	2.626822e-003
3.309999999999973e+000	5.172785e-001	2.634643e-003
3.319999999999973e+000	5.189899e-001	2.642462e-003
3.329999999999973e+000	5.207024e-001	2.650281e-003
3.339999999999973e+000	5.224159e-001	2.658098e-003
3.349999999999973e+000	5.241305e-001	2.665915e-003
3.359999999999972e+000	5.258462e-001	2.673730e-003
3.369999999999972e+000	5.275630e-001	2.681544e-003
3.379999999999972e+000	5.292808e-001	2.689358e-003
3.389999999999972e+000	5.309998e-001	2.697170e-003
3.399999999999972e+000	5.327199e-001	2.704981e-003
3.409999999999971e+000	5.344410e-001	2.712792e-003
3.419999999999971e+000	5.361632e-001	2.720601e-003
3.429999999999971e+000	5.378866e-001	2.728409e-003
3.439999999999971e+000	5.396110e-001	2.736216e-003
3.449999999999970e+000	5.413365e-001	2.744022e-003
3.459999999999970e+000	5.430632e-001	2.751827e-003
3.469999999999970e+000	5.447909e-001	2.759631e-003
3.479999999999970e+000	5.465198e-001	2.767434e-003
3.489999999999970e+000	5.482497e-001	2.775236e-003
