v1	Id(M1)
1.632999999999963e+000	6.417408e-004
1.633999999999963e+000	6.503079e-004
1.634999999999963e+000	6.589671e-004
1.635999999999963e+000	6.677191e-004
1.636999999999963e+000	6.765644e-004
1.637999999999963e+000	6.855038e-004
1.638999999999963e+000	6.945377e-004
1.639999999999963e+000	7.036669e-004
1.640999999999963e+000	7.128920e-004
1.641999999999962e+000	7.222136e-004
1.642999999999962e+000	7.316322e-004
1.643999999999962e+000	7.411487e-004
1.644999999999962e+000	7.507634e-004
1.645999999999962e+000	7.604771e-004
1.646999999999962e+000	7.702904e-004
1.647999999999962e+000	7.802039e-004
1.648999999999962e+000	7.902182e-004
1.649999999999962e+000	8.003339e-004
1.650999999999961e+000	8.105516e-004
1.651999999999961e+000	8.208719e-004
1.652999999999961e+000	8.312955e-004
1.653999999999961e+000	8.418229e-004
1.654999999999961e+000	8.524547e-004
1.655999999999961e+000	8.631917e-004
1.656999999999961e+000	8.740342e-004
1.657999999999961e+000	8.849830e-004
1.658999999999961e+000	8.960386e-004
1.659999999999960e+000	9.072016e-004
1.660999999999960e+000	9.184727e-004
1.661999999999960e+000	9.298523e-004
1.662999999999960e+000	9.413412e-004
1.663999999999960e+000	9.529397e-004
1.664999999999960e+000	9.646487e-004
1.665999999999960e+000	9.764686e-004
1.666999999999960e+000	9.884000e-004
1.667999999999960e+000	1.000443e-003
1.668999999999959e+000	1.012600e-003
1.669999999999959e+000	1.024869e-003
1.670999999999959e+000	1.037252e-003
1.671999999999959e+000	1.049750e-003
1.672999999999959e+000	1.062362e-003
1.673999999999959e+000	1.075090e-003
1.674999999999959e+000	1.087934e-003
1.675999999999959e+000	1.100895e-003
1.676999999999959e+000	1.113972e-003
1.677999999999958e+000	1.127167e-003
1.678999999999958e+000	1.140481e-003
1.679999999999958e+000	1.153913e-003
1.680999999999958e+000	1.167465e-003
1.681999999999958e+000	1.181137e-003
1.682999999999958e+000	1.194928e-003
1.683999999999958e+000	1.208841e-003
1.684999999999958e+000	1.222875e-003
1.685999999999958e+000	1.237032e-003
1.686999999999957e+000	1.251310e-003
1.687999999999957e+000	1.265712e-003
1.688999999999957e+000	1.280237e-003
1.689999999999957e+000	1.294886e-003
1.690999999999957e+000	1.309660e-003
1.691999999999957e+000	1.324559e-003
1.692999999999957e+000	1.339583e-003
1.693999999999957e+000	1.354733e-003
1.694999999999957e+000	1.370010e-003
1.695999999999956e+000	1.385414e-003
1.696999999999956e+000	1.400945e-003
1.697999999999956e+000	1.416604e-003
1.698999999999956e+000	1.432392e-003
1.699999999999956e+000	1.448309e-003
1.700999999999956e+000	1.464355e-003
1.701999999999956e+000	1.480531e-003
1.702999999999956e+000	1.496837e-003
1.703999999999956e+000	1.513274e-003
1.704999999999955e+000	1.529842e-003
1.705999999999955e+000	1.546542e-003
1.706999999999955e+000	1.563375e-003
1.707999999999955e+000	1.580339e-003
1.708999999999955e+000	1.597437e-003
1.709999999999955e+000	1.614669e-003
1.710999999999955e+000	1.632034e-003
1.711999999999955e+000	1.649534e-003
1.712999999999955e+000	1.667168e-003
1.713999999999954e+000	1.684938e-003
1.714999999999954e+000	1.702843e-003
1.715999999999954e+000	1.720884e-003
1.716999999999954e+000	1.739062e-003
1.717999999999954e+000	1.757377e-003
1.718999999999954e+000	1.775829e-003
1.719999999999954e+000	1.794418e-003
1.720999999999954e+000	1.813146e-003
1.721999999999954e+000	1.832012e-003
1.722999999999954e+000	1.851017e-003
1.723999999999953e+000	1.870161e-003
1.724999999999953e+000	1.889445e-003
1.725999999999953e+000	1.908869e-003
1.726999999999953e+000	1.928433e-003
1.727999999999953e+000	1.948138e-003
1.728999999999953e+000	1.967985e-003
1.729999999999953e+000	1.987972e-003
1.730999999999953e+000	2.008102e-003
1.731999999999953e+000	2.028373e-003
1.732999999999952e+000	2.048787e-003
1.733999999999952e+000	2.069345e-003
1.734999999999952e+000	2.090045e-003
1.735999999999952e+000	2.110889e-003
1.736999999999952e+000	2.131877e-003
1.737999999999952e+000	2.153009e-003
1.738999999999952e+000	2.174285e-003
1.739999999999952e+000	2.195707e-003
1.740999999999952e+000	2.217273e-003
1.741999999999951e+000	2.238986e-003
1.742999999999951e+000	2.260844e-003
1.743999999999951e+000	2.282848e-003
1.744999999999951e+000	2.304999e-003
1.745999999999951e+000	2.327296e-003
1.746999999999951e+000	2.349741e-003
1.747999999999951e+000	2.372333e-003
1.748999999999951e+000	2.395072e-003
1.749999999999951e+000	2.417960e-003
1.750999999999950e+000	2.440995e-003
1.751999999999950e+000	2.464179e-003
1.752999999999950e+000	2.487512e-003
1.753999999999950e+000	2.510994e-003
1.754999999999950e+000	2.534625e-003
1.755999999999950e+000	2.558406e-003
1.756999999999950e+000	2.582336e-003
1.757999999999950e+000	2.606417e-003
1.758999999999950e+000	2.630648e-003
1.759999999999949e+000	2.655030e-003
1.760999999999949e+000	2.679562e-003
1.761999999999949e+000	2.704246e-003
1.762999999999949e+000	2.729080e-003
1.763999999999949e+000	2.754067e-003
1.764999999999949e+000	2.779205e-003
1.765999999999949e+000	2.804495e-003
1.766999999999949e+000	2.829937e-003
1.767999999999949e+000	2.855532e-003
1.768999999999948e+000	2.881279e-003
1.769999999999948e+000	2.907180e-003
1.770999999999948e+000	2.933233e-003
1.771999999999948e+000	2.959440e-003
1.772999999999948e+000	2.985800e-003
1.773999999999948e+000	3.012314e-003
1.774999999999948e+000	3.038981e-003
1.775999999999948e+000	3.065803e-003
1.776999999999948e+000	3.092780e-003
1.777999999999947e+000	3.119910e-003
1.778999999999947e+000	3.147196e-003
1.779999999999947e+000	3.174636e-003
1.780999999999947e+000	3.202231e-003
1.781999999999947e+000	3.229981e-003
1.782999999999947e+000	3.257887e-003
1.783999999999947e+000	3.285948e-003
1.784999999999947e+000	3.314165e-003
1.785999999999947e+000	3.342537e-003
1.786999999999946e+000	3.371066e-003
1.787999999999946e+000	3.399751e-003
1.788999999999946e+000	3.428592e-003
1.789999999999946e+000	3.457590e-003
1.790999999999946e+000	3.486744e-003
1.791999999999946e+000	3.516055e-003
1.792999999999946e+000	3.545523e-003
1.793999999999946e+000	3.575148e-003
1.794999999999946e+000	3.604930e-003
1.795999999999945e+000	3.634870e-003
1.796999999999945e+000	3.664967e-003
1.797999999999945e+000	3.695221e-003
1.798999999999945e+000	3.725633e-003
1.799999999999945e+000	3.756203e-003
1.800999999999945e+000	3.786931e-003
1.801999999999945e+000	3.817816e-003
1.802999999999945e+000	3.848861e-003
1.803999999999945e+000	3.880063e-003
1.804999999999944e+000	3.911423e-003
1.805999999999944e+000	3.942942e-003
1.806999999999944e+000	3.974620e-003
1.807999999999944e+000	4.006456e-003
1.808999999999944e+000	4.038451e-003
1.809999999999944e+000	4.070605e-003
1.810999999999944e+000	4.102918e-003
1.811999999999944e+000	4.135390e-003
1.812999999999944e+000	4.168021e-003
1.813999999999943e+000	4.200811e-003
1.814999999999943e+000	4.233760e-003
1.815999999999943e+000	4.266869e-003
1.816999999999943e+000	4.300138e-003
1.817999999999943e+000	4.333565e-003
1.818999999999943e+000	4.367152e-003
1.819999999999943e+000	4.400900e-003
1.820999999999943e+000	4.434806e-003
1.821999999999943e+000	4.468873e-003
1.822999999999942e+000	4.503099e-003
1.823999999999942e+000	4.537485e-003
1.824999999999942e+000	4.572032e-003
1.825999999999942e+000	4.606738e-003
1.826999999999942e+000	4.641604e-003
1.827999999999942e+000	4.676631e-003
1.828999999999942e+000	4.711817e-003
1.829999999999942e+000	4.747164e-003
1.830999999999942e+000	4.782671e-003
1.831999999999942e+000	4.818338e-003
1.832999999999941e+000	4.854166e-003
1.833999999999941e+000	4.890155e-003
1.834999999999941e+000	4.926303e-003
1.835999999999941e+000	4.962612e-003
1.836999999999941e+000	4.999082e-003
1.837999999999941e+000	5.035712e-003
1.838999999999941e+000	5.072503e-003
1.839999999999941e+000	5.109454e-003
1.840999999999941e+000	5.146566e-003
1.841999999999940e+000	5.183839e-003
1.842999999999940e+000	5.221272e-003
1.843999999999940e+000	5.258866e-003
1.844999999999940e+000	5.296621e-003
1.845999999999940e+000	5.334536e-003
1.846999999999940e+000	5.372612e-003
1.847999999999940e+000	5.410849e-003
1.848999999999940e+000	5.449247e-003
1.849999999999940e+000	5.487805e-003
1.850999999999939e+000	5.526525e-003
1.851999999999939e+000	5.565404e-003
1.852999999999939e+000	5.604445e-003
1.853999999999939e+000	5.643647e-003
1.854999999999939e+000	5.683009e-003
1.855999999999939e+000	5.722533e-003
1.856999999999939e+000	5.762217e-003
1.857999999999939e+000	5.802061e-003
1.858999999999939e+000	5.842067e-003
1.859999999999938e+000	5.882234e-003
1.860999999999938e+000	5.922561e-003
1.861999999999938e+000	5.963049e-003
1.862999999999938e+000	6.003698e-003
1.863999999999938e+000	6.044507e-003
1.864999999999938e+000	6.085478e-003
1.865999999999938e+000	6.126609e-003
1.866999999999938e+000	6.167901e-003
1.867999999999938e+000	6.209353e-003
1.868999999999937e+000	6.250967e-003
1.869999999999937e+000	6.292741e-003
1.870999999999937e+000	6.334675e-003
1.871999999999937e+000	6.376771e-003
1.872999999999937e+000	6.419027e-003
1.873999999999937e+000	6.461443e-003
1.874999999999937e+000	6.504020e-003
1.875999999999937e+000	6.546758e-003
1.876999999999937e+000	6.589656e-003
1.877999999999936e+000	6.632715e-003
1.878999999999936e+000	6.675934e-003
1.879999999999936e+000	6.719314e-003
1.880999999999936e+000	6.762853e-003
1.881999999999936e+000	6.806554e-003
1.882999999999936e+000	6.850414e-003
1.883999999999936e+000	6.894436e-003
1.884999999999936e+000	6.938617e-003
1.885999999999936e+000	6.982958e-003
1.886999999999935e+000	7.027460e-003
1.887999999999935e+000	7.072122e-003
1.888999999999935e+000	7.116945e-003
1.889999999999935e+000	7.161927e-003
1.890999999999935e+000	7.207069e-003
1.891999999999935e+000	7.252371e-003
1.892999999999935e+000	7.297833e-003
1.893999999999935e+000	7.343456e-003
1.894999999999935e+000	7.389238e-003
1.895999999999934e+000	7.435180e-003
1.896999999999934e+000	7.481282e-003
1.897999999999934e+000	7.527543e-003
1.898999999999934e+000	7.573964e-003
1.899999999999934e+000	7.620545e-003
1.900999999999934e+000	7.667285e-003
1.901999999999934e+000	7.714185e-003
1.902999999999934e+000	7.761245e-003
1.903999999999934e+000	7.808464e-003
1.904999999999933e+000	7.855842e-003
1.905999999999933e+000	7.903380e-003
1.906999999999933e+000	7.951077e-003
1.907999999999933e+000	7.998933e-003
1.908999999999933e+000	8.046949e-003
1.909999999999933e+000	8.095124e-003
1.910999999999933e+000	8.143458e-003
1.911999999999933e+000	8.191951e-003
1.912999999999933e+000	8.240602e-003
1.913999999999932e+000	8.289413e-003
1.914999999999932e+000	8.338382e-003
1.915999999999932e+000	8.387511e-003
1.916999999999932e+000	8.436798e-003
1.917999999999932e+000	8.486244e-003
1.918999999999932e+000	8.535848e-003
1.919999999999932e+000	8.585611e-003
1.920999999999932e+000	8.635532e-003
1.921999999999932e+000	8.685612e-003
1.922999999999931e+000	8.735850e-003
1.923999999999931e+000	8.786247e-003
1.924999999999931e+000	8.836802e-003
1.925999999999931e+000	8.887515e-003
1.926999999999931e+000	8.938387e-003
1.927999999999931e+000	8.989416e-003
1.928999999999931e+000	9.040603e-003
1.929999999999931e+000	9.091949e-003
1.930999999999931e+000	9.143452e-003
1.931999999999930e+000	9.195113e-003
1.932999999999930e+000	9.246931e-003
1.933999999999930e+000	9.298908e-003
1.934999999999930e+000	9.351042e-003
1.935999999999930e+000	9.403333e-003
1.936999999999930e+000	9.455782e-003
1.937999999999930e+000	9.508389e-003
1.938999999999930e+000	9.561153e-003
1.939999999999930e+000	9.614074e-003
1.940999999999929e+000	9.667152e-003
1.941999999999929e+000	9.720387e-003
1.942999999999929e+000	9.773780e-003
1.943999999999929e+000	9.827329e-003
1.944999999999929e+000	9.881035e-003
1.945999999999929e+000	9.934898e-003
1.946999999999929e+000	9.988919e-003
1.947999999999929e+000	1.004310e-002
1.948999999999929e+000	1.009743e-002
1.949999999999929e+000	1.015192e-002
1.950999999999928e+000	1.020657e-002
1.951999999999928e+000	1.026137e-002
1.952999999999928e+000	1.031633e-002
1.953999999999928e+000	1.037144e-002
1.954999999999928e+000	1.042671e-002
1.955999999999928e+000	1.048214e-002
1.956999999999928e+000	1.053773e-002
1.957999999999928e+000	1.059347e-002
1.958999999999928e+000	1.064936e-002
1.959999999999927e+000	1.070541e-002
1.960999999999927e+000	1.076162e-002
1.961999999999927e+000	1.081798e-002
1.962999999999927e+000	1.087450e-002
1.963999999999927e+000	1.093118e-002
1.964999999999927e+000	1.098801e-002
1.965999999999927e+000	1.104499e-002
1.966999999999927e+000	1.110213e-002
1.967999999999927e+000	1.115943e-002
1.968999999999926e+000	1.121688e-002
1.969999999999926e+000	1.127448e-002
1.970999999999926e+000	1.133224e-002
1.971999999999926e+000	1.139016e-002
1.972999999999926e+000	1.144823e-002
1.973999999999926e+000	1.150646e-002
1.974999999999926e+000	1.156483e-002
1.975999999999926e+000	1.162337e-002
1.976999999999926e+000	1.168206e-002
1.977999999999925e+000	1.174090e-002
1.978999999999925e+000	1.179990e-002
1.979999999999925e+000	1.185905e-002
1.980999999999925e+000	1.191836e-002
1.981999999999925e+000	1.197782e-002
1.982999999999925e+000	1.203744e-002
1.983999999999925e+000	1.209721e-002
1.984999999999925e+000	1.215713e-002
1.985999999999925e+000	1.221721e-002
1.986999999999924e+000	1.227744e-002
1.987999999999924e+000	1.233782e-002
1.988999999999924e+000	1.239836e-002
1.989999999999924e+000	1.245905e-002
1.990999999999924e+000	1.251990e-002
1.991999999999924e+000	1.258089e-002
1.992999999999924e+000	1.264204e-002
1.993999999999924e+000	1.270335e-002
1.994999999999924e+000	1.276481e-002
1.995999999999923e+000	1.282642e-002
1.996999999999923e+000	1.288818e-002
1.997999999999923e+000	1.295010e-002
1.998999999999923e+000	1.301217e-002
1.999999999999923e+000	1.307439e-002
2.000999999999923e+000	1.313677e-002
2.001999999999923e+000	1.319930e-002
2.002999999999923e+000	1.326198e-002
2.003999999999923e+000	1.332481e-002
2.004999999999923e+000	1.338780e-002
2.005999999999923e+000	1.345093e-002
2.006999999999922e+000	1.351422e-002
2.007999999999922e+000	1.357767e-002
2.008999999999922e+000	1.364126e-002
2.009999999999922e+000	1.370501e-002
2.010999999999922e+000	1.376891e-002
2.011999999999922e+000	1.383296e-002
2.012999999999922e+000	1.389716e-002
2.013999999999922e+000	1.396151e-002
2.014999999999922e+000	1.402602e-002
2.015999999999921e+000	1.409067e-002
2.016999999999921e+000	1.415548e-002
2.017999999999921e+000	1.422044e-002
2.018999999999921e+000	1.428555e-002
2.019999999999921e+000	1.435081e-002
2.020999999999921e+000	1.441623e-002
2.021999999999921e+000	1.448179e-002
2.022999999999921e+000	1.454751e-002
2.023999999999921e+000	1.461337e-002
2.024999999999920e+000	1.467939e-002
2.025999999999920e+000	1.474556e-002
2.026999999999920e+000	1.481188e-002
2.027999999999920e+000	1.487835e-002
2.028999999999920e+000	1.494497e-002
2.029999999999920e+000	1.501174e-002
2.030999999999920e+000	1.507866e-002
2.031999999999920e+000	1.514573e-002
2.032999999999920e+000	1.521295e-002
2.033999999999919e+000	1.528032e-002
