time	V(be)	V(ce)	Ib(Q1)	Ic(Q1)	Ie(Q1)
1.152930829642520e-003	6.195588e-001	2.198505e-001	1.935015e-006	4.780146e-004	-4.799496e-004
1.161341331970378e-003	6.200615e-001	1.535127e-001	2.310439e-006	4.846444e-004	-4.869549e-004
1.165950304200731e-003	6.202954e-001	1.316063e-001	2.614947e-006	4.868324e-004	-4.894473e-004
1.171892978834482e-003	6.205509e-001	1.167954e-001	3.100309e-006	4.883151e-004	-4.914154e-004
1.178278524169631e-003	6.207944e-001	1.067392e-001	3.640156e-006	4.893247e-004	-4.929649e-004
1.185493027037089e-003	6.210377e-001	9.916048e-002	4.222044e-006	4.900838e-004	-4.943059e-004
1.195493027037089e-003	6.213296e-001	9.200922e-002	4.956075e-006	4.907990e-004	-4.957551e-004
1.205493027037089e-003	6.215743e-001	8.704177e-002	5.590095e-006	4.912951e-004	-4.968852e-004
1.215493027037089e-003	6.217692e-001	8.364429e-002	6.105922e-006	4.916333e-004	-4.977392e-004
1.225493027037089e-003	6.219148e-001	8.136694e-002	6.495921e-006	4.918608e-004	-4.983567e-004
1.235493027037089e-003	6.220111e-001	7.997335e-002	6.755644e-006	4.920011e-004	-4.987566e-004
1.245493027037089e-003	6.220582e-001	7.931724e-002	6.882075e-006	4.920672e-004	-4.989493e-004
1.255493027037089e-003	6.220561e-001	7.934590e-002	6.873887e-006	4.920645e-004	-4.989383e-004
1.265493027037089e-003	6.220049e-001	8.006188e-002	6.731030e-006	4.919929e-004	-4.987239e-004
1.275493027037089e-003	6.219045e-001	8.152483e-002	6.454812e-006	4.918464e-004	-4.983012e-004
1.285493027037089e-003	6.217550e-001	8.386435e-002	6.047901e-006	4.916121e-004	-4.976599e-004
1.295493027037089e-003	6.215564e-001	8.732767e-002	5.514669e-006	4.912647e-004	-4.967793e-004
1.305493027037089e-003	6.213084e-001	9.237550e-002	4.861889e-006	4.907575e-004	-4.956194e-004
1.315493027037089e-003	6.210102e-001	1.000421e-001	4.100975e-006	4.899903e-004	-4.940913e-004
1.325493027037089e-003	6.206579e-001	1.129037e-001	3.256903e-006	4.887070e-004	-4.919639e-004
1.335493027037090e-003	6.202402e-001	1.382829e-001	2.402000e-006	4.861677e-004	-4.885697e-004
1.344135932677755e-003	6.197936e-001	1.846733e-001	1.815177e-006	4.815262e-004	-4.833414e-004
1.350891584100241e-003	6.193578e-001	2.474310e-001	1.605141e-006	4.752547e-004	-4.768598e-004
1.353990008650310e-003	6.191284e-001	2.846402e-001	1.591180e-006	4.715357e-004	-4.731269e-004
1.361546225056780e-003	6.185384e-001	3.815254e-001	1.570395e-006	4.618475e-004	-4.634178e-004
1.374366217288425e-003	6.174615e-001	5.536150e-001	1.515169e-006	4.446356e-004	-4.461508e-004
1.393347288877610e-003	6.156996e-001	8.219972e-001	1.419622e-006	4.177959e-004	-4.192155e-004
1.453347288877610e-003	6.091299e-001	1.697293e+000	1.106518e-006	3.302694e-004	-3.313759e-004
1.483347288877610e-003	6.054749e-001	2.106821e+000	9.631575e-007	2.893171e-004	-2.902803e-004
1.513347288877610e-003	6.017424e-001	2.475203e+000	8.363382e-007	2.524793e-004	-2.533156e-004
1.543347288877611e-003	5.980650e-001	2.794178e+000	7.282777e-007	2.205819e-004	-2.213102e-004
1.563347288877611e-003	5.957090e-001	2.977857e+000	6.668421e-007	2.022142e-004	-2.028811e-004
1.583347288877611e-003	5.934734e-001	3.138499e+000	6.136432e-007	1.861502e-004	-1.867638e-004
1.603347288877611e-003	5.913935e-001	3.276845e+000	5.682908e-007	1.723157e-004	-1.728840e-004
1.623347288877611e-003	5.895026e-001	3.393960e+000	5.303170e-007	1.606042e-004	-1.611346e-004
1.643347288877611e-003	5.878307e-001	3.491061e+000	4.992327e-007	1.508942e-004	-1.513934e-004
1.663347288877611e-003	5.864043e-001	3.569380e+000	4.745700e-007	1.430624e-004	-1.435370e-004
1.683347288877611e-003	5.852461e-001	3.630054e+000	4.559133e-007	1.369950e-004	-1.374510e-004
1.703347288877611e-003	5.843745e-001	3.674058e+000	4.429203e-007	1.325947e-004	-1.330376e-004
1.723347288877611e-003	5.838035e-001	3.702147e+000	4.353362e-007	1.297858e-004	-1.302211e-004
1.743347288877611e-003	5.835419e-001	3.714825e+000	4.330026e-007	1.285180e-004	-1.289510e-004
1.763347288877611e-003	5.835941e-001	3.712325e+000	4.358617e-007	1.287680e-004	-1.292039e-004
1.783347288877611e-003	5.839590e-001	3.694602e+000	4.439589e-007	1.305403e-004	-1.309842e-004
1.803347288877611e-003	5.846311e-001	3.661334e+000	4.574415e-007	1.338671e-004	-1.343246e-004
1.823347288877611e-003	5.855994e-001	3.611932e+000	4.765557e-007	1.388073e-004	-1.392839e-004
1.843347288877611e-003	5.868486e-001	3.545566e+000	5.016392e-007	1.454438e-004	-1.459455e-004
1.863347288877611e-003	5.883589e-001	3.461205e+000	5.331095e-007	1.538799e-004	-1.544130e-004
1.883347288877611e-003	5.901062e-001	3.357671e+000	5.714447e-007	1.642331e-004	-1.648046e-004
1.903347288877611e-003	5.920627e-001	3.233731e+000	6.171560e-007	1.766271e-004	-1.772442e-004
1.923347288877611e-003	5.941973e-001	3.088206e+000	6.707493e-007	1.911795e-004	-1.918503e-004
1.943347288877612e-003	5.964759e-001	2.920121e+000	7.326728e-007	2.079879e-004	-2.087205e-004
1.963347288877611e-003	5.988625e-001	2.728893e+000	8.032519e-007	2.271105e-004	-2.279138e-004
1.993347288877611e-003	6.025614e-001	2.399367e+000	9.253775e-007	2.600629e-004	-2.609883e-004
2.000000000000000e-003	6.033903e-001	2.320271e+000	9.534975e-007	2.679726e-004	-2.689261e-004
