freq    vd-db   vd-ph   id-db   id-ph
3.98107170553497e+001   -4.97381655573484e-003    -5.90298582073292e-004    -1.45100316559828e+002    1.03044558944819e+000
4.07380277804112e+001   -4.97381657745911e-003    -6.04048402387858e-004    -1.45100250304073e+002    1.05444238570773e+000
4.16869383470335e+001   -4.97381660021002e-003    -6.18118497160801e-004    -1.45100180899207e+002    1.07899775213272e+000
4.26579518801592e+001   -4.97381662403097e-003    -6.32516326542603e-004    -1.45100108228896e+002    1.10412467581868e+000
4.36515832240165e+001   -4.97381664897601e-003    -6.47249524452971e-004    -1.45100032169894e+002    1.12983644466386e+000
4.46683592150962e+001   -4.97381667509434e-003    -6.62325902628449e-004    -1.45099952500113e+002    1.15614664207789e+000
4.57088189614874e+001   -4.97381670244482e-003    -6.77753454764294e-004    -1.45099869050961e+002    1.18306917337842e+000
4.67735141287197e+001   -4.97381673108535e-003    -6.93540360752848e-004    -1.45099781706979e+002    1.21061827387517e+000
4.78630092322638e+001   -4.97381676107382e-003    -7.09694991020622e-004    -1.45099690252802e+002    1.23880849540734e+000
4.89778819368445e+001   -4.97381679247583e-003    -7.26225910966405e-004    -1.45099594464371e+002    1.26765472570743e+000
5.01187233627271e+001   -4.97381682535893e-003    -7.43141885502753e-004    -1.45099494169590e+002    1.29717220513563e+000
5.12861383991364e+001   -4.97381685979164e-003    -7.60451883703264e-004    -1.45099389186830e+002    1.32737652619346e+000
5.24807460249772e+001   -4.97381689584630e-003    -7.78165083558096e-004    -1.45099279202363e+002    1.35828362239784e+000
5.37031796370252e+001   -4.97381693360205e-003    -7.96290876840260e-004    -1.45099164075195e+002    1.38990982309315e+000
5.49540873857624e+001   -4.97381697313511e-003    -8.14838874085262e-004    -1.45099043531276e+002    1.42227181509303e+000
5.62341325190348e+001   -4.97381701453135e-003    -8.33818909686739e-004    -1.45098917285112e+002    1.45538666936904e+000
5.75439937337156e+001   -4.97381705787954e-003    -8.53241047110780e-004    -1.45098785100275e+002    1.48927186017436e+000
5.88843655355588e+001   -4.97381710326941e-003    -8.73115584231712e-004    -1.45098646697265e+002    1.52394525899286e+000
6.02559586074357e+001   -4.97381715080036e-003    -8.93453058792169e-004    -1.45098501752917e+002    1.55942514295492e+000
6.16595001861481e+001   -4.97381720056886e-003    -9.14264253990338e-004    -1.45098350021891e+002    1.59573022588741e+000
6.30957344480192e+001   -4.97381725268491e-003    -9.35560204197362e-004    -1.45098191122354e+002    1.63287962940392e+000
6.45654229034654e+001   -4.97381730725562e-003    -9.57352200807903e-004    -1.45098024718454e+002    1.67089292517724e+000
6.60693448007595e+001   -4.97381736439967e-003    -9.79651798226987e-004    -1.45097850519600e+002    1.70979014599788e+000
6.76082975391980e+001   -4.97381742423765e-003    -1.00247081999631e-003    -1.45097668096608e+002    1.74959176027119e+000
6.91830970918935e+001   -4.97381748689212e-003    -1.02582136506323e-003    -1.45097477094565e+002    1.79031872340822e+000
7.07945784384136e+001   -4.97381755250202e-003    -1.04971581419580e-003    -1.45097277079427e+002    1.83199245819329e+000
7.24435960074988e+001   -4.97381762120533e-003    -1.07416683654718e-003    -1.45097067659244e+002    1.87463489020510e+000
7.41310241300916e+001   -4.97381769314387e-003    -1.09918739637305e-003    -1.45096848391719e+002    1.91826843991612e+000
7.58577575029182e+001   -4.97381776847301e-003    -1.12479075990536e-003    -1.45096618813801e+002    1.96291603977938e+000
7.76247116628690e+001   -4.97381784735290e-003    -1.15099050238634e-003    -1.45096378410210e+002    2.00860113841735e+000
7.94328234724279e+001   -4.97381792995047e-003    -1.17780051526617e-003    -1.45096126673442e+002    2.05534772563141e+000
8.12830516164097e+001   -4.97381801644037e-003    -1.20523501356854e-003    -1.45095863102701e+002    2.10318034483160e+000
8.31763771102669e+001   -4.97381810700688e-003    -1.23330854342751e-003    -1.45095587141773e+002    2.15212409056383e+000
8.51138038202374e+001   -4.97381820184203e-003    -1.26203598980017e-003    -1.45095298177873e+002    2.20220461975007e+000
8.70963589956078e+001   -4.97381830114649e-003    -1.29143258435878e-003    -1.45094995631942e+002    2.25344818680146e+000
8.91250938133743e+001   -4.97381840512966e-003    -1.32151391356681e-003    -1.45094678835361e+002    2.30588162542410e+000
9.12010839355907e+001   -4.97381851401539e-003    -1.35229592694313e-003    -1.45094347120135e+002    2.35953238438382e+000
9.33254300796988e+001   -4.97381862803138e-003    -1.38379494551860e-003    -1.45093999817487e+002    2.41442854127249e+000
9.54992586021433e+001   -4.97381874741982e-003    -1.41602767048974e-003    -1.45093636195416e+002    2.47059879926232e+000
9.77237220955808e+001   -4.97381887243737e-003    -1.44901119207389e-003    -1.45093255426696e+002    2.52807249056862e+000
9.99999999999997e+001   -4.97381900334454e-003    -1.48276299857069e-003    -1.45092856770228e+002    2.58687964240366e+000
1.02329299228075e+002   -4.97381914042116e-003    -1.51730098563462e-003    -1.45092439386426e+002    2.64705093907279e+000
1.04712854805090e+002   -4.97381928395958e-003    -1.55264346576349e-003    -1.45092002335510e+002    2.70861773382295e+000
1.07151930523760e+002   -4.97381943426277e-003    -1.58880917800795e-003    -1.45091544758570e+002    2.77161211915810e+000
1.09647819614318e+002   -4.97381959164818e-003    -1.62581729790724e-003    -1.45091065662302e+002    2.83606687586300e+000
1.12201845430196e+002   -4.97381975645255e-003    -1.66368744765627e-003    -1.45090564038942e+002    2.90201552493560e+000
1.14815362149688e+002   -4.97381992902324e-003    -1.70243970650956e-003    -1.45090038833708e+002    2.96949233293883e+000
1.17489755493953e+002   -4.97382010972593e-003    -1.74209462142758e-003    -1.45089488973092e+002    3.03853233759807e+000
1.20226443461741e+002   -4.97382029894562e-003    -1.78267321797094e-003    -1.45088913240744e+002    3.10917132038666e+000
1.23026877081238e+002   -4.97382049708369e-003    -1.82419701144850e-003    -1.45088310488334e+002    3.18144589614058e+000
1.25892541179416e+002   -4.97382070455891e-003    -1.86668801832502e-003    -1.45087679389400e+002    3.25539344215764e+000
1.28824955169313e+002   -4.97382092181221e-003    -1.91016876789459e-003    -1.45087018649959e+002    3.33105219028801e+000
1.31825673855640e+002   -4.97382114930386e-003    -1.95466231422597e-003    -1.45086326883979e+002    3.40846119870065e+000
1.34896288259165e+002   -4.97382138751822e-003    -2.00019224838614e-003    -1.45085602641011e+002    3.48766037850064e+000
1.38038426460288e+002   -4.97382163695895e-003    -2.04678271094864e-003    -1.45084844372813e+002    3.56869049718705e+000
1.41253754462275e+002   -4.97382189815385e-003    -2.09445840479316e-003    -1.45084050521566e+002    3.65159323143175e+000
1.44543977074592e+002   -4.97382217165965e-003    -2.14324460820338e-003    -1.45083219425349e+002    3.73641114680418e+000
1.47910838816820e+002   -4.97382245805528e-003    -2.19316718826981e-003    -1.45082349314813e+002    3.82318771234384e+000
1.51356124843620e+002   -4.97382275794862e-003    -2.24425261460493e-003    -1.45081438400919e+002    3.91196735625524e+000
1.54881661891248e+002   -4.97382307197551e-003    -2.29652797337763e-003    -1.45080484749622e+002    4.00279542905324e+000
1.58489319246111e+002   -4.97382340080270e-003    -2.35002098167474e-003    -1.45079486369300e+002    4.09571825948462e+000
1.62181009735892e+002   -4.97382374512586e-003    -2.40476000219695e-003    -1.45078441206728e+002    4.19078317226794e+000
1.65958690743755e+002   -4.97382410567636e-003    -2.46077405829709e-003    -1.45077347082136e+002    4.28803847563313e+000
1.69824365246174e+002   -4.97382448321937e-003    -2.51809284936872e-003    -1.45076201654545e+002    4.38753346027890e+000
1.73780082874937e+002   -4.97382487855668e-003    -2.57674676659310e-003    -1.45075002538765e+002    4.48931847436884e+000
1.77827941003892e+002   -4.97382529252390e-003    -2.63676690905303e-003    -1.45073747300602e+002    4.59344494270989e+000
1.81970085860998e+002   -4.97382572600099e-003    -2.69818510022198e-003    -1.45072433269805e+002    4.69996528693979e+000
1.86208713666286e+002   -4.97382617990844e-003    -2.76103390483731e-003    -1.45071057777785e+002    4.80893306800640e+000
1.90546071796324e+002   -4.97382665520632e-003    -2.82534664616651e-003    -1.45069617879189e+002    4.92040285353321e+000
1.94984459975804e+002   -4.97382715290581e-003    -2.89115742367568e-003    -1.45068110649710e+002    5.03443039863914e+000
1.99526231496887e+002   -4.97382767406056e-003    -2.95850113110947e-003    -1.45066532967937e+002    5.15107254377331e+000
2.04173794466952e+002   -4.97382821977537e-003    -3.02741347499220e-003    -1.45064881509433e+002    5.27038722425370e+000
2.08929613085403e+002   -4.97382879120904e-003    -3.09793099355997e-003    -1.45063152922245e+002    5.39243359227759e+000
2.13796208950222e+002   -4.97382938957541e-003    -3.17009107613368e-003    -1.45061343578020e+002    5.51727188342812e+000
2.18776162394954e+002   -4.97383001614232e-003    -3.24393198294335e-003    -1.45059449807483e+002    5.64496357768765e+000
2.23872113856833e+002   -4.97383067223745e-003    -3.31949286541418e-003    -1.45057467651206e+002    5.77557125786154e+000
2.29086765276776e+002   -4.97383135925312e-003    -3.39681378692517e-003    -1.45055393033894e+002    5.90915873447348e+000
2.34422881531991e+002   -4.97383207864629e-003    -3.47593574405125e-003    -1.45053221726404e+002    6.04579103853678e+000
2.39883291901948e+002   -4.97383283194341e-003    -3.55690068830018e-003    -1.45050949247175e+002    6.18553436738272e+000
2.45470891568502e+002   -4.97383362074232e-003    -3.63975154835581e-003    -1.45048570944686e+002    6.32845615313421e+000
2.51188643150957e+002   -4.97383444671613e-003    -3.72453225283940e-003    -1.45046081928529e+002    6.47462502601490e+000
2.57039578276885e+002   -4.97383531161897e-003    -3.81128775360120e-003    -1.45043477151061e+002    6.62411088542759e+000
2.63026799189537e+002   -4.97383621728123e-003    -3.90006404955447e-003    -1.45040751307680e+002    6.77698483740231e+000
2.69153480392690e+002   -4.97383716562688e-003    -3.99090821106469e-003    -1.45037898797304e+002    6.93331916939662e+000
2.75422870333816e+002   -4.97383815866576e-003    -4.08386840490696e-003    -1.45034913893198e+002    7.09318749270241e+000
2.81838293126444e+002   -4.97383919850711e-003    -4.17899391980454e-003    -1.45031790491895e+002    7.25666454922120e+000
2.88403150312659e+002   -4.97384028735277e-003    -4.27633519256249e-003    -1.45028522313323e+002    7.42382637689200e+000
2.95120922666637e+002   -4.97384142751557e-003    -4.37594383480982e-003    -1.45025102739496e+002    7.59475017982075e+000
3.01995172040200e+002   -4.97384262141156e-003    -4.47787266036473e-003    -1.45021524863448e+002    7.76951436759036e+000
3.09029543251358e+002   -4.97384387157452e-003    -4.58217571323713e-003    -1.45017781537530e+002    7.94819859916153e+000
3.16227766016837e+002   -4.97384518065690e-003    -4.68890829628350e-003    -1.45013865241393e+002    8.13088366187353e+000
3.23593656929627e+002   -4.97384655143273e-003    -4.79812700052917e-003    -1.45009768189509e+002    8.31765156365731e+000
3.31131121482590e+002   -4.97384798681016e-003    -4.90988973517366e-003    -1.45005482138865e+002    8.50858534211035e+000
3.38844156139201e+002   -4.97384948983725e-003    -5.02425575829481e-003    -1.45000998674907e+002    8.70376932939280e+000
3.46736850452530e+002   -4.97385106369809e-003    -5.14128570826824e-003    -1.44996308839349e+002    8.90328877478583e+000
3.54813389233574e+002   -4.97385271173407e-003    -5.26104163591861e-003    -1.44991403385300e+002    9.10723007703579e+000
3.63078054770100e+002   -4.97385443743902e-003    -5.38358703741972e-003    -1.44986272703076e+002    9.31568069450583e+000
3.71535229097171e+002   -4.97385624447466e-003    -5.50898688796103e-003    -1.44980906716319e+002    9.52872901032726e+000
3.80189396320559e+002   -4.97385813667252e-003    -5.63730767619837e-003    -1.44975294926788e+002    9.74646434811000e+000
3.89045144994279e+002   -4.97386011804747e-003    -5.76861743950703e-003    -1.44969426399134e+002    9.96897692233831e+000
3.98107170553495e+002   -4.97386219279963e-003    -5.90298580005608e-003    -1.44963289804547e+002    1.01963578534630e+001
4.07380277804111e+002   -4.97386436533368e-003    -6.04048400172294e-003    -1.44956873256748e+002    1.04286989358343e+001
4.16869383470333e+002   -4.97386664025788e-003    -6.18118494786782e-003    -1.44950164473533e+002    1.06660927796097e+001
4.26579518801591e+002   -4.97386902239375e-003    -6.32516323998795e-003    -1.44943150612462e+002    1.09086325623309e+001
4.36515832240164e+002   -4.97387151679724e-003    -6.47249521727232e-003    -1.44935818313540e+002    1.11564120183110e+001
4.46683592150961e+002   -4.97387412875686e-003    -6.62325899707767e-003    -1.44928153711805e+002    1.14095253912079e+001
4.57088189614873e+002   -4.97387686381489e-003    -6.77753451634727e-003    -1.44920142332256e+002    1.16680672244825e+001
4.67735141287196e+002   -4.97387972777219e-003    -6.93540357399457e-003    -1.44911769190327e+002    1.19321324147818e+001
4.78630092322636e+002   -4.97388272670363e-003    -7.09694987427399e-003    -1.44903018715878e+002    1.22018160272886e+001
4.89778819368444e+002   -4.97388586697067e-003    -7.26225907116197e-003    -1.44893874736081e+002    1.24772131778439e+001
5.01187233627270e+002   -4.97388915523484e-003    -7.43141881377182e-003    -1.44884320371178e+002    1.27584187758278e+001
5.12861383991362e+002   -4.97389259846836e-003    -7.60451879282635e-003    -1.44874338192458e+002    1.30455276404147e+001
5.24807460249770e+002   -4.97389620397827e-003    -7.78165078821306e-003    -1.44863910117758e+002    1.33386342327062e+001
5.37031796370250e+002   -4.97389997941028e-003    -7.96290871764698e-003    -1.44853017337268e+002    1.36378324074671e+001
5.49540873857622e+002   -4.97390393276999e-003    -8.14838868646700e-003    -1.44841640441957e+002    1.39432154735804e+001
5.62341325190346e+002   -4.97390809230329e-003    -8.33818903857309e-003    -1.44829759119794e+002    1.42548755507886e+001
5.75439937337154e+002   -4.97391242707711e-003    -8.53241040864525e-003    -1.44817352686985e+002    1.45729042805701e+001
5.88843655355586e+002   -4.97391696614590e-003    -8.73115577538824e-003    -1.44804399412417e+002    1.48973915341881e+001
6.02559586074355e+002   -4.97392171913242e-003    -8.93453051620706e-003    -1.44790876963507e+002    1.52284259656147e+001
6.16595001861479e+002   -4.97392669611965e-003    -9.14264246306076e-003    -1.44776762192749e+002    1.55660944492794e+001
6.30957344480190e+002   -4.97393190766629e-003    -9.35560195963628e-003    -1.44762031239748e+002    1.59104820486723e+001
6.45654229034652e+002   -4.97393736482405e-003    -9.57352191985400e-003    -1.44746659350649e+002    1.62616714553240e+001
6.60693448007592e+002   -4.97394307917054e-003    -9.79651788773611e-003    -1.44730621151213e+002    1.66197432619083e+001
6.76082975391978e+002   -4.97394906282657e-003    -1.00247080986694e-002    -1.44713890356364e+002    1.69847751604153e+001
6.91830970918933e+002   -4.97395532848226e-003    -1.02582135420953e-002    -1.44696439821634e+002    1.73568417528439e+001
7.07945784384134e+002   -4.97396188942977e-003    -1.04971580256596e-002    -1.44678241761495e+002    1.77360147135634e+001
7.24435960074986e+002   -4.97396875958558e-003    -1.07416682408570e-002    -1.44659267384670e+002    1.81223617405869e+001
7.41310241300914e+002   -4.97397595352034e-003    -1.09918738302045e-002    -1.44639487227539e+002    1.85159469273688e+001
7.58577575029180e+002   -4.97398348649651e-003    -1.12479074559792e-002    -1.44618870989050e+002    1.89168300898215e+001
7.76247116628688e+002   -4.97399137449059e-003    -1.15099048705576e-002    -1.44597387508665e+002    1.93250663578662e+001
7.94328234724277e+002   -4.97399963423550e-003    -1.17780049883929e-002    -1.44575004910311e+002    1.97407061343224e+001
8.12830516164095e+002   -4.97400828324770e-003    -1.20523499596694e-002    -1.44551690395262e+002    2.01637942301282e+001
8.31763771102666e+002   -4.97401733987628e-003    -1.23330852456720e-002    -1.44527410526864e+002    2.05943701313495e+001
8.51138038202372e+002   -4.97402682333203e-003    -1.26203596959112e-002    -1.44502131030777e+002    2.10324671119862e+001
8.70963589956076e+002   -4.97403675372785e-003    -1.29143256270452e-002    -1.44475816897039e+002    2.14781120404936e+001
8.91250938133741e+002   -4.97404715212997e-003    -1.32151389036401e-002    -1.44448432483165e+002    2.19313252018270e+001
9.12010839355905e+002   -4.97405804059266e-003    -1.35229590208102e-002    -1.44419941356994e+002    2.23921194276070e+001
9.33254300796986e+002   -4.97406944221224e-003    -1.38379491887852e-002    -1.44390306462132e+002    2.28605000404195e+001
9.54992586021431e+002   -4.97408138117246e-003    -1.41602764194453e-002    -1.44359490102285e+002    2.33364643203297e+001
9.77237220955805e+002   -4.97409392250912e-003    -1.44901116148068e-002    -1.44327454060087e+002    2.38200013311682e+001
9.99999999999994e+002   -4.97410701331883e-003    -1.48276296578996e-002    -1.44294159640993e+002    2.43110915454881e+001
1.02329299228075e+003   -4.97412072108143e-003    -1.51730095050992e-002    -1.44259567520496e+002    2.48097058603933e+001
1.04712854805089e+003   -4.97413507486972e-003    -1.55264342812720e-002    -1.44223638055144e+002    2.53158059698704e+001
1.07151930523760e+003   -4.97415010513144e-003    -1.58880913768045e-002    -1.44186331165499e+002    2.58293434744143e+001
1.09647819614318e+003   -4.97416584375010e-003    -1.62581725469607e-002    -1.44147606527304e+002    2.63502599171004e+001
1.12201845430196e+003   -4.97418232410281e-003    -1.66368740135520e-002    -1.44107423566651e+002    2.68784862214113e+001
1.14815362149688e+003   -4.97419958115298e-003    -1.70243965689763e-002    -1.44065741560295e+002    2.74139424583704e+001
1.17489755493952e+003   -4.97421765150139e-003    -1.74209456826800e-002    -1.44022519715668e+002    2.79565375595923e+001
1.20226443461741e+003   -4.97423657348080e-003    -1.78267316101000e-002    -1.43977717279254e+002    2.85061691401691e+001
1.23026877081237e+003   -4.97425638722443e-003    -1.82419695041435e-002    -1.43931293507830e+002    2.90627228459368e+001
1.25892541179416e+003   -4.97427713476148e-003    -1.86668795292635e-002    -1.43883207928781e+002    2.96260727384557e+001
1.28824955169313e+003   -4.97429886010014e-003    -1.91016869781927e-002    -1.43833420365531e+002    3.01960808848744e+001
1.31825673855640e+003   -4.97432160932114e-003    -1.95466223913954e-002    -1.43781890993878e+002    3.07725970557768e+001
1.34896288259165e+003   -4.97434543068103e-003    -2.00019216793024e-002    -1.43728580494045e+002    3.13554588116229e+001
1.38038426460288e+003   -4.97437037470383e-003    -2.04678262473924e-002    -1.43673450158590e+002    3.19444914639347e+001
1.41253754462275e+003   -4.97439649430549e-003    -2.09445831241880e-002    -1.43616462046109e+002    3.25395082670647e+001
1.44543977074592e+003   -4.97442384488459e-003    -2.14324450922316e-002    -1.43557578962106e+002    3.31403099320554e+001
1.47910838816820e+003   -4.97445250430985e-003    -2.19316708220630e-002    -1.43496764662962e+002    3.37466850911111e+001
1.51356124843620e+003   -4.97448249362339e-003    -2.24425250095680e-002    -1.43433984053646e+002    3.43584108374138e+001
1.54881661891247e+003   -4.97451389628927e-003    -2.29652785160245e-002    -1.43369203132083e+002    3.49752522027746e+001
1.58489319246110e+003   -4.97454677891700e-003    -2.35002085119130e-002    -1.43302389169767e+002    3.55969627024665e+001
1.62181009735892e+003   -4.97458121125490e-003    -2.40475986238246e-002    -1.43233510885536e+002    3.62232849521073e+001
1.65958690743755e+003   -4.97461726633859e-003    -2.46077390848423e-002    -1.43162538474670e+002    3.68539506767416e+001
1.69824365246173e+003   -4.97465506035315e-003    -2.51809268883092e-002    -1.43089443758239e+002    3.74886813437963e+001
1.73780082874936e+003   -4.97469459396533e-003    -2.57674659457541e-002    -1.43014200343667e+002    3.81271889592941e+001
1.77827941003891e+003   -4.97473599074058e-003    -2.63676672473447e-002    -1.42936783515315e+002    3.87691755480718e+001
1.81970085860997e+003   -4.97477933848299e-003    -2.69818490272283e-002    -1.42857170615490e+002    3.94143352255594e+001
1.86208713666286e+003   -4.97482472914083e-003    -2.76103369321494e-002    -1.42775340924495e+002    4.00623537812211e+001
1.90546071796323e+003   -4.97487225899468e-003    -2.82534641941089e-002    -1.42691275801848e+002    4.07129096747678e+001
1.94984459975803e+003   -4.97492202886295e-003    -2.89115718070452e-002    -1.42604958796950e+002    4.13656749846196e+001
1.99526231496887e+003   -4.97497414431125e-003    -2.95850087076309e-002    -1.42516375680252e+002    4.20203159994071e+001
2.04173794466952e+003   -4.97502873573738e-003    -3.02741319602107e-002    -1.42425514470080e+002    4.26764938412761e+001
2.08929613085403e+003   -4.97508587918840e-003    -3.09793069463936e-002    -1.42332365632213e+002    4.33338662253315e+001
2.13796208950222e+003   -4.97514571572401e-003    -3.17009075583687e-002    -1.42236921919413e+002    4.39920871380261e+001
2.18776162394954e+003   -4.97520837227135e-003    -3.24393163974158e-002    -1.42139178488912e+002    4.46508082394975e+001
2.23872113856832e+003   -4.97527398172821e-003    -3.31949249766937e-002    -1.42039132954081e+002    4.53096799823764e+001
2.29086765276776e+003   -4.97534268326317e-003    -3.39681339288207e-002    -1.41936785377226e+002    4.59683524381762e+001
2.34422881531991e+003   -4.97541466230790e-003    -3.47593532181320e-002    -1.41832138211176e+002    4.66264758227604e+001
2.39883291901947e+003   -4.97548999203995e-003    -3.55690023586741e-002    -1.41725196435177e+002    4.72837024297660e+001
2.45470891568501e+003   -4.97556889180463e-003    -3.63975106356058e-002    -1.41615967303882e+002    4.79396859377172e+001
