time	V(vd)	V(n001)	I(D1)
5.824623936633299e-007	-1.542556e+000	-2.476267e+000	-8.969477e-005
6.024623936633299e-007	-2.177340e+000	-3.001156e+000	-7.882713e-005
6.224623936633300e-007	-2.773064e+000	-3.478715e+000	-6.717168e-005
6.424623936633300e-007	-3.308159e+000	-3.901413e+000	-5.609266e-005
6.624623936633300e-007	-3.772654e+000	-4.262583e+000	-4.592056e-005
6.824623936633300e-007	-4.162111e+000	-4.556530e+000	-3.653466e-005
7.024623936633300e-007	-4.474115e+000	-4.778617e+000	-2.771997e-005
7.224623936633301e-007	-4.707066e+000	-4.925344e+000	-1.929605e-005
7.424623936633301e-007	-4.860227e+000	-4.994393e+000	-1.113608e-005
7.621966411298988e-007	-4.932235e+000	-4.985325e+000	-3.271548e-006
7.821966411298989e-007	-4.925491e+000	-4.898038e+000	4.540301e-006
8.021966411298989e-007	-4.840577e+000	-4.733505e+000	1.221049e-005
8.221966411298989e-007	-4.679899e+000	-4.494322e+000	1.974716e-005
8.421966411298989e-007	-4.447337e+000	-4.184262e+000	2.715529e-005
8.621966411298989e-007	-4.147908e+000	-3.808212e+000	3.444923e-005
8.821966411298990e-007	-3.787620e+000	-3.372105e+000	4.164217e-005
9.021966411298990e-007	-3.373494e+000	-2.882818e+000	4.875072e-005
9.221966411298990e-007	-2.913582e+000	-2.348067e+000	5.581034e-005
9.421966411298990e-007	-2.416928e+000	-1.776286e+000	6.288363e-005
9.621966411298989e-007	-1.893600e+000	-1.176492e+000	7.007599e-005
9.821966411298990e-007	-1.354840e+000	-5.581433e-001	7.756447e-005
1.002196641129899e-006	-8.134887e-001	6.900732e-002	8.565366e-005
1.022196641129899e-006	-2.855722e-001	6.950697e-001	9.494276e-005
1.042196641129899e-006	1.535753e-001	1.310170e+000	1.117903e-004
1.062196641129899e-006	4.008090e-001	1.904609e+000	1.452762e-004
1.082196641129899e-006	4.825267e-001	2.469011e+000	1.919324e-004
1.102196641129899e-006	5.054866e-001	2.994474e+000	2.405197e-004
1.122196641129899e-006	5.180754e-001	3.472714e+000	2.855383e-004
1.142196641129899e-006	5.266092e-001	3.896186e+000	3.256595e-004
1.162196641129899e-006	5.328892e-001	4.258214e+000	3.600580e-004
1.182196641129899e-006	5.375769e-001	4.553086e+000	3.881152e-004
1.202196641129899e-006	5.410366e-001	4.776154e+000	4.093499e-004
1.222196641129899e-006	5.434907e-001	4.923899e+000	4.233987e-004
1.242196641129899e-006	5.450505e-001	4.993991e+000	4.300347e-004
1.262097671931590e-006	5.457731e-001	4.985562e+000	4.291493e-004
1.282097671931590e-006	5.456911e-001	4.898662e+000	4.207441e-004
1.302097671931591e-006	5.447972e-001	4.734506e+000	4.049563e-004
1.322097671931591e-006	5.430564e-001	4.495684e+000	3.820301e-004
1.342097671931591e-006	5.403986e-001	4.185963e+000	3.523369e-004
1.362097671931591e-006	5.367056e-001	3.810226e+000	3.163602e-004
1.382097671931591e-006	5.317873e-001	3.374400e+000	2.746918e-004
1.402097671931591e-006	5.253350e-001	2.885358e+000	2.280266e-004
1.422097671931591e-006	5.168230e-001	2.350812e+000	1.771621e-004
1.442097671931591e-006	5.052711e-001	1.779192e+000	1.230114e-004
1.462097671931591e-006	4.883380e-001	1.179513e+000	6.666625e-005
1.482097671931591e-006	4.579585e-001	5.612330e-001	9.826483e-006
1.502097671931591e-006	3.651030e-001	-6.589840e-002	-4.180180e-005
1.522097671931591e-006	1.172398e-001	-6.919905e-001	-7.829215e-005
1.542097671931591e-006	-3.222555e-001	-1.307170e+000	-9.512200e-005
1.562097671931591e-006	-8.969716e-001	-1.901734e+000	-9.681692e-005
1.582097671931591e-006	-1.530867e+000	-2.466306e+000	-8.986596e-005
1.602097671931591e-006	-2.166036e+000	-2.991984e+000	-7.903742e-005
1.622097671931591e-006	-2.762704e+000	-3.470476e+000	-6.738080e-005
1.642097671931591e-006	-3.299016e+000	-3.894237e+000	-5.628637e-005
1.662097671931591e-006	-3.764847e+000	-4.256583e+000	-4.609828e-005
1.682097671931591e-006	-4.155697e+000	-4.551800e+000	-3.670004e-005
1.702097671931591e-006	-4.469130e+000	-4.775233e+000	-2.787674e-005
1.722097671931591e-006	-4.703534e+000	-4.923358e+000	-1.944697e-005
1.742097671931591e-006	-4.857931e+000	-4.993838e+000	-1.128330e-005
1.762060811234541e-006	-4.931780e+000	-4.985650e+000	-3.325272e-006
1.782060811234541e-006	-4.925805e+000	-4.898893e+000	4.487935e-006
1.802060811234541e-006	-4.841413e+000	-4.734878e+000	1.215891e-005
1.822060811234541e-006	-4.681237e+000	-4.496191e+000	1.969638e-005
1.842060811234541e-006	-4.449148e+000	-4.186596e+000	2.710531e-005
1.862060811234541e-006	-4.150154e+000	-3.810976e+000	3.440001e-005
1.882060811234541e-006	-3.790257e+000	-3.375255e+000	4.159362e-005
1.902060811234541e-006	-3.376470e+000	-2.886304e+000	4.870266e-005
1.922060811234541e-006	-2.916840e+000	-2.351834e+000	5.576244e-005
1.942060811234540e-006	-2.420403e+000	-1.780274e+000	6.283534e-005
1.962060811234540e-006	-1.897219e+000	-1.180639e+000	7.002641e-005
1.982060811234540e-006	-1.358513e+000	-5.623837e-001	7.749619e-005
2.000000000000000e-006	-8.701854e-001	-1.133108e-014	8.448410e-005
