vin	V(gs)	Id(M1)
2.199999999999910e-001	2.200000e-001	2.787925e-003
2.299999999999910e-001	2.300000e-001	2.808952e-003
2.399999999999911e-001	2.400000e-001	2.830034e-003
2.499999999999911e-001	2.500000e-001	2.851169e-003
2.599999999999911e-001	2.600000e-001	2.872358e-003
2.699999999999911e-001	2.700000e-001	2.893600e-003
2.799999999999911e-001	2.800000e-001	2.914895e-003
2.899999999999911e-001	2.900000e-001	2.936244e-003
2.999999999999911e-001	3.000000e-001	2.957645e-003
3.099999999999911e-001	3.100000e-001	2.979099e-003
3.199999999999911e-001	3.200000e-001	3.000605e-003
3.299999999999911e-001	3.300000e-001	3.022164e-003
3.399999999999911e-001	3.400000e-001	3.043775e-003
3.499999999999912e-001	3.500000e-001	3.065438e-003
3.599999999999912e-001	3.600000e-001	3.087152e-003
3.699999999999912e-001	3.700000e-001	3.108919e-003
3.799999999999912e-001	3.800000e-001	3.130736e-003
3.899999999999912e-001	3.900000e-001	3.152605e-003
3.999999999999912e-001	4.000000e-001	3.174525e-003
4.099999999999912e-001	4.100000e-001	3.196496e-003
4.199999999999912e-001	4.200000e-001	3.218517e-003
4.299999999999912e-001	4.300000e-001	3.240589e-003
4.399999999999912e-001	4.400000e-001	3.262711e-003
4.499999999999912e-001	4.500000e-001	3.284884e-003
4.599999999999913e-001	4.600000e-001	3.307106e-003
4.699999999999913e-001	4.700000e-001	3.329379e-003
4.799999999999913e-001	4.800000e-001	3.351701e-003
4.899999999999913e-001	4.900000e-001	3.374073e-003
4.999999999999913e-001	5.000000e-001	3.396494e-003
5.099999999999912e-001	5.100000e-001	3.418964e-003
5.199999999999913e-001	5.200000e-001	3.441483e-003
5.299999999999913e-001	5.300000e-001	3.464051e-003
5.399999999999913e-001	5.400000e-001	3.486668e-003
5.499999999999913e-001	5.500000e-001	3.509333e-003
5.599999999999913e-001	5.600000e-001	3.532047e-003
5.699999999999913e-001	5.700000e-001	3.554809e-003
5.799999999999913e-001	5.800000e-001	3.577619e-003
5.899999999999913e-001	5.900000e-001	3.600477e-003
5.999999999999913e-001	6.000000e-001	3.623383e-003
6.099999999999913e-001	6.100000e-001	3.646336e-003
6.199999999999913e-001	6.200000e-001	3.669337e-003
6.299999999999913e-001	6.300000e-001	3.692385e-003
6.399999999999914e-001	6.400000e-001	3.715480e-003
6.499999999999914e-001	6.500000e-001	3.738622e-003
6.599999999999914e-001	6.600000e-001	3.761811e-003
6.699999999999914e-001	6.700000e-001	3.785047e-003
6.799999999999914e-001	6.800000e-001	3.808329e-003
6.899999999999914e-001	6.900000e-001	3.831657e-003
6.999999999999914e-001	7.000000e-001	3.855032e-003
7.099999999999914e-001	7.100000e-001	3.878453e-003
7.199999999999914e-001	7.200000e-001	3.901920e-003
7.299999999999914e-001	7.300000e-001	3.925432e-003
7.399999999999914e-001	7.400000e-001	3.948990e-003
7.499999999999915e-001	7.500000e-001	3.972594e-003
7.599999999999915e-001	7.600000e-001	3.996243e-003
7.699999999999915e-001	7.700000e-001	4.019937e-003
7.799999999999915e-001	7.800000e-001	4.043677e-003
7.899999999999915e-001	7.900000e-001	4.067461e-003
7.999999999999915e-001	8.000000e-001	4.091290e-003
