vcc	V(ce)	Ic(Q1)
5.100000000000003e-001	5.100000e-001	1.063897e-004
5.150000000000004e-001	5.150000e-001	1.063983e-004
5.200000000000004e-001	5.200000e-001	1.064069e-004
5.250000000000004e-001	5.250000e-001	1.064155e-004
5.300000000000004e-001	5.300000e-001	1.064241e-004
5.350000000000004e-001	5.350000e-001	1.064327e-004
5.400000000000004e-001	5.400000e-001	1.064413e-004
5.450000000000004e-001	5.450000e-001	1.064499e-004
5.500000000000004e-001	5.500000e-001	1.064585e-004
5.550000000000004e-001	5.550000e-001	1.064671e-004
5.600000000000004e-001	5.600000e-001	1.064758e-004
5.650000000000004e-001	5.650000e-001	1.064844e-004
5.700000000000004e-001	5.700000e-001	1.064930e-004
5.750000000000004e-001	5.750000e-001	1.065016e-004
5.800000000000004e-001	5.800000e-001	1.065102e-004
5.850000000000004e-001	5.850000e-001	1.065188e-004
5.900000000000004e-001	5.900000e-001	1.065274e-004
5.950000000000004e-001	5.950000e-001	1.065360e-004
6.000000000000004e-001	6.000000e-001	1.065446e-004
6.050000000000004e-001	6.050000e-001	1.065532e-004
6.100000000000004e-001	6.100000e-001	1.065618e-004
6.150000000000004e-001	6.150000e-001	1.065704e-004
6.200000000000004e-001	6.200000e-001	1.065790e-004
6.250000000000004e-001	6.250000e-001	1.065876e-004
6.300000000000005e-001	6.300000e-001	1.065962e-004
6.350000000000005e-001	6.350000e-001	1.066048e-004
6.400000000000005e-001	6.400000e-001	1.066134e-004
6.450000000000005e-001	6.450000e-001	1.066220e-004
6.500000000000005e-001	6.500000e-001	1.066306e-004
6.550000000000005e-001	6.550000e-001	1.066392e-004
6.600000000000005e-001	6.600000e-001	1.066478e-004
6.650000000000005e-001	6.650000e-001	1.066564e-004
6.700000000000005e-001	6.700000e-001	1.066650e-004
6.750000000000005e-001	6.750000e-001	1.066736e-004
6.800000000000005e-001	6.800000e-001	1.066822e-004
6.850000000000005e-001	6.850000e-001	1.066908e-004
6.900000000000005e-001	6.900000e-001	1.066994e-004
6.950000000000005e-001	6.950000e-001	1.067080e-004
7.000000000000000e-001	7.000000e-001	1.067166e-004
