time	V(vd)	V(n001)	I(D1)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.657142652205690e-009	7.893190e-006	1.148925e-004	1.038828e-008
7.314285304411379e-009	2.426980e-005	2.297851e-004	1.995294e-008
1.097142795661707e-008	4.912984e-005	3.446776e-004	2.869396e-008
1.462857060882276e-008	8.247330e-005	4.595701e-004	3.661137e-008
1.828571326102845e-008	1.243002e-004	5.744626e-004	4.370514e-008
2.194285591323414e-008	1.746105e-004	6.893552e-004	4.997529e-008
2.559999856543982e-008	2.334042e-004	8.042477e-004	5.542181e-008
5.119999713087964e-008	7.178814e-004	1.608495e-003	8.646774e-008
7.720045332186926e-008	1.345216e-003	2.425324e-003	1.048652e-007
1.107536237840515e-007	2.279913e-003	3.479427e-003	1.164579e-007
1.462666012183566e-007	3.339922e-003	4.595100e-003	1.218620e-007
2.917789490455748e-007	7.865872e-003	9.166501e-003	1.262745e-007
1.483125919026686e-006	4.522190e-002	4.659310e-002	1.330788e-007
2.844665313290813e-006	8.773910e-002	8.936304e-002	1.572981e-007
5.567744101819066e-006	1.682191e-001	1.748802e-001	6.438272e-007
1.101390167887558e-005	2.992989e-001	3.457358e-001	4.499680e-006
1.595317257388269e-005	3.733208e-001	5.003449e-001	1.232073e-005
2.095264158040652e-005	4.099395e-001	6.563469e-001	2.390150e-005
2.852929957602047e-005	4.395877e-001	8.914822e-001	4.382928e-005
3.652253288488293e-005	4.585669e-001	1.137345e+000	6.575798e-005
5.250899950260785e-005	4.818348e-001	1.619855e+000	1.099818e-004
7.250899950260785e-005	5.011884e-001	2.199950e+000	1.640963e-004
9.250899950260785e-005	5.143456e-001	2.745350e+000	2.155732e-004
1.125089995026079e-004	5.236686e-001	3.247455e+000	2.632203e-004
1.325089995026079e-004	5.305743e-001	3.698346e+000	3.061422e-004
1.525089995026079e-004	5.358655e-001	4.090911e+000	3.435871e-004
1.725089995026079e-004	5.398790e-001	4.418961e+000	3.749201e-004
1.925089995026079e-004	5.428119e-001	4.677320e+000	3.996194e-004
2.125089995026079e-004	5.447986e-001	4.861916e+000	4.172775e-004
2.325089995026079e-004	5.459554e-001	4.969836e+000	4.279279e-004
2.490853850879432e-004	5.462986e-001	4.999918e+000	4.311548e-004
2.646600514226356e-004	5.460553e-001	4.978804e+000	4.288811e-004
2.846600514226356e-004	5.450073e-001	4.881902e+000	4.191896e-004
3.046600514226356e-004	5.431481e-001	4.708011e+000	4.025542e-004
3.246600514226356e-004	5.403550e-001	4.459871e+000	3.788293e-004
3.446600514226356e-004	5.365000e-001	4.141397e+000	3.484059e-004
3.646600514226356e-004	5.313761e-001	3.757609e+000	3.117900e-004
3.846600514226356e-004	5.246428e-001	3.314563e+000	2.696002e-004
4.046600514226356e-004	5.157065e-001	2.819243e+000	2.225708e-004
4.246600514226356e-004	5.034143e-001	2.279463e+000	1.715732e-004
4.446600514226356e-004	4.846980e-001	1.703734e+000	1.177189e-004
4.646600514226356e-004	4.453751e-001	1.101136e+000	6.325452e-005
4.846600514226356e-004	3.258720e-001	4.811729e-001	1.497545e-005
4.939462257242533e-004	1.631207e-001	1.901391e-001	2.608361e-006
5.038922241142276e-004	-1.212820e-001	-1.222656e-001	-9.037662e-008
5.102462107828427e-004	-3.203588e-001	-3.216719e-001	-1.149379e-007
5.166441262587142e-004	-5.203443e-001	-5.219381e-001	-1.085802e-007
5.294399572104574e-004	-9.160992e-001	-9.196182e-001	-9.820263e-008
5.494399572104575e-004	-1.521436e+000	-1.528342e+000	-8.549604e-008
5.694399572104575e-004	-2.103860e+000	-2.112963e+000	-7.505006e-008
5.894399572104576e-004	-2.653079e+000	-2.664262e+000	-6.589868e-008
6.094399572104576e-004	-3.160440e+000	-3.173544e+000	-5.742676e-008
6.294399572104577e-004	-3.617945e+000	-3.632776e+000	-4.932887e-008
6.494399572104577e-004	-4.018384e+000	-4.034719e+000	-4.143035e-008
6.694399572104578e-004	-4.355442e+000	-4.373030e+000	-3.363805e-008
6.894399572104578e-004	-4.623806e+000	-4.642377e+000	-2.589526e-008
7.094399572104579e-004	-4.819246e+000	-4.838511e+000	-1.817468e-008
7.294399572104579e-004	-4.943240e+000	-4.958338e+000	-1.046634e-008
7.447918417469297e-004	-4.983452e+000	-4.997323e+000	-4.544945e-009
7.630636400818304e-004	-4.965246e+000	-4.983166e+000	2.506304e-009
7.830636400818305e-004	-4.873309e+000	-4.892493e+000	1.021723e-008
8.030636400818306e-004	-4.706219e+000	-4.724661e+000	1.793398e-008
8.230636400818306e-004	-4.464911e+000	-4.482320e+000	2.566565e-008
8.430636400818307e-004	-4.153195e+000	-4.169289e+000	3.343372e-008
8.630636400818307e-004	-3.775986e+000	-3.790506e+000	4.128283e-008
8.830636400818308e-004	-3.339236e+000	-3.351945e+000	4.928844e-008
9.030636400818308e-004	-2.849836e+000	-2.860521e+000	5.759026e-008
9.230636400818309e-004	-2.315507e+000	-2.323985e+000	6.642998e-008
9.430636400818309e-004	-1.744682e+000	-1.750799e+000	7.627747e-008
9.630636400818310e-004	-1.146375e+000	-1.150002e+000	8.810009e-008
9.830636400818310e-004	-5.301015e-001	-5.310678e-001	1.094818e-007
1.003063640081831e-003	7.328531e-002	9.624115e-002	2.229596e-006
1.013455105826277e-003	3.187054e-001	4.222013e-001	1.002068e-005
1.020700227129706e-003	4.051140e-001	6.484848e-001	2.359498e-005
1.028305215438142e-003	4.385315e-001	8.845543e-001	4.324556e-005
1.037320355483507e-003	4.600770e-001	1.161738e+000	6.798160e-005
1.050988008970694e-003	4.803639e-001	1.574575e+000	1.058075e-004
1.070988008970694e-003	4.999811e-001	2.156940e+000	1.600549e-004
1.090988008970694e-003	5.135335e-001	2.705289e+000	2.117804e-004
1.110988008970694e-003	5.230700e-001	3.210974e+000	2.597525e-004
1.130988008970695e-003	5.301115e-001	3.666021e+000	3.030617e-004
1.150988008970695e-003	5.355105e-001	4.063251e+000	3.409468e-004
1.170988008970695e-003	5.396138e-001	4.396402e+000	3.727645e-004
1.190988008970695e-003	5.426235e-001	4.660219e+000	3.979840e-004
1.210988008970695e-003	5.446786e-001	4.850542e+000	4.161892e-004
1.230988008970695e-003	5.459086e-001	4.964368e+000	4.274945e-004
1.246608789328278e-003	5.462830e-001	4.998865e+000	4.310092e-004
1.263739388606021e-003	5.460663e-001	4.981380e+000	4.289808e-004
1.283739388606021e-003	5.450725e-001	4.888070e+000	4.197797e-004
1.303739388606021e-003	5.432536e-001	4.717671e+000	4.034782e-004
1.323739388606021e-003	5.405056e-001	4.472872e+000	3.800720e-004
1.343739388606021e-003	5.367033e-001	4.157533e+000	3.499467e-004
1.363739388606021e-003	5.316440e-001	3.776628e+000	3.136030e-004
1.383739388606021e-003	5.249951e-001	3.336162e+000	2.716546e-004
1.403739388606021e-003	5.161795e-001	2.843083e+000	2.248301e-004
1.423739388606021e-003	5.040820e-001	2.305168e+000	1.739935e-004
1.443739388606021e-003	4.857886e-001	1.730898e+000	1.202390e-004
1.463739388606021e-003	4.485261e-001	1.129331e+000	6.567409e-005
1.483739388606022e-003	3.332137e-001	5.099539e-001	1.704173e-005
1.493927401046957e-003	1.594545e-001	1.907300e-001	3.018301e-006
1.504119715976165e-003	-1.284285e-001	-1.294102e-001	-8.977280e-008
1.510477311464834e-003	-3.276058e-001	-3.289168e-001	-1.146718e-007
1.516779118212917e-003	-5.245730e-001	-5.261556e-001	-1.086356e-007
1.529382731709084e-003	-9.143695e-001	-9.178510e-001	-9.816873e-008
1.549382731709084e-003	-1.519730e+000	-1.526630e+000	-8.553349e-008
1.569382731709084e-003	-2.102236e+000	-2.111334e+000	-7.507437e-008
1.589382731709084e-003	-2.651563e+000	-2.662741e+000	-6.592618e-008
1.609382731709084e-003	-3.159056e+000	-3.172154e+000	-5.744847e-008
1.629382731709084e-003	-3.616714e+000	-3.631541e+000	-4.935315e-008
1.649382731709084e-003	-4.017326e+000	-4.033656e+000	-4.145160e-008
1.669382731709084e-003	-4.354573e+000	-4.372158e+000	-3.366113e-008
1.689382731709084e-003	-4.623141e+000	-4.641709e+000	-2.591672e-008
1.709382731709084e-003	-4.818794e+000	-4.838057e+000	-1.819723e-008
