time	V(vd)	V(n001)	I(D1)
1.729382731709084e-003	-4.942973e+000	-4.958106e+000	-1.050656e-008
1.744770571842370e-003	-4.983387e+000	-4.997301e+000	-4.566017e-009
1.763055727268275e-003	-4.965253e+000	-4.983187e+000	2.508935e-009
1.783055727268275e-003	-4.873359e+000	-4.892544e+000	1.021425e-008
1.803055727268275e-003	-4.706299e+000	-4.724743e+000	1.793058e-008
1.823055727268275e-003	-4.465021e+000	-4.482430e+000	2.566305e-008
1.843055727268276e-003	-4.153332e+000	-4.169426e+000	3.342987e-008
1.863055727268276e-003	-3.776148e+000	-3.790668e+000	4.128069e-008
1.883055727268276e-003	-3.339420e+000	-3.352129e+000	4.928396e-008
1.903055727268276e-003	-2.850039e+000	-2.860725e+000	5.758868e-008
1.923055727268276e-003	-2.315726e+000	-2.324205e+000	6.642401e-008
1.943055727268276e-003	-1.744914e+000	-1.751032e+000	7.627662e-008
1.963055727268276e-003	-1.146616e+000	-1.150243e+000	8.808983e-008
1.983055727268276e-003	-5.305125e-001	-5.313150e-001	1.047625e-007
2.000000000000000e-003	-8.977118e-004	-2.449294e-015	1.134167e-007
