time	V(vd)	V(n001)	I(D1)
4.916786283414192e-008	5.286800e-001	4.992648e+000	4.332753e-004
5.359643426271336e-008	5.328569e-001	4.964338e+000	4.301220e-004
5.802500569128478e-008	5.358446e-001	4.842986e+000	4.180531e-004
6.245357711985621e-008	5.376430e-001	4.628591e+000	3.970686e-004
6.688214854842764e-008	5.382523e-001	4.321153e+000	3.671684e-004
7.131071997699906e-008	5.376723e-001	3.920673e+000	3.283527e-004
7.359643426271334e-008	5.371702e-001	3.684367e+000	3.054648e-004
7.588214854842761e-008	5.363588e-001	3.432553e+000	2.811017e-004
7.816786283414189e-008	5.352379e-001	3.165230e+000	2.552632e-004
8.045357711985617e-008	5.338076e-001	2.882398e+000	2.279495e-004
8.273929140557045e-008	5.320680e-001	2.584058e+000	1.991604e-004
8.502500569128471e-008	5.300189e-001	2.270209e+000	1.688962e-004
8.731071997699899e-008	5.276604e-001	1.940852e+000	1.371566e-004
9.031071997699898e-008	5.238583e-001	1.498593e+000	9.459856e-005
9.331071997699896e-008	5.192159e-001	1.043033e+000	5.083102e-005
9.531071997699896e-008	5.155644e-001	7.339290e-001	2.118287e-005
9.631071997699895e-008	5.135446e-001	5.782142e-001	6.264762e-006
9.931071997699894e-008	5.065585e-001	1.082634e-001	-3.867199e-005
1.023107199769989e-007	4.977989e-001	-3.626483e-001	-8.352982e-005
1.035964342627132e-007	4.939312e-001	-5.645324e-001	-1.027500e-004
1.048821485484275e-007	4.889778e-001	-7.646875e-001	-1.216968e-004
1.061678628341418e-007	4.829386e-001	-9.631138e-001	-1.403703e-004
1.074535771198561e-007	4.758138e-001	-1.159811e+000	-1.587704e-004
1.087392914055703e-007	4.676031e-001	-1.354780e+000	-1.768973e-004
1.100250056912846e-007	4.583068e-001	-1.548020e+000	-1.947508e-004
1.113107199769989e-007	4.479247e-001	-1.739530e+000	-2.123309e-004
1.123107199769989e-007	4.371245e-001	-1.885915e+000	-2.254896e-004
1.133107199769989e-007	4.237055e-001	-2.030438e+000	-2.382119e-004
1.143107199769989e-007	4.064273e-001	-2.172957e+000	-2.503623e-004
1.153107199769989e-007	3.833252e-001	-2.313332e+000	-2.617351e-004
1.163107199769989e-007	3.516092e-001	-2.451423e+000	-2.720585e-004
1.173107199769989e-007	3.087575e-001	-2.587096e+000	-2.810763e-004
1.183107199769989e-007	2.547312e-001	-2.720216e+000	-2.887555e-004
1.193107199769989e-007	1.920762e-001	-2.850650e+000	-2.953361e-004
1.203107199769989e-007	1.235226e-001	-2.978272e+000	-3.010725e-004
1.213107199769989e-007	5.062281e-002	-3.102954e+000	-3.060978e-004
1.223107199769989e-007	-2.598017e-002	-3.224575e+000	-3.104656e-004
1.233107199769989e-007	-1.060411e-001	-3.343013e+000	-3.141888e-004
1.243107199769988e-007	-1.894107e-001	-3.458151e+000	-3.172705e-004
1.253107199769988e-007	-2.759485e-001	-3.569877e+000	-3.197133e-004
1.263107199769988e-007	-3.655018e-001	-3.678080e+000	-3.215213e-004
1.273107199769988e-007	-4.579023e-001	-3.782653e+000	-3.227007e-004
1.293107199769988e-007	-6.504926e-001	-3.980501e+000	-3.232064e-004
1.313107199769988e-007	-8.520750e-001	-4.162640e+000	-3.213143e-004
1.343107199769988e-007	-1.167241e+000	-4.404838e+000	-3.142242e-004
1.373107199769988e-007	-1.491666e+000	-4.607938e+000	-3.024403e-004
1.403107199769988e-007	-1.818140e+000	-4.770138e+000	-2.864875e-004
1.433107199769988e-007	-2.139382e+000	-4.889998e+000	-2.669330e-004
1.453107199769988e-007	-2.351164e+000	-4.945899e+000	-2.517975e-004
1.473107199769988e-007	-2.551325e+000	-4.982152e+000	-2.358833e-004
1.493107199769987e-007	-2.739863e+000	-4.998758e+000	-2.191904e-004
1.513107199769987e-007	-2.916779e+000	-4.995715e+000	-2.017188e-004
1.533107199769987e-007	-3.082072e+000	-4.973026e+000	-1.834686e-004
1.553107199769987e-007	-3.235743e+000	-4.930689e+000	-1.644397e-004
1.573107199769987e-007	-3.377792e+000	-4.868704e+000	-1.446321e-004
1.588821485484273e-007	-3.475850e+000	-4.806043e+000	-1.290297e-004
1.604535771198558e-007	-3.562899e+000	-4.732202e+000	-1.134111e-004
1.620250056912844e-007	-3.638939e+000	-4.647180e+000	-9.777603e-005
1.635964342627130e-007	-3.703969e+000	-4.550977e+000	-8.212466e-005
1.651678628341415e-007	-3.757990e+000	-4.443594e+000	-6.645695e-005
1.667392914055701e-007	-3.801002e+000	-4.325030e+000	-5.077289e-005
1.683107199769987e-007	-3.833004e+000	-4.195286e+000	-3.507248e-005
1.703107199769987e-007	-3.856685e+000	-4.016204e+000	-1.539103e-005
1.713107199769986e-007	-3.861623e+000	-3.920673e+000	-5.638994e-006
1.723107199769986e-007	-3.861989e+000	-3.821272e+000	4.044784e-006
1.733107199769986e-007	-3.857818e+000	-3.718100e+000	1.365400e-005
1.753107199769986e-007	-3.836033e+000	-3.500854e+000	3.262558e-005
1.783107199769986e-007	-3.770586e+000	-3.149362e+000	6.038857e-005
1.813107199769986e-007	-3.667521e+000	-2.769916e+000	8.721258e-005
1.831678628341414e-007	-3.583963e+000	-2.520205e+000	1.033379e-004
1.850250056912843e-007	-3.489406e+000	-2.264159e+000	1.190102e-004
1.868821485484272e-007	-3.383850e+000	-2.001780e+000	1.342296e-004
1.887392914055700e-007	-3.267296e+000	-1.733066e+000	1.489959e-004
1.905964342627129e-007	-3.139744e+000	-1.458018e+000	1.633093e-004
1.924535771198557e-007	-3.001193e+000	-1.176636e+000	1.771697e-004
1.943107199769985e-007	-2.851644e+000	-8.889194e-001	1.905771e-004
1.951678628341414e-007	-2.780547e+000	-7.558756e-001	1.965881e-004
1.960250056912843e-007	-2.708048e+000	-6.225260e-001	2.024928e-004
1.968821485484271e-007	-2.634150e+000	-4.888708e-001	2.082912e-004
1.977392914055700e-007	-2.558851e+000	-3.549099e-001	2.139834e-004
1.985964342627128e-007	-2.482151e+000	-2.206433e-001	2.195692e-004
1.994535771198557e-007	-2.404051e+000	-8.607098e-002	2.250487e-004
2.003107199769985e-007	-2.324550e+000	4.880701e-002	2.304219e-004
2.013107199769985e-007	-2.230338e+000	2.062144e-001	2.365535e-004
2.023107199769985e-007	-2.135189e+000	3.630330e-001	2.425371e-004
2.033107199769985e-007	-2.039105e+000	5.192630e-001	2.483728e-004
2.043107199769985e-007	-1.942085e+000	6.749042e-001	2.540604e-004
2.053107199769985e-007	-1.844129e+000	8.299568e-001	2.596001e-004
2.063107199769985e-007	-1.745237e+000	9.844206e-001	2.649917e-004
2.073107199769985e-007	-1.645410e+000	1.138296e+000	2.702354e-004
2.088821485484271e-007	-1.486914e+000	1.378563e+000	2.781686e-004
2.104535771198556e-007	-1.329477e+000	1.614070e+000	2.857426e-004
2.120250056912842e-007	-1.173099e+000	1.844818e+000	2.929574e-004
2.135964342627128e-007	-1.017779e+000	2.070807e+000	2.998131e-004
2.151678628341413e-007	-8.635187e-001	2.292036e+000	3.063096e-004
2.167392914055699e-007	-7.103169e-001	2.508505e+000	3.124469e-004
2.183107199769984e-007	-5.581740e-001	2.720216e+000	3.182251e-004
2.203107199769984e-007	-3.709338e-001	2.978272e+000	3.250943e-004
2.213107199769984e-007	-2.795586e-001	3.102954e+000	3.283250e-004
2.223107199769984e-007	-1.898767e-001	3.224575e+000	3.314229e-004
2.233107199769984e-007	-1.020371e-001	3.343013e+000	3.343908e-004
2.243107199769984e-007	-1.619857e-002	3.458151e+000	3.372327e-004
2.253107199769984e-007	6.742807e-002	3.569877e+000	3.399582e-004
2.263107199769984e-007	1.483681e-001	3.678080e+000	3.426027e-004
2.273107199769984e-007	2.251014e-001	3.782653e+000	3.453058e-004
2.283107199769984e-007	2.936680e-001	3.883493e+000	3.484392e-004
2.293107199769984e-007	3.487037e-001	3.980501e+000	3.525097e-004
2.303107199769984e-007	3.881725e-001	4.073580e+000	3.577106e-004
2.313107199769984e-007	4.151136e-001	4.162640e+000	3.637390e-004
2.323107199769984e-007	4.340760e-001	4.247591e+000	3.701472e-004
2.333107199769984e-007	4.482639e-001	4.328350e+000	3.766146e-004
2.353107199769984e-007	4.683411e-001	4.476978e+000	3.890856e-004
2.383107199769984e-007	4.874598e-001	4.666628e+000	4.056334e-004
2.408821485484270e-007	4.974385e-001	4.797061e+000	4.173247e-004
2.434535771198556e-007	5.060798e-001	4.895228e+000	4.260138e-004
2.460250056912842e-007	5.133838e-001	4.961127e+000	4.317010e-004
2.485964342627129e-007	5.193504e-001	4.994760e+000	4.343861e-004
2.511678628341415e-007	5.239797e-001	4.996126e+000	4.340692e-004
2.537392914055701e-007	5.272717e-001	4.965225e+000	4.307502e-004
2.563107199769987e-007	5.292264e-001	4.902057e+000	4.244292e-004
2.594535771198559e-007	5.316803e-001	4.775389e+000	4.118962e-004
2.625964342627132e-007	5.335125e-001	4.607482e+000	3.954207e-004
2.657392914055704e-007	5.347231e-001	4.398336e+000	3.750028e-004
2.688821485484276e-007	5.353120e-001	4.147951e+000	3.506424e-004
2.720250056912848e-007	5.352794e-001	3.856327e+000	3.223395e-004
2.751678628341420e-007	5.346250e-001	3.523464e+000	2.900942e-004
2.783107199769992e-007	5.333490e-001	3.149362e+000	2.539064e-004
2.801678628341421e-007	5.323868e-001	2.915385e+000	2.312892e-004
2.820250056912850e-007	5.311659e-001	2.673622e+000	2.079415e-004
2.838821485484279e-007	5.296862e-001	2.424074e+000	1.838631e-004
2.857392914055708e-007	5.279478e-001	2.166739e+000	1.590541e-004
2.875964342627137e-007	5.259506e-001	1.901619e+000	1.335145e-004
2.894535771198566e-007	5.236947e-001	1.628712e+000	1.072443e-004
2.913107199769995e-007	5.211802e-001	1.348020e+000	8.024344e-005
2.943107199769996e-007	5.162704e-001	8.889194e-001	3.615824e-005
2.963107199769996e-007	5.123817e-001	5.782142e-001	6.377674e-006
2.993107199769997e-007	5.053951e-001	1.082634e-001	-3.855903e-005
3.023107199769998e-007	4.965918e-001	-3.626483e-001	-8.341262e-005
3.035964342627141e-007	4.927169e-001	-5.645324e-001	-1.026321e-004
3.048821485484284e-007	4.877158e-001	-7.646875e-001	-1.215743e-004
3.061678628341427e-007	4.815884e-001	-9.631138e-001	-1.402392e-004
3.074535771198570e-007	4.743348e-001	-1.159811e+000	-1.586268e-004
3.087392914055713e-007	4.659550e-001	-1.354780e+000	-1.767372e-004
3.100250056912856e-007	4.564489e-001	-1.548020e+000	-1.945703e-004
3.113107199770000e-007	4.458166e-001	-1.739530e+000	-2.121261e-004
3.123107199770000e-007	4.346776e-001	-1.885915e+000	-2.252517e-004
3.133107199770000e-007	4.207667e-001	-2.030438e+000	-2.379260e-004
3.143107199770000e-007	4.027555e-001	-2.172957e+000	-2.500047e-004
3.153107199770000e-007	3.784819e-001	-2.313332e+000	-2.612721e-004
3.163107199770001e-007	3.450077e-001	-2.451423e+000	-2.714340e-004
3.173107199770001e-007	3.002357e-001	-2.587096e+000	-2.802585e-004
3.183107199770001e-007	2.448220e-001	-2.720216e+000	-2.877959e-004
3.193107199770001e-007	1.814499e-001	-2.850650e+000	-2.943060e-004
3.203107199770002e-007	1.125786e-001	-2.978272e+000	-3.000102e-004
3.213107199770002e-007	3.953202e-002	-3.102954e+000	-3.050210e-004
3.223107199770002e-007	-3.715821e-002	-3.224575e+000	-3.093804e-004
3.233107199770002e-007	-1.172779e-001	-3.343013e+000	-3.130978e-004
3.243107199770002e-007	-2.006852e-001	-3.458151e+000	-3.161758e-004
3.253107199770003e-007	-2.872410e-001	-3.569877e+000	-3.186169e-004
3.263107199770003e-007	-3.767932e-001	-3.678080e+000	-3.204251e-004
3.273107199770003e-007	-4.691737e-001	-3.782653e+000	-3.216063e-004
3.293107199770004e-007	-6.616694e-001	-3.980501e+000	-3.221213e-004
3.313107199770004e-007	-8.630879e-001	-4.162640e+000	-3.202450e-004
3.343107199770005e-007	-1.177891e+000	-4.404838e+000	-3.131903e-004
3.373107199770005e-007	-1.501832e+000	-4.607938e+000	-3.014533e-004
3.403107199770006e-007	-1.827730e+000	-4.770138e+000	-2.855565e-004
3.433107199770007e-007	-2.148327e+000	-4.889998e+000	-2.660646e-004
3.453107199770007e-007	-2.359642e+000	-4.945899e+000	-2.509744e-004
3.473107199770008e-007	-2.559337e+000	-4.982152e+000	-2.351054e-004
3.493107199770008e-007	-2.747412e+000	-4.998758e+000	-2.184574e-004
3.513107199770008e-007	-2.923868e+000	-4.995715e+000	-2.010305e-004
3.533107199770009e-007	-3.088704e+000	-4.973026e+000	-1.828247e-004
3.553107199770009e-007	-3.241920e+000	-4.930689e+000	-1.638400e-004
3.573107199770010e-007	-3.383516e+000	-4.868704e+000	-1.440764e-004
3.588821485484296e-007	-3.481237e+000	-4.806043e+000	-1.285067e-004
3.604535771198582e-007	-3.567962e+000	-4.732202e+000	-1.129195e-004
3.620250056912868e-007	-3.643691e+000	-4.647180e+000	-9.731470e-005
3.635964342627154e-007	-3.708422e+000	-4.550977e+000	-8.169231e-005
3.651678628341440e-007	-3.762158e+000	-4.443594e+000	-6.605234e-005
3.667392914055726e-007	-3.804896e+000	-4.325030e+000	-5.039478e-005
3.683107199770012e-007	-3.836638e+000	-4.195286e+000	-3.471965e-005
3.703107199770013e-007	-3.860009e+000	-4.016204e+000	-1.506834e-005
3.713107199770013e-007	-3.864799e+000	-3.920673e+000	-5.330588e-006
3.723107199770013e-007	-3.865024e+000	-3.821272e+000	4.339422e-006
3.733107199770013e-007	-3.860716e+000	-3.718100e+000	1.393539e-005
3.753107199770014e-007	-3.838673e+000	-3.500854e+000	3.288195e-005
3.783107199770014e-007	-3.772877e+000	-3.149362e+000	6.061102e-005
3.813107199770015e-007	-3.669505e+000	-2.769916e+000	8.740516e-005
3.831678628341444e-007	-3.585777e+000	-2.520205e+000	1.035141e-004
3.850250056912873e-007	-3.491063e+000	-2.264159e+000	1.191711e-004
3.868821485484302e-007	-3.385361e+000	-2.001780e+000	1.343763e-004
3.887392914055731e-007	-3.268673e+000	-1.733066e+000	1.491296e-004
3.905964342627160e-007	-3.140998e+000	-1.458018e+000	1.634311e-004
3.924535771198589e-007	-3.002336e+000	-1.176636e+000	1.772807e-004
3.943107199770018e-007	-2.852687e+000	-8.889194e-001	1.906784e-004
3.983107199770019e-007	-2.508532e+000	-2.652269e-001	2.178030e-004
3.993107199770019e-007	-2.417854e+000	-1.082634e-001	2.242342e-004
4.000000000000000e-007	-2.354575e+000	-2.449294e-015	-1.#QNAN0e+000
