vin	V(gs)	Id(M1)
-2.431749999999957e+000	-2.431750e+000	2.338560e-011
-2.431599999999957e+000	-2.431600e+000	2.339982e-011
-2.431449999999957e+000	-2.431450e+000	2.341403e-011
-2.431299999999957e+000	-2.431300e+000	2.342837e-011
-2.431149999999957e+000	-2.431150e+000	2.344267e-011
-2.430999999999957e+000	-2.431000e+000	2.345706e-011
-2.430849999999956e+000	-2.430850e+000	2.347154e-011
-2.430699999999956e+000	-2.430700e+000	2.348606e-011
-2.430549999999956e+000	-2.430550e+000	2.350067e-011
-2.430399999999956e+000	-2.430400e+000	2.351528e-011
-2.430249999999956e+000	-2.430250e+000	2.352998e-011
-2.430099999999956e+000	-2.430100e+000	2.354477e-011
-2.429949999999956e+000	-2.429950e+000	2.355960e-011
-2.429799999999956e+000	-2.429800e+000	2.357456e-011
-2.429649999999956e+000	-2.429650e+000	2.358949e-011
-2.429499999999956e+000	-2.429500e+000	2.360450e-011
-2.429349999999956e+000	-2.429350e+000	2.361955e-011
-2.429199999999955e+000	-2.429200e+000	2.363474e-011
-2.429049999999955e+000	-2.429050e+000	2.364993e-011
-2.428899999999955e+000	-2.428900e+000	2.366520e-011
-2.428749999999955e+000	-2.428750e+000	2.368057e-011
-2.428599999999955e+000	-2.428600e+000	2.369598e-011
-2.428449999999955e+000	-2.428450e+000	2.371148e-011
-2.428299999999955e+000	-2.428300e+000	2.372698e-011
