time	V(vd)	V(n001)	I(R1)
4.979324175054191e-008	5.243838e-001	2.991226e+000	-2.392128e-004
5.179324175054192e-008	5.235289e-001	2.465484e+000	-1.883032e-004
5.279324175054192e-008	5.228060e-001	2.187488e+000	-1.614101e-004
5.379324175054192e-008	5.218775e-001	1.900859e+000	-1.336997e-004
5.479324175054193e-008	5.207342e-001	1.606729e+000	-1.052825e-004
5.579324175054193e-008	5.193646e-001	1.306257e+000	-7.627220e-005
5.679324175054193e-008	5.177544e-001	1.000630e+000	-4.678530e-005
5.779324175054193e-008	5.158856e-001	6.910543e-001	-1.694047e-005
5.879324175054194e-008	5.137361e-001	3.787511e-001	1.314162e-005
6.179324175054192e-008	5.052903e-001	-5.621723e-001	1.035833e-004
6.379324175054191e-008	4.975133e-001	-1.180432e+000	1.627942e-004
6.579324175054191e-008	4.872454e-001	-1.780076e+000	2.199577e-004
6.779324175054190e-008	4.731539e-001	-2.351646e+000	2.740272e-004
6.979324175054189e-008	4.522918e-001	-2.886130e+000	3.238422e-004
7.079324175054188e-008	4.372188e-001	-3.136804e+000	3.466920e-004
7.179324175054188e-008	4.163144e-001	-3.375098e+000	3.677750e-004
7.279324175054188e-008	3.847978e-001	-3.600072e+000	3.865357e-004
7.379324175054187e-008	3.356128e-001	-3.810838e+000	4.022030e-004
7.479324175054187e-008	2.647892e-001	-4.006565e+000	4.143108e-004
7.579324175054186e-008	1.761486e-001	-4.186480e+000	4.231551e-004
7.679324175054186e-008	7.660486e-002	-4.349872e+000	4.293384e-004
7.779324175054185e-008	-2.987378e-002	-4.496098e+000	4.331833e-004
7.879324175054185e-008	-1.418667e-001	-4.624579e+000	4.347718e-004
7.979324175054185e-008	-2.585879e-001	-4.734810e+000	4.341311e-004
8.079324175054184e-008	-3.793161e-001	-4.826354e+000	4.312889e-004
8.279324175054183e-008	-6.296203e-001	-4.952014e+000	4.191755e-004
8.479324175054182e-008	-8.858811e-001	-4.999578e+000	3.989091e-004
8.679324175054182e-008	-1.140568e+000	-4.968296e+000	3.711481e-004
8.879324175054181e-008	-1.385907e+000	-4.858660e+000	3.366951e-004
9.079324175054180e-008	-1.614269e+000	-4.672401e+000	2.964585e-004
9.279324175054179e-008	-1.818532e+000	-4.412455e+000	2.514146e-004
9.479324175054178e-008	-1.992393e+000	-4.082922e+000	2.025729e-004
9.679324175054177e-008	-2.130618e+000	-3.688999e+000	1.509458e-004
9.879324175054176e-008	-2.229224e+000	-3.236898e+000	9.752240e-005
1.007932417505418e-007	-2.285587e+000	-2.733750e+000	4.324907e-005
1.017932417505418e-007	-2.297491e+000	-2.465484e+000	1.607385e-005
1.027932417505418e-007	-2.298485e+000	-2.187488e+000	-1.098588e-005
1.037932417505417e-007	-2.288631e+000	-1.900859e+000	-3.782979e-005
1.047932417505417e-007	-2.268075e+000	-1.606729e+000	-6.436223e-005
1.057932417505417e-007	-2.237039e+000	-1.306257e+000	-9.049231e-005
1.077932417505417e-007	-2.144794e+000	-6.910543e-001	-1.412059e-004
1.097932417505417e-007	-2.015093e+000	-6.495319e-002	-1.893401e-004
1.117932417505417e-007	-1.852090e+000	5.621723e-001	-2.343405e-004
1.137932417505417e-007	-1.660714e+000	1.180432e+000	-2.757263e-004
1.157932417505417e-007	-1.446476e+000	1.780076e+000	-3.130869e-004
1.177932417505417e-007	-1.215271e+000	2.351646e+000	-3.460773e-004
1.197932417505417e-007	-9.731834e-001	2.886130e+000	-3.744142e-004
1.217932417505417e-007	-7.263030e-001	3.375098e+000	-3.978710e-004
1.237932417505417e-007	-4.805458e-001	3.810838e+000	-4.162742e-004
1.247932417505417e-007	-3.598501e-001	4.006565e+000	-4.235400e-004
1.257932417505417e-007	-2.414951e-001	4.186480e+000	-4.294994e-004
1.267932417505416e-007	-1.261051e-001	4.349872e+000	-4.341442e-004
1.277932417505416e-007	-1.428684e-002	4.496098e+000	-4.374707e-004
1.287932417505416e-007	9.322161e-002	4.624579e+000	-4.394946e-004
1.297932417505416e-007	1.945812e-001	4.734810e+000	-4.403453e-004
1.307932417505416e-007	2.840256e-001	4.826354e+000	-4.405404e-004
1.317932417505416e-007	3.529271e-001	4.898851e+000	-4.408826e-004
1.327932417505416e-007	3.985708e-001	4.952014e+000	-4.416075e-004
1.337932417505416e-007	4.270417e-001	4.985634e+000	-4.421042e-004
1.347932417505416e-007	4.458582e-001	4.999578e+000	-4.416298e-004
1.357932417505416e-007	4.594356e-001	4.993791e+000	-4.397503e-004
1.377932417505416e-007	4.779536e-001	4.923193e+000	-4.311050e-004
1.397932417505416e-007	4.898867e-001	4.774953e+000	-4.155685e-004
1.417932417505416e-007	4.981399e-001	4.551409e+000	-3.930853e-004
1.437932417505416e-007	5.039690e-001	4.256087e+000	-3.638756e-004
1.457932417505416e-007	5.080053e-001	3.893644e+000	-3.283298e-004
1.477932417505416e-007	5.106007e-001	3.469795e+000	-2.869681e-004
1.497932417505416e-007	5.119563e-001	2.991226e+000	-2.404193e-004
1.517932417505415e-007	5.121783e-001	2.465484e+000	-1.894052e-004
1.537932417505415e-007	5.113036e-001	1.900859e+000	-1.347262e-004
1.547932417505415e-007	5.104498e-001	1.606729e+000	-1.062809e-004
1.557932417505415e-007	5.093080e-001	1.306257e+000	-7.724857e-005
1.567932417505415e-007	5.078646e-001	1.000630e+000	-4.774547e-005
1.577932417505415e-007	5.061011e-001	6.910543e-001	-1.789042e-005
1.587932417505415e-007	5.039930e-001	3.787511e-001	1.219568e-005
1.617932417505415e-007	4.952208e-001	-5.621723e-001	1.026057e-004
1.637932417505415e-007	4.867095e-001	-1.180432e+000	1.617453e-004
1.657932417505415e-007	4.749931e-001	-1.780076e+000	2.187682e-004
1.677932417505415e-007	4.580497e-001	-2.351646e+000	2.725607e-004
1.687932417505415e-007	4.462974e-001	-2.624066e+000	2.978422e-004
1.697932417505415e-007	4.308749e-001	-2.886130e+000	3.217629e-004
1.707932417505415e-007	4.093445e-001	-3.136804e+000	3.439858e-004
1.717932417505415e-007	3.769586e-001	-3.375098e+000	3.639540e-004
1.727932417505415e-007	3.273734e-001	-3.600072e+000	3.809605e-004
1.737932417505414e-007	2.577578e-001	-3.810838e+000	3.946443e-004
1.747932417505414e-007	1.720341e-001	-4.006565e+000	4.053055e-004
1.757932417505414e-007	7.615529e-002	-4.186480e+000	4.134470e-004
1.767932417505414e-007	-2.662671e-002	-4.349872e+000	4.193159e-004
1.777932417505414e-007	-1.351228e-001	-4.496098e+000	4.229649e-004
1.787932417505414e-007	-2.486486e-001	-4.624579e+000	4.244046e-004
1.797932417505414e-007	-3.665588e-001	-4.734810e+000	4.236485e-004
1.807932417505414e-007	-4.881455e-001	-4.826354e+000	4.207230e-004
1.827932417505414e-007	-7.391885e-001	-4.952014e+000	4.085378e-004
1.847932417505414e-007	-9.949307e-001	-4.999578e+000	3.883218e-004
1.867932417505414e-007	-1.247937e+000	-4.968296e+000	3.607239e-004
1.887932417505414e-007	-1.490563e+000	-4.858660e+000	3.265343e-004
1.907932417505414e-007	-1.715333e+000	-4.672401e+000	2.866464e-004
1.927932417505414e-007	-1.915288e+000	-4.412455e+000	2.420208e-004
1.947932417505414e-007	-2.084290e+000	-4.082922e+000	1.936509e-004
1.967932417505413e-007	-2.217263e+000	-3.688999e+000	1.425336e-004
1.987932417505413e-007	-2.310372e+000	-3.236898e+000	8.964393e-005
1.997932417505413e-007	-2.343291e+000	-2.991226e+000	6.284576e-005
2.000000000000000e-007	-2.348876e+000	-2.938926e+000	5.728638e-005
