time	V(vd)	V(n001)	I(R1)
2.299512819366364e-004	5.459694e-001	4.960342e+000	-4.281047e-004
2.499512819366365e-004	5.463744e-001	5.000000e+000	-4.319118e-004
2.699512819366365e-004	5.459757e-001	4.960804e+000	-4.281490e-004
2.899512819366366e-004	5.447584e-001	4.843374e+000	-4.168774e-004
3.099512819366366e-004	5.426759e-001	4.649561e+000	-3.982814e-004
3.299512819366367e-004	5.396416e-001	4.382422e+000	-3.726656e-004
3.499512819366367e-004	5.355147e-001	4.046169e+000	-3.404527e-004
3.699512819366368e-004	5.300689e-001	3.646106e+000	-3.021786e-004
3.899512819366368e-004	5.229328e-001	3.188541e+000	-2.584915e-004
4.099512819366369e-004	5.134568e-001	2.680691e+000	-2.101543e-004
4.299512819366369e-004	5.003685e-001	2.130565e+000	-1.580675e-004
4.499512819366370e-004	4.806366e-001	1.546839e+000	-1.033666e-004
4.599512819366370e-004	4.657664e-001	1.245236e+000	-7.555739e-005
4.699512819366370e-004	4.427465e-001	9.387185e-001	-4.806271e-005
4.799512819366371e-004	3.911953e-001	6.284963e-001	-2.297872e-005
4.899512819366371e-004	2.622319e-001	3.157936e-001	-5.176942e-006
4.969300858972565e-004	9.445044e-002	9.675232e-002	-2.199615e-007
5.011075157570059e-004	-3.323045e-002	-3.447920e-002	1.207098e-007
5.051286679669159e-004	-1.594892e-001	-1.607800e-001	1.205173e-007
5.217597097272546e-004	-6.794193e-001	-6.811625e-001	1.039967e-007
5.417597097272547e-004	-1.294412e+000	-1.296615e+000	8.970202e-008
5.617597097272547e-004	-1.888942e+000	-1.891619e+000	7.867340e-008
5.817597097272548e-004	-2.453655e+000	-2.456791e+000	6.921206e-008
6.017597097272548e-004	-2.979651e+000	-2.983218e+000	6.057358e-008
6.217597097272549e-004	-3.458642e+000	-3.462598e+000	5.238335e-008
6.417597097272549e-004	-3.883078e+000	-3.887371e+000	4.443762e-008
6.617597097272550e-004	-4.246266e+000	-4.250838e+000	3.662128e-008
6.817597097272550e-004	-4.542482e+000	-4.547266e+000	2.886899e-008
7.017597097272551e-004	-4.767055e+000	-4.771981e+000	2.114371e-008
7.217597097272551e-004	-4.916445e+000	-4.921439e+000	1.342947e-008
7.417597097272552e-004	-4.988298e+000	-4.993284e+000	5.718665e-009
7.617597097272553e-004	-4.981482e+000	-4.986381e+000	-1.993035e-009
7.817597097272553e-004	-4.896104e+000	-4.900839e+000	-9.705142e-009
8.017597097272554e-004	-4.733514e+000	-4.738009e+000	-1.742313e-008
8.217597097272554e-004	-4.496276e+000	-4.500458e+000	-2.514786e-008
8.417597097272555e-004	-4.188134e+000	-4.191931e+000	-3.290802e-008
8.617597097272555e-004	-3.813949e+000	-3.817296e+000	-4.074078e-008
8.817597097272556e-004	-3.379623e+000	-3.382459e+000	-4.871807e-008
9.017597097272556e-004	-2.892010e+000	-2.894279e+000	-5.696641e-008
9.217597097272557e-004	-2.358802e+000	-2.360454e+000	-6.571057e-008
9.417597097272557e-004	-1.788415e+000	-1.789404e+000	-7.536775e-008
9.617597097272558e-004	-1.189853e+000	-1.190134e+000	-8.678162e-008
9.817597097272557e-004	-5.725796e-001	-5.720941e-001	-1.019407e-007
9.917597097272557e-004	-2.599984e-001	-2.590744e-001	-1.145218e-007
1.001759709727256e-003	4.422417e-002	5.496765e-002	-1.037790e-006
1.011759709727256e-003	2.988394e-001	3.687928e-001	-6.772957e-006
1.017714560950522e-003	3.861038e-001	5.550588e-001	-1.638263e-005
1.024205348341175e-003	4.237026e-001	7.571948e-001	-3.232855e-005
1.034205348341175e-003	4.537413e-001	1.066032e+000	-5.935383e-005
1.043285222115393e-003	4.711789e-001	1.342841e+000	-8.450975e-005
1.053285222115393e-003	4.845519e-001	1.642609e+000	-1.122754e-004
1.073285222115393e-003	5.028187e-001	2.221540e+000	-1.666534e-004
1.093285222115393e-003	5.151653e-001	2.765437e+000	-2.182081e-004
1.113285222115393e-003	5.242031e-001	3.265721e+000	-2.658539e-004
1.133285222115393e-003	5.310355e-001	3.714502e+000	-3.087186e-004
1.153285222115393e-003	5.362514e-001	4.104704e+000	-3.460585e-004
1.173285222115393e-003	5.401922e-001	4.430172e+000	-3.772436e-004
1.193285222115393e-003	5.430675e-001	4.685773e+000	-4.017556e-004
1.213285222115393e-003	5.450079e-001	4.867477e+000	-4.191910e-004
1.233285222115393e-003	5.460930e-001	4.972418e+000	-4.292640e-004
1.253285222115393e-003	5.463638e-001	4.998941e+000	-4.318102e-004
1.273285222115393e-003	5.458305e-001	4.946628e+000	-4.267881e-004
1.293285222115393e-003	5.444732e-001	4.816303e+000	-4.142795e-004
1.313285222115393e-003	5.422392e-001	4.610023e+000	-3.944889e-004
1.333285222115393e-003	5.390344e-001	4.331039e+000	-3.677410e-004
1.353285222115393e-003	5.347063e-001	3.983753e+000	-3.344773e-004
1.373285222115394e-003	5.290097e-001	3.573641e+000	-2.952529e-004
1.393285222115394e-003	5.215394e-001	3.107169e+000	-2.507344e-004
1.413285222115394e-003	5.115755e-001	2.591697e+000	-2.017052e-004
1.433285222115394e-003	4.976720e-001	2.035351e+000	-1.490942e-004
1.443285222115394e-003	4.883026e-001	1.744571e+000	-1.218007e-004
1.453285222115394e-003	4.762179e-001	1.446907e+000	-9.410302e-005
1.463285222115394e-003	4.592683e-001	1.143532e+000	-6.632379e-005
1.473285222115394e-003	4.309195e-001	8.356437e-001	-3.921357e-005
1.483285222115394e-003	3.680073e-001	5.244579e-001	-1.515035e-005
1.490670318461150e-003	2.503622e-001	2.932464e-001	-4.146026e-006
1.499586398886434e-003	1.259280e-002	1.330781e-002	-6.721654e-008
1.503525616273575e-003	-1.091629e-001	-1.104374e-001	1.222892e-007
1.524267074963889e-003	-7.573128e-001	-7.591116e-001	1.019243e-007
1.544267074963889e-003	-1.370265e+000	-1.372527e+000	8.819642e-008
1.564267074963889e-003	-1.961562e+000	-1.964298e+000	7.742615e-008
1.584267074963889e-003	-2.521897e+000	-2.525090e+000	6.809706e-008
1.604267074963889e-003	-3.042441e+000	-3.046060e+000	5.952992e-008
1.624267074963889e-003	-3.514991e+000	-3.518992e+000	5.137867e-008
1.644267074963889e-003	-3.932096e+000	-3.936427e+000	4.345382e-008
1.664267074963889e-003	-4.287181e+000	-4.291782e+000	3.564805e-008
1.684267074963889e-003	-4.574648e+000	-4.579454e+000	2.790056e-008
1.704267074963890e-003	-4.789966e+000	-4.794905e+000	2.017814e-008
1.724267074963890e-003	-4.929740e+000	-4.934737e+000	1.246430e-008
1.744267074963890e-003	-4.991766e+000	-4.996745e+000	4.749883e-009
1.764267074963890e-003	-4.975069e+000	-4.979952e+000	-2.960832e-009
1.784267074963890e-003	-4.879913e+000	-4.884622e+000	-1.067325e-008
1.804267074963890e-003	-4.707799e+000	-4.712259e+000	-1.838820e-008
1.824267074963890e-003	-4.461443e+000	-4.465580e+000	-2.611846e-008
1.844267074963890e-003	-4.144732e+000	-4.148477e+000	-3.388518e-008
1.864267074963890e-003	-3.762663e+000	-3.765949e+000	-4.173145e-008
1.884267074963890e-003	-3.321263e+000	-3.324031e+000	-4.973455e-008
1.904267074963890e-003	-2.827496e+000	-2.829690e+000	-5.803027e-008
1.924267074963890e-003	-2.289152e+000	-2.290724e+000	-6.686081e-008
1.944267074963890e-003	-1.714728e+000	-1.715631e+000	-7.667938e-008
1.964267074963890e-003	-1.113294e+000	-1.113482e+000	-8.841598e-008
1.984267074963890e-003	-4.943599e-001	-4.937724e-001	-1.043308e-007
1.994267074963890e-003	-1.814482e-001	-1.803802e-001	-1.160475e-007
2.000000000000000e-003	-1.657218e-003	-3.141593e-004	-1.303940e-007
