time	V(vd)	V(n001)	I(R1)
3.228641662467580e-006	5.412943e-001	4.498890e+000	-3.838016e-004
3.428641662467580e-006	5.377413e-001	4.189970e+000	-3.541840e-004
3.628641662467580e-006	5.329978e-001	3.814972e+000	-3.182729e-004
3.828641662467580e-006	5.267770e-001	3.379810e+000	-2.766697e-004
4.028641662467580e-006	5.185963e-001	2.891346e+000	-2.300871e-004
4.228641662467579e-006	5.075707e-001	2.357284e+000	-1.793580e-004
4.428641662467579e-006	4.918289e-001	1.786046e+000	-1.254810e-004
4.528641662467579e-006	4.808844e-001	1.489282e+000	-9.776004e-005
4.628641662467579e-006	4.662120e-001	1.186641e+000	-6.983088e-005
4.728641662467579e-006	4.439236e-001	8.793164e-001	-4.218692e-005
4.828641662467579e-006	3.982936e-001	5.685218e-001	-1.647256e-005
4.928641662467579e-006	2.885751e-001	2.554834e-001	3.234377e-006
5.010929630704681e-006	1.109834e-001	-2.920521e-003	1.105815e-005
5.097189301887937e-006	-1.468962e-001	-2.737763e-001	1.230558e-005
5.159759143886043e-006	-3.498571e-001	-4.697883e-001	1.162547e-005
5.224547930095071e-006	-5.599019e-001	-6.719826e-001	1.083765e-005
5.324547930095071e-006	-8.790787e-001	-9.817609e-001	9.875102e-006
5.424547930095071e-006	-1.192700e+000	-1.287665e+000	9.096529e-006
5.524547930095070e-006	-1.499947e+000	-1.588487e+000	8.443910e-006
5.624547930095070e-006	-1.800141e+000	-1.883039e+000	7.868004e-006
5.824547930095070e-006	-2.375658e+000	-2.448718e+000	6.858646e-006
6.024547930095070e-006	-2.911469e+000	-2.975778e+000	5.958560e-006
6.224547930095070e-006	-3.399794e+000	-3.455909e+000	5.117004e-006
6.424547930095069e-006	-3.833339e+000	-3.881537e+000	4.307678e-006
6.624547930095069e-006	-4.205547e+000	-4.245952e+000	3.516098e-006
6.824547930095069e-006	-4.510762e+000	-4.543406e+000	2.734107e-006
7.024547930095069e-006	-4.744343e+000	-4.769207e+000	1.957182e-006
7.224547930095069e-006	-4.902757e+000	-4.919795e+000	1.182966e-006
7.424547930095068e-006	-4.983643e+000	-4.992795e+000	4.102967e-007
7.624547930095068e-006	-4.985854e+000	-4.987055e+000	-3.610834e-007
7.824547930095070e-006	-4.909479e+000	-4.902667e+000	-1.130999e-006
8.024547930095071e-006	-4.755854e+000	-4.740961e+000	-1.900056e-006
8.224547930095073e-006	-4.527530e+000	-4.504487e+000	-2.668702e-006
8.424547930095074e-006	-4.228251e+000	-4.196974e+000	-3.438521e-006
8.624547930095075e-006	-3.862892e+000	-3.823273e+000	-4.212698e-006
8.824547930095077e-006	-3.437402e+000	-3.389277e+000	-4.997048e-006
9.024547930095078e-006	-2.958724e+000	-2.901829e+000	-5.801765e-006
9.224547930095080e-006	-2.434721e+000	-2.368618e+000	-6.644658e-006
9.424547930095081e-006	-1.874122e+000	-1.798052e+000	-7.557674e-006
9.524547930095082e-006	-1.583066e+000	-1.501554e+000	-8.057621e-006
9.624547930095083e-006	-1.286545e+000	-1.199130e+000	-8.601711e-006
9.724547930095084e-006	-9.859391e-001	-8.919739e-001	-9.208276e-006
9.824547930095084e-006	-6.827538e-001	-5.812973e-001	-9.905822e-006
9.924547930095085e-006	-3.786989e-001	-2.683266e-001	-1.074145e-005
1.002454793009509e-005	-7.650708e-002	4.570303e-002	-1.186068e-005
1.012454793009509e-005	1.980376e-001	3.595523e-001	-1.565283e-005
1.021006955128791e-005	3.587720e-001	6.268830e-001	-2.598893e-005
1.029101467187333e-005	4.275026e-001	8.782536e-001	-4.370614e-005
1.037324323535665e-005	4.540237e-001	1.131281e+000	-6.566259e-005
1.047324323535665e-005	4.725139e-001	1.434860e+000	-9.329418e-005
1.057324323535665e-005	4.856924e-001	1.732776e+000	-1.209101e-004
1.077324323535665e-005	5.035657e-001	2.306944e+000	-1.748643e-004
1.097324323535666e-005	5.156875e-001	2.844730e+000	-2.258481e-004
1.117324323535666e-005	5.245955e-001	3.337653e+000	-2.727926e-004
1.137324323535666e-005	5.313356e-001	3.777939e+000	-3.148423e-004
1.157324323535666e-005	5.364802e-001	4.158645e+000	-3.512681e-004
1.177324323535666e-005	5.403622e-001	4.473766e+000	-3.814553e-004
1.197324323535666e-005	5.431866e-001	4.718334e+000	-4.049022e-004
1.217324323535666e-005	5.450811e-001	4.888491e+000	-4.212220e-004
1.237324323535667e-005	5.461230e-001	4.981553e+000	-4.301471e-004
1.257324323535667e-005	5.463519e-001	4.996053e+000	-4.315312e-004
1.277324323535667e-005	5.457764e-001	4.931762e+000	-4.253515e-004
1.297324323535667e-005	5.443751e-001	4.789695e+000	-4.117082e-004
1.317324323535667e-005	5.420936e-001	4.572091e+000	-3.908239e-004
1.337324323535667e-005	5.388356e-001	4.282383e+000	-3.630410e-004
1.357324323535668e-005	5.344448e-001	3.925139e+000	-3.288176e-004
1.377324323535668e-005	5.286708e-001	3.505993e+000	-2.887246e-004
1.397324323535668e-005	5.210986e-001	3.031555e+000	-2.434433e-004
1.417324323535668e-005	5.109884e-001	2.509308e+000	-1.937713e-004
1.437324323535668e-005	4.968485e-001	1.947488e+000	-1.406522e-004
1.447324323535668e-005	4.872925e-001	1.654486e+000	-1.131613e-004
1.457324323535668e-005	4.749322e-001	1.354955e+000	-8.530930e-005
1.467324323535668e-005	4.575326e-001	1.050076e+000	-5.742790e-005
1.477324323535668e-005	4.282973e-001	7.410531e-001	-3.029366e-005
1.487324323535668e-005	3.578991e-001	4.291056e-001	-6.872146e-006
1.497324323535669e-005	1.951328e-001	1.154645e-001	7.745798e-006
1.506960102159283e-005	-6.007884e-002	-1.871984e-001	1.233309e-005
1.513137939800006e-005	-2.566012e-001	-3.809551e-001	1.205826e-005
1.519690291093027e-005	-4.705048e-001	-5.858241e-001	1.116337e-005
1.528268603609098e-005	-7.461748e-001	-8.524833e-001	1.024996e-005
1.538268603609098e-005	-1.062154e+000	-1.160157e+000	9.403710e-006
1.548268603609098e-005	-1.372139e+000	-1.463252e+000	8.705793e-006
1.558268603609098e-005	-1.675389e+000	-1.760572e+000	8.101516e-006
1.568268603609098e-005	-1.971067e+000	-2.050944e+000	7.558639e-006
1.588268603609097e-005	-2.535857e+000	-2.606292e+000	6.588662e-006
1.608268603609097e-005	-3.058651e+000	-3.120537e+000	5.709370e-006
1.628268603609097e-005	-3.531775e+000	-3.585569e+000	4.879220e-006
1.648268603609097e-005	-3.948129e+000	-3.994054e+000	4.076195e-006
1.668268603609097e-005	-4.301403e+000	-4.339551e+000	3.288045e-006
1.688268603609096e-005	-4.586225e+000	-4.616611e+000	2.507876e-006
1.708268603609096e-005	-4.798269e+000	-4.820864e+000	1.731912e-006
1.728268603609096e-005	-4.934336e+000	-4.949089e+000	9.582405e-007
1.748268603609096e-005	-4.992418e+000	-4.999264e+000	1.857298e-007
1.768268603609096e-005	-4.971719e+000	-4.970597e+000	-5.850817e-007
1.788268603609096e-005	-4.872696e+000	-4.863542e+000	-1.354649e-006
1.808268603609095e-005	-4.697040e+000	-4.679785e+000	-2.123488e-006
1.828268603609095e-005	-4.447652e+000	-4.422225e+000	-2.892256e-006
1.848268603609095e-005	-4.128612e+000	-4.094924e+000	-3.662921e-006
1.868268603609095e-005	-3.745115e+000	-3.703044e+000	-4.439303e-006
1.888268603609095e-005	-3.303406e+000	-3.252765e+000	-5.228265e-006
1.908268603609094e-005	-2.810703e+000	-2.751187e+000	-6.041783e-006
1.928268603609094e-005	-2.275124e+000	-2.206222e+000	-6.900876e-006
1.948268603609094e-005	-1.705649e+000	-1.626463e+000	-7.843777e-006
1.958268603609094e-005	-1.411253e+000	-1.326376e+000	-8.367570e-006
1.968268603609094e-005	-1.112182e+000	-1.021054e+000	-8.945226e-006
1.978268603609094e-005	-8.098832e-001	-7.117024e-001	-9.600296e-006
1.988268603609094e-005	-5.059651e-001	-3.995422e-001	-1.037060e-005
1.998268603609094e-005	-2.018152e-001	-8.580513e-002	-1.126597e-005
2.000000000000000e-005	-1.492921e-001	-3.141572e-002	-1.144431e-005
