time	V(vd)	V(n001)	I(R1)
4.289338828323242e-007	5.187533e-001	2.438064e+000	-1.861073e-004
4.489338828323242e-007	5.080010e-001	1.871722e+000	-1.322208e-004
4.689338828323242e-007	4.928266e-001	1.275862e+000	-7.590065e-005
4.789338828323242e-007	4.824577e-001	9.697851e-001	-4.722044e-005
4.889338828323242e-007	4.688361e-001	6.598808e-001	-1.848482e-005
4.989338828323242e-007	4.492528e-001	3.473723e-001	9.924591e-006
5.089338828323242e-007	4.161105e-001	3.349281e-002	3.715055e-005
5.189338828323242e-007	3.478656e-001	-2.805188e-001	6.098132e-005
5.289338828323242e-007	2.181938e-001	-5.934234e-001	7.874094e-005
5.389338828323242e-007	2.442251e-002	-9.039860e-001	9.005015e-005
5.489338828323243e-007	-2.166555e-001	-1.210981e+000	9.642045e-005
5.589338828323243e-007	-4.916668e-001	-1.513197e+000	9.903272e-005
5.689338828323243e-007	-7.918427e-001	-1.809441e+000	9.862259e-005
5.789338828323243e-007	-1.108390e+000	-2.098543e+000	9.593038e-005
5.889338828323243e-007	-1.432879e+000	-2.379364e+000	9.166390e-005
5.989338828323243e-007	-1.757958e+000	-2.650795e+000	8.642925e-005
6.189338828323243e-007	-2.387782e+000	-3.161242e+000	7.479034e-005
6.289338828323243e-007	-2.684915e+000	-3.398243e+000	6.892970e-005
6.389338828323243e-007	-2.966954e+000	-3.621834e+000	6.323367e-005
6.489338828323244e-007	-3.232438e+000	-3.831131e+000	5.775848e-005
6.589338828323244e-007	-3.480399e+000	-4.025308e+000	5.251815e-005
6.689338828323244e-007	-3.710180e+000	-4.203598e+000	4.750203e-005
6.889338828323244e-007	-4.113455e+000	-4.509773e+000	3.804547e-005
7.089338828323244e-007	-4.439637e+000	-4.744826e+000	2.917556e-005
7.289338828323244e-007	-4.686905e+000	-4.905050e+000	2.070932e-005
7.489338828323245e-007	-4.854027e+000	-4.987919e+000	1.252135e-005
7.689338828323245e-007	-4.940488e+000	-4.992125e+000	4.535079e-006
7.789338828323245e-007	-4.953552e+000	-4.964660e+000	6.029187e-007
7.889338828323245e-007	-4.946663e+000	-4.917602e+000	-3.292519e-006
8.089338828323245e-007	-4.873922e+000	-4.765526e+000	-1.098038e-005
8.289338828323245e-007	-4.724784e+000	-4.538294e+000	-1.854055e-005
8.489338828323246e-007	-4.502880e+000	-4.239491e+000	-2.597777e-005
8.689338828323246e-007	-4.212959e+000	-3.873829e+000	-3.329637e-005
8.889338828323246e-007	-3.860873e+000	-3.447074e+000	-4.050485e-005
9.089338828323246e-007	-3.453521e+000	-2.965957e+000	-4.762047e-005
9.289338828323246e-007	-2.998814e+000	-2.438064e+000	-5.467529e-005
9.489338828323247e-007	-2.505642e+000	-1.871722e+000	-6.172487e-005
9.689338828323245e-007	-1.983887e+000	-1.275862e+000	-6.886245e-005
9.889338828323243e-007	-1.444536e+000	-6.598808e-001	-7.624331e-005
1.008933882832324e-006	-9.000023e-001	-3.349281e-002	-8.413034e-005
1.018933882832324e-006	-6.302402e-001	2.805188e-001	-8.839634e-005
1.028933882832324e-006	-3.649315e-001	5.934234e-001	-9.298732e-005
1.038933882832324e-006	-1.066613e-001	9.039860e-001	-9.803451e-005
1.048933882832324e-006	1.344790e-001	1.210981e+000	-1.043988e-004
1.058933882832324e-006	3.210396e-001	1.513197e+000	-1.155985e-004
1.068933882832324e-006	4.219834e-001	1.809441e+000	-1.345313e-004
1.078933882832323e-006	4.628709e-001	2.098543e+000	-1.586021e-004
1.088933882832323e-006	4.827034e-001	2.379364e+000	-1.839139e-004
1.098933882832323e-006	4.954112e-001	2.650795e+000	-2.090066e-004
1.118933882832323e-006	5.115203e-001	3.161242e+000	-2.569517e-004
1.138933882832323e-006	5.217128e-001	3.621834e+000	-3.006357e-004
1.158933882832323e-006	5.291253e-001	4.025308e+000	-3.390496e-004
1.178933882832323e-006	5.347304e-001	4.365300e+000	-3.714818e-004
1.198933882832322e-006	5.389665e-001	4.636448e+000	-3.973697e-004
1.218933882832322e-006	5.420834e-001	4.834478e+000	-4.162742e-004
1.238933882832322e-006	5.442335e-001	4.956264e+000	-4.278778e-004
1.258933882832322e-006	5.455095e-001	4.999888e+000	-4.319850e-004
1.278933882832322e-006	5.459622e-001	4.964660e+000	-4.285242e-004
1.298933882832321e-006	5.456098e-001	4.851137e+000	-4.175476e-004
1.318933882832321e-006	5.444401e-001	4.661108e+000	-3.992300e-004
1.338933882832321e-006	5.424094e-001	4.397571e+000	-3.738662e-004
1.358933882832321e-006	5.394354e-001	4.064681e+000	-3.418675e-004
1.378933882832321e-006	5.353827e-001	3.667689e+000	-3.037560e-004
1.398933882832320e-006	5.300355e-001	3.212855e+000	-2.601602e-004
1.418933882832320e-006	5.230416e-001	2.707353e+000	-2.118097e-004
1.438933882832320e-006	5.137940e-001	2.159154e+000	-1.595369e-004
1.458933882832320e-006	5.011354e-001	1.576904e+000	-1.042925e-004
1.478933882832320e-006	4.824577e-001	9.697851e-001	-4.722044e-005
1.488933882832320e-006	4.688361e-001	6.598808e-001	-1.848482e-005
1.498933882832319e-006	4.492528e-001	3.473723e-001	9.924591e-006
1.508933882832319e-006	4.161105e-001	3.349281e-002	3.715055e-005
1.518933882832319e-006	3.478656e-001	-2.805188e-001	6.098132e-005
1.528933882832319e-006	2.181938e-001	-5.934234e-001	7.874094e-005
1.538933882832319e-006	2.442251e-002	-9.039860e-001	9.005015e-005
1.548933882832319e-006	-2.166555e-001	-1.210981e+000	9.642045e-005
1.558933882832319e-006	-4.916668e-001	-1.513197e+000	9.903272e-005
1.568933882832319e-006	-7.918427e-001	-1.809441e+000	9.862259e-005
1.578933882832319e-006	-1.108390e+000	-2.098543e+000	9.593038e-005
1.588933882832319e-006	-1.432879e+000	-2.379364e+000	9.166390e-005
1.598933882832318e-006	-1.757958e+000	-2.650795e+000	8.642925e-005
1.618933882832318e-006	-2.387782e+000	-3.161242e+000	7.479034e-005
1.628933882832318e-006	-2.684915e+000	-3.398243e+000	6.892970e-005
1.638933882832318e-006	-2.966954e+000	-3.621834e+000	6.323367e-005
1.648933882832318e-006	-3.232438e+000	-3.831131e+000	5.775848e-005
1.658933882832318e-006	-3.480399e+000	-4.025308e+000	5.251815e-005
1.668933882832318e-006	-3.710180e+000	-4.203598e+000	4.750203e-005
1.688933882832318e-006	-4.113455e+000	-4.509773e+000	3.804547e-005
1.708933882832317e-006	-4.439637e+000	-4.744826e+000	2.917556e-005
1.728933882832317e-006	-4.686905e+000	-4.905050e+000	2.070932e-005
1.748933882832317e-006	-4.854027e+000	-4.987919e+000	1.252135e-005
1.768933882832317e-006	-4.940488e+000	-4.992125e+000	4.535079e-006
1.778933882832317e-006	-4.953552e+000	-4.964660e+000	6.029187e-007
1.788933882832317e-006	-4.946663e+000	-4.917602e+000	-3.292519e-006
1.808933882832316e-006	-4.873922e+000	-4.765526e+000	-1.098038e-005
1.828933882832316e-006	-4.724784e+000	-4.538294e+000	-1.854055e-005
1.848933882832316e-006	-4.502880e+000	-4.239491e+000	-2.597777e-005
1.868933882832316e-006	-4.212959e+000	-3.873829e+000	-3.329637e-005
1.888933882832316e-006	-3.860873e+000	-3.447074e+000	-4.050485e-005
1.908933882832316e-006	-3.453521e+000	-2.965957e+000	-4.762047e-005
1.928933882832316e-006	-2.998814e+000	-2.438064e+000	-5.467529e-005
1.948933882832315e-006	-2.505642e+000	-1.871722e+000	-6.172487e-005
1.968933882832315e-006	-1.983887e+000	-1.275862e+000	-6.886245e-005
1.988933882832315e-006	-1.444536e+000	-6.598808e-001	-7.624331e-005
1.998933882832315e-006	-1.171977e+000	-3.473723e-001	-8.006320e-005
2.000000000000000e-006	-1.142880e+000	-3.139526e-001	-8.047837e-005
